Title,Excerpt,Year,Authors,URL,Citations
The superficial temporal artery trunk as a donor vessel in cerebral revascularization: benefits and pitfalls,"... (2013) Complex middle cerebral artery aneurysms: a new classification based on theangioarchitecture and surgical strategies. Acta Neurochirurgica 155, 1481-1491. . ... CerebralRevascularization, 291-303. ... (2010) Proton MR Spectroscopy of Brain Abscesses. ...",2008,"A Alaraj, WW Ashley Jr, FT Charbel, S Amin",http://thejns.org/doi/full/10.3171/FOC/2008/24/2/E7,27
Bypass or not? Adjustment of surgical strategies according to motor evoked potential changes in large middle cerebral artery aneurysm surgery,... If the medial group of the left subclavian artery is well developed and ... Analysis of 561 patientswith 690 middle cerebral artery aneurysms: anatomic and clinical features as ... Monitoring of braintissue oxygenation during aneurysm surgery: prediction of procedure-related ischemic ...,2012,"L Chen, L Lang, L Zhou, D Song, Y Mao ",http://www.sciencedirect.com/science/article/pii/S1878875011014628,10
Revival of extra-intracranial bypass surgery,... in which the temporalis muscle is placed directly onto the brain surface. ... Another alternative toa standard STA-MCA bypass is the occipital artery–middle cerebral artery (OA-MCA) bypassin ... is in general anastomosed in end-to-side technique to peripheral cerebral blood vessels ...,2009,P Vajkoczy ,http://journals.lww.com/co-neurology/Abstract/2009/02000/Revival_of_extra_intracranial_bypass_surgery.15.aspx,30
Cisternal irrigation therapy with urokinase and ascorbic acid for prevention of vasospasm after aneurysmal subarachnoid hemorrhage: outcome in 217  …,"... Cerebrospinal fluid was aspirated to let the brain relax. ... One patient died of rerupture becauseof incomplete clipping of a right vertebral artery aneurysm ... infarction caused by cerebral vasospasmfrequently occurs in the peripheral territory of the middle cerebral artery, we believe ...",2000,"N Kodama, T Sasaki, M Kawakami, M Sato, J Asari ",http://www.sciencedirect.com/science/article/pii/S0090301999001834,133
Detection of intracranial aneurysms with 64 channel multidetector row computed tomography: comparison with digital subtraction angiography,"... result, a preliminary removal of bones and “soft tissues” structures hiding arterial vessels is ...aneurysm was located at the bifurcation between pericallosal and margino-callosal arteries andit ... 1 mm in diameter at the M1 segment of the right middle cerebral artery was detected on ...",2007,F Pozzi,http://www.sciencedirect.com/science/article/pii/S0720048X07000952,73
Efficacy and safety of nicardipine prolonged-release implants for preventing vasospasm in humans,"... When all other causes of low-density areas were excluded, for example, operative (brain retractionand occlusion of arteries or ... The right middle cerebral artery (MCA) was slightly dilated on day12 (bottom left, arrows), whereas the right anterior cerebral artery (A1) and ...",2002,"H Kasuya, H Onda, M Takeshita, Y Okada, T Hori ",http://stroke.ahajournals.org/content/33/4/1011.short,87
Regional cerebral blood flow using quantitative MR angiography,... and outcome in patients with symptomatic internal carotid or middle cerebral artery occlusion:a ... Abnormal intravoxel cerebral blood flow heterogeneity in human ischemic stroke determinedby ... Extracranial-intracranial arterial bypass surgery improves total brain blood supply in ...,2007,"M Zhao, S Amin",http://www.ajnr.org/content/28/8/1470.short,106
Multiscale sequentially-coupled arterial FSI technique,"... This version was tested in [12] on FSI modeling of a middle cerebral artery segment with aneurysm. ...The mesh for the artery had four-node tetrahedral elements, with two elements across the ... Thearterial wall is modeled with the continuum element made of hyperelas- tic (Fung ...",2010,"TE Tezduyar, K Takizawa, C Moorman, S Wright… ",http://link.springer.com/article/10.1007/s00466-009-0423-2,85
Evaluation of fetal and uterine hemodynamics during maternal cardiopulmonary bypass.,"... Figure 2. Fetal heart rate (FHR) and pulsatility indices (PI) of fetal descending aorta (Dao), middlece- rebral artery (MCA), and ... bypass caused irreversible insult to the brain, leading to thedevelopment of hydrocephalus.9 Postoperatively, mid- dle cerebral artery PI value ...",1996,"M Khandelwal, J Rasanen, A Ludormirski… ",http://journals.lww.com/greenjournal/Abstract/1996/10001/Evaluation_of_Fetal_and_Uterine_Hemodynamics.11.aspx,41
Transcranial Doppler ultrasonography during cardiopulmonary bypass in patients with severe carotid stenosis or occlusion.,... in accordance with the postendarterectomy status of their extracranial brain vessels; contralateralto ... was less on the side of the stenosed or occluded carotid artery. ... TABLE 4. Parameters InfluencingMiddle Cerebral Artery Blood Flow in Patients Undergoing Cardiopuimonary ...,1988,"GM Von Reutern, A Hetzel, D Birnbaum, V Schlosser ",http://stroke.ahajournals.org/content/19/6/674.short,45
Ultrasound in the treatment of ischaemic stroke,... with combined occlusion of the distal internal carotid artery and the middle cerebral artery (carotidT ... with posterior Circulation strokes were treated within 24 h. Thrombolysis in brain ischaemia(TIBI ... showed the potential usefulness of ultrasound for treatment of arterial or venous ...,2003,"M Daffertshofer, M Hennerici ",http://www.sciencedirect.com/science/article/pii/S1474442203003806,114
Acute Stroke Assessment with CT: Do We Need Multimodal Evaluation? 1,"... Small brain ischemia, however, particularly lacunar infarction outside of the perfusion CT sectionlevels ... in the TTP (D) map for the right anterior and medial middle cerebral artery territory and ... CTangiography confirms, E, occlusion of the right middle cerebral artery at the M1/M2 ...",2004,"SP Kloska, DG Nabavi, C Gaus, EM Nam, E Klotz… ",http://pubs.rsna.org/doi/abs/10.1148/radiol.2331030028,131
Cerebral blood flow and metabolism during cardiopulmonary bypass.,"... rial circulation (arterial inflow tubing of CPB circuit, aorta, or common carotid artery) andextracranial de ... CBF is calculated from the clearance of y-radiation from the brain by using the ...and just above the zygomatic arch) is used to interro- gate the middle cerebral artery for velocity ...",1993,"RM Schell, FH Kern, WJ Greeley… ",http://journals.lww.com/anesthesia-analgesia/Citation/1993/04000/Cerebral_Blood_Flow_and_Metabolism_During.29.aspx,169
Failure of a saphenous vein extracranial-intracranial bypass graft to protect against bilateral middle cerebral artery ischemia after carotid artery occlusion: case report,"... The middle cerebral artery (MCA) bifurcation was dissected, and the superior M2 branch was ...the patient in the early morning was complicated by residual brain-protective pharmacological ...the cortical branches and more proximal segments of the cerebral arteries, including the ...",1999,"BR Bendok, A Murad, CC Getch, HH Batjer ",http://journals.lww.com/neurosurgery/Abstract/1999/08000/Failure_of_a_Saphenous_Vein.32.aspx,7
"Neurological deficit after carotid infusion of cisplatin and 1, 3-bis (2-chloroethyl)-1-nitrosourea (BCNU) for malignant glioma: an analysis of risk factors.","... pected to acquire some arterial supply from anterior and middle cerebral artery collaterals.Equating tissue volume to the number of major branches infused ignores the variables of cerebralatrophy, normal variability in brain size, size of arterial territories, and other factors. ...",1986,"JP Kapp, RA Sanford ",http://journals.lww.com/neurosurgery/Abstract/1986/11000/Neurological_Deficit_after_Carotid_Infusion_of.10.aspx,30
"Pseudostenosis Phenomenon at Volume-rendered Three-dimensional Digital Angiography of Intracranial Arteries: Frequency, Location, and Effect on Image  …","... When demonstration of the small vessels or arteries (“perforators”) penetrating the brainparenchyma in the ... and C6 [the carotid canal segment of the petrous portion]), the middle cerebralartery (M1 [the ... artery (P1 [the segment from the origin of the posterior cerebral artery to the ...",2004,"T Hirai, Y Korogi, K Ono, M Yamura, S Uemura… ",http://pubs.rsna.org/doi/abs/10.1148/radiol.2323031160,27
Numerical investigation of the effect of hypertensive blood pressure on cerebral aneurysm—dependence of the effect on the aneurysm shape,"... 1006 R. TORII ET AL. Figure 7. Comparison of the flow velocity profiles: (a) at the peak systoleand (b) at t =0.10s, for the rigid-wall (left), HBP (middle) and NBP (right) cases. ... Brain 2001;124:249–278. ... Pathophysiology of development and rupture of cerebral aneurysms. ...",2007,"R Torii, M Oshima, T Kobayashi… ",http://onlinelibrary.wiley.com/doi/10.1002/fld.1497/full,89
Correlation between lumenal geometry changes and hemodynamics in fusiform intracranial aneurysms,"... Arterial enlargement, tortuosity, and intimal thickening in response to sequential exposure tohigh ... Apotosis of medial smooth muscle cells in the development of saccular cerebral ... on cerebralaneurysm: computational fluid dynamic study of 20 middle cerebral artery aneurysms. ...",2005,"LD Jou, G Wong, B Dispensa… ",http://www.ajnr.org/content/26/9/2357.short,130
Lys-plasminogen as an adjunct to local intra-arterial fibrinolysis for carotid territory stroke: laboratory and clinical findings,"... Stroke 23:1826-1839 2. Camarata PJ, Heros RC, Latchaw RE (1994) ""Brain attack"" the ... T, Yama-dori A (1988) Intracarotid urokinase with thromboembolic occlusion of the middle cerebral artery. ...H, Ferbert A, Brt~ckmann H, DelZoppo GJ (1988) Intra-arterial thrombolytic therapy ...",1996,"HJ Freitag, VU Becker, A Thie, V Tilsner, A Philapitsch… ",http://link.springer.com/article/10.1007/BF00604816,49
Ischemic stroke following cisplatin and 5-fluorouracil therapy: a transcranial Doppler study,"... MRI) showed an acute infarction in the region of the left middle cerebral artery (MCA). ... mechanismis unknown (perhaps a direct endothelium toxicity or a iatrogenic cerebral vasomotor disregula ...References 1 El Amrani M, Heinzlef O, Debrouker T, et al: Brain infarction following 5 ...",2000,PJ Serrano,http://www.karger.com/Article/Abstract/8197,21
FSI computations in arterial fluid mechanics with estimated zero-pressure arterial geometry,"... but considering that a full matching would be quite challenging, we feel that our rudimentarytechnique is a good start in estimating the zero-pressure arterial geometry. ... The test case is the“middle cerebral artery with aneurysm — single-artery segment” computed in [2 ...",2007,"TE Tezduyar, T Cragin, S Sathe, B Nanna ",http://scholar.google.com/https://www.researchgate.net/profile/Tayfun_Tezduyar/publication/284899412_FSI_Computations_in_Arterial_Fluid_Mechanics_with_Estimated_Zero-Pressure_Arterial_Geometry/links/5659eda008ae1ef9297fcb35.pdf,25
"Muscarinic receptor subtypes mediating vasodilation and vasoconstriction in isolated, perfused simian coronary arteries.","... 22), rabbit ear and basilar (23,24), and rat pulmonary and feline middle cerebral (25,26 ... Het-erogeneity of muscarinic binding sites in rat brain, subman- dibular gland and atrium ... ofmethysergide on ror- epinephrine-induced constriction of the isolated internal ca- rotid artery ...",1993,"LM Ren, T Nakane, S Chiba ",http://journals.lww.com/cardiovascularpharm/abstract/1993/12000/muscarinic_receptor_subtypes_mediating.10.aspx,43
Cerebral perfusion during major cardiac surgery in children,"... Markwalder TM, Grolimund P, Seiler RW, Roth F, Aaslid R (1984) Dependency of blood flowvelocity in the middle cere- bral artery on end-tidal carbon dioxide ... Santillan GG, Chemnitius JM,Bing RJ (1985) The effect of cardiopulmonary bypass on cerebral blood flow . Brain Res ...",1987,"T Lundar, H Lindberg, KF Lindegaard, S Tjønneland… ",http://link.springer.com/article/10.1007/BF02263446,22
Jugular bulb oxygen saturation and middle cerebral blood flow velocity during cardiopulmonary bypass.,... Transcranial Doppler measurement of middle cerebral artery blood flow velocity: a validationstudy. ... Variations in mid- dle cerebral artery blood flow investigated with noninvasivetranscranial blood velocity measurements. Stroke 1987;18: 1025-30. 10. ...,1997,"G von Knobelsdorff, F Händ, C Werner… ",http://pdfs.journals.lww.com/jnsa/1997/04000/4.pdf,32
Intravenous angiography in brain death: report of 140 patients,"... mydriasis meet- ing the clinical criteria for brain death (in- cluding brain-stem function). ... intra-arterialangiography was performed in 5 patients, and anterior or middle ce- rebral ... the contrast mediumstasis was seen within the basilar or posterior cerebral arteries, without evidence ...",1997,"M Braun, X Ducrocq, JC Huot, G Audibert, R Anxionnat… ",http://link.springer.com/article/10.1007/s002340050432,54
Clinical evaluation of pulsatile flow mode of Terumo Capiox centrifugal pump,"... 10) revealed 85% stenosis of the left middle cerebral artery. The neurologist consid- ered thatthe patient had a 90% chance of brain damage during nonpulsatile ... L/min/m2, lowered the bodytemperature to 31”C, and maintained the partial carbon dioxide arterial pressure (Paco ...",1997,"H Nishida, H Uesugi, T Nishinaka, K Uwabe… ",http://onlinelibrary.wiley.com/doi/10.1111/j.1525-1594.1997.tb03749.x/abstract,14
Fluid–structure interaction modeling of a patient-specific cerebral aneurysm: influence of structural modeling,"... The middle cerebral artery (MCA) in the intracranial arterial tree (top) and the mesh (bottom). ... flowpattern persists after the peak systole when the artery is modeled as a rigid wall ... There- fore,particularly in this aneurysm, the interaction between the arterial wall and blood flow ...",2008,"R Torii, M Oshima, T Kobayashi, K Takagi… ",http://link.springer.com/article/10.1007/s00466-008-0325-8,125
Brain damage after cardiopulmonary by-pass: correlations between neurophysiological and neuropathological findings.,"... sulcus along the anterior/middle cerebral artery boundary zones or along the middle/posteriorcerebral ... or without a lesion or lesions in areas other than the cerebral cortical boundary ... occipitaland temporal lobe including the hippocampus), the basal ganglia, the brain stem and ...",1981,"M Malone, P Prior, CL Scholtz ",http://jnnp.bmj.com/content/44/10/924.short,48
Computational vascular fluid–structure interaction: methodology and application to cerebral aneurysms,"... The lat- ter guarantees a physiological intramural pressure level in the arteries. ... the analyst touse three-dimensional solids to model the behavior of the arterial wall ... 1. In all cases, the middlecerebral artery (MCA) bifurcation is considered, and the inflow and outflow branches are ...",2010,"Y Bazilevs, MC Hsu, Y Zhang, W Wang… ",http://link.springer.com/article/10.1007/s10237-010-0189-7,130
Cerebral revascularization using radial artery grafts for the treatment of complex intracranial aneurysms: techniques and outcomes for 17 patients,"... Cerebral Revascularization Using Radial Artery Grafts for the Treatment of Complex IntracranialAneurysms: Techniques and Outcomes for 17 Patients. ... Article Outline. Collapse Box AuthorInformation. The Mid-Atlantic Brain and Spine Institutes (LNS, CK), Annandale ...",2001,"LN Sekhar, JM Duff, C Kalavakonda, M Olding ",http://journals.lww.com/neurosurgery/Abstract/2001/09000/Cerebral_Revascularization_Using_Radial_Artery.23.aspx,179
MR angiography of occlusive disease of the arteries in the head and neck: current concepts.,"... carotid and vertebral arteries in the neck. However, when arterial segments havecomplex flow (eg, stenosis or bend in an artery), nearby susceptibility artifacts (eg,at the skull base), small (1 mm) diameter, and/or tortuosity (eg, ...",1994,"BC Bowen, RM Quencer… ",http://www.ajronline.org/doi/abs/10.2214/ajr.162.1.8273698,66
Blood flow distribution in cerebral arteries,"... ipsi, ipsilateral; L, left; MCA, middle cerebral artery; MCA dist , distal middle cerebral artery; OA,ophthalmic ... No differences in BFR for individual cerebral arteries related to gender were found,except for ... 42 Generally, their contribution of blood to the brain could be assumed as ...",2015,"L Zarrinkoob, K Ambarki, A Wåhlin… ",http://www.nature.com/jcbfm/journal/v35/n4/abs/jcbfm2014241a.html,21
Color-coded perfused blood volume imaging using multidetector CT: initial results of whole-brain perfusion analysis in acute cerebral ischemia,"... Gonzalez RG, Schwamm LH (2001) Utility of perfusion-weighted CT imaging in acute middlecerebral artery stroke treated with intra-arterial thrombolysis: prediction ... AZ, Schwamm LH,Gonzalez RG, Koroshetz WJ (2002) CT angiography with whole brain perfused blood ...",2007,"SP Kloska, T Fischer, DG Nabavi, R Dittrich, H Ditt… ",http://link.springer.com/article/10.1007/s00330-007-0580-7,29
Double-insurance bypass for internal carotid artery aneurysm surgery,"... Radial artery bypass to the middle cerebral artery (MCA) is a well-known procedure and is used ...We usually use mild hypothermia for brain protection and also administer a barbiturate and ... 3) .In some cases, these anastomoses were not sufficient to maintain cerebral blood flow ...",2003,"K Hongo, T Horiuchi, J Nitta, Y Tanaka, T Tada… ",http://journals.lww.com/neurosurgery/Abstract/2003/03000/Double_insurance_Bypass_for_Internal_Carotid.13.aspx,36
Cerebral arteriovenous malformations: flow quantitation by means of two-dimensional cardiac-gated phase-contrast MR imaging.,"... AVM = arteriovenous malfor- mation, CCV = corresponding contralateral yes- sel, MCA = middlecerebral artery, NPPB = nor ... fed by the right MCA (large arrow) and right posterior cerebral artery(small ar- ... 7-9) was applied to suppress the signal from the brain parenchyma so that ...",1995,"BA Wasserman, W Lin, RW Tarr, EM Haacke, E Müller ",http://pubs.rsna.org/doi/abs/10.1148/radiology.194.3.7862962,26
Effect of perfusionist technique on cerebral embolization during cardiopulmonary bypass,"... 4 Brown WR, Moody DM, Challa VR, Stump DA. Histologic studies of brain microemboli inhumans and dogs after cardiopulmonary bypass. ... Doppler microembolic signals during cardiacsurgery: comparison between arterial line and middle cerebral artery. ...",2005,"RA Rodriguez, KA Williams, A Babaev, F Rubens… ",http://prf.sagepub.com/content/20/1/3.short,49
Brain abnormalities in infants on extracorporeal membrane oxygenation: sonographic and CT findings,"... failure (one). Intake criteria included an alveolar-arterial oxygenation (A-aPo2) gradient greater ...parenchymal echoes in distribution of left middle cerebral artery. B, Contrast-enhanced cranialCT scan after ECMO shows partially enhancing brain infarct. Fig. ...",1989,"DS Babcock, BK Han, RG Weiss… ",http://www.ajronline.org/doi/abs/10.2214/ajr.153.3.571,41
Helical High‐Resolution Volume‐Rendered 3‐Dimensional Computer Tomography Angiography in the Detection of Intracranial Aneurysms,"... 3. Sartor K. MR Imaging of the Skull and Brain: A Correlative Text-Atlas. ... rendered 3-dimensionalcomputed tomography (CT) angiography of a patient with 2 aneurysms, 1 at the anterior cerebralartery (black arrow) and 1 at the right middle cerebral artery (white arrow). ...",2001,"T Seruga, G Bunc, GE Klein ",http://onlinelibrary.wiley.com/doi/10.1111/j.1552-6569.2001.tb00047.x/full,24
Impairment of Cerebral Perfusion and Infarct Patterns Attributable to Vasospasm After Aneurysmal Subarachnoid Hemorrhage A Prospective MRI and DSA Study,"... A, Baseline angiogram shows saccular aneurysm in the middle cerebral artery bifurcation (arrow,oblique ... the corticospinal tract is involved, infarcts located in the inferior medial thalamus supplied ...Medline. ↵ Greitz T. Normal cerebral circulation time as determined by carotid ...",2007,"S Weidauer, H Lanfermann, A Raabe, F Zanella… ",http://stroke.ahajournals.org/content/38/6/1831.short,114
Comparison of haemodynamics in cerebral aneurysms of different sizes located in the ophthalmic artery,... Directional wall strength in saccular brain aneurysms from polarized light microscopy. ... role of wallshear stress on cerebral aneurysm computational fluid dynamic study of 20 middle cerebral arteryaneurysms ... COMPARISON OF HAEMODYNAMICS IN CEREBRAL ANEURYSMS ...,2007,"A Valencia, S Botto, J Sordo, M Galvez… ",http://onlinelibrary.wiley.com/doi/10.1002/fld.1308/full,20
Multiscale sequentially-coupled arterial fluid–structure interaction (SCAFSI) technique,"... In the structural mechanics part, as boundary condition at the ends of the arteries, we set ... wasextracted from the computed tomography model of a bifurcating segment of the middle cerebralartery of a ... The diameter of the arterial lumen is 2.39 mm at the inflow, and 1.53 and 1.73 ...",2009,"TE Tezduyar, K Takizawa… ",http://scholar.google.com/https://www.researchgate.net/profile/Tayfun_Tezduyar/publication/284733703_Multiscale_Sequentially-Coupled_Arterial_Fluid-Structure_Interaction_SCAFSI_Technique/links/5659058308aeafc2aac3458d.pdf,35
Measurement of cerebral blood flow in chronic carotid occlusive disease: comparison of dynamic susceptibility contrast perfusion MR imaging with positron emission  …,"... for CBF values measured by MR imaging calculated with an AIF from the middle cerebral artery(MCA) ipsilateral ... the AIF or partial volume averaging of the artery with adjacent brain parenchymaor ... It is important to note that we measured cerebral blood volume, mean transit time ...",2003,"P Mukherjee, HC Kang, TO Videen… ",http://www.ajnr.org/content/24/5/862.short,68
Physiologic Studies Following Profound Hypothermia and Circulatory Arrest for Treatment of Intracrania Aneurysm,... middle cerebral artery ... cyanine green) technic withinjection into the pulmonary artery or right atriumand sampling (24 ml./min.) from the radial artery through a ... The pH was measured at 37° C. Arterialcarbon dioxide tension and buffer base were found by use of the nomo- gram ...,1962,"K Rehder, JW Kirklin, CS MacCarty, RA Theye ",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1466369/,25
Cerebrovascular enhancement in spoiled GRASS (SPGR) images: comparison with spin-echo technique.,"... signal in both pericallosal arteries, numerous Sylvian branches of both middle cerebral arteries,and numerous ... vertebral arteries to be hypointense to isoin- tense with brain, b: Enhanced ... havedemonstrated the charac- teristics of intravascular signal in cerebral SPGR imaging ...",1992,"MEC Shogry, AD Elster ",http://journals.lww.com/jcat/Abstract/1992/01000/Cerebrovascular_Enhancement_in_Spoiled_GRASS.9.aspx,17
Lack of association between carotid artery volume blood flow and cardiac output.,"... tomography (SPECT)3,6,7 or blood flow velocity of the middle cerebral artery.9 These ... found amismatch,12 indicating relevant changes of the diameter in the basal cerebral arteries. ... Theconventional color duplex study of the extracranial brain-supplying arteries and volu- metric ...",2001,"BM Eicke, J von Schlichting… ",http://www.jultrasoundmed.org/content/20/12/1293.short,16
Carotid and vertebral artery blood flow in left‐and right‐handed healthy subjects measured with MR velocity mapping,"... others (29,35,37) measured cardiac output invasively after intravenous or arterial puncture, whichis ... Mattle et al(40) measured flow velocities in the middle cerebral artery before and after ... Others(3.4) measured cortical brain perfusion in individuals with closed eyes and during vi ...",1994,"HG Bogren, MH Buonocore… ",http://onlinelibrary.wiley.com/doi/10.1002/jmri.1880040110/full,40
Effect of differing acid-base regulation on cerebral blood flow autoregulation during cardiopulmonary bypass,"... TM, Grolimund P, Seiler RW, Roth F, Aaslid R (1984) Dependency of blood flow velocity in themiddle cerebral artery on end ... Murkin JM (1987) Cerebral hyperperfusion during cardiopul- monarybypass: The influence of PaCO, , In: Hilberman M ed. Brain Injury and ...",1992,"RL Patel, MRJ Turtle, DJ Chambers… ",http://ejcts.oxfordjournals.org/content/6/6/302.short,12
Intracranial aneurysms: evaluation using CTA and MRA. Correlation with DSA and intraoperative findings,"... angiography is a non-invasive volumetric imaging technique that does not require arterial punctureor ... three of our patients, with the aneurysms being located at the M2 segments of the middlecerebral arteries. ... 3) and the presence of a neck or a broad base with the parent artery. ...",2004,"C Kouskouras, A Charitanti, C Giavroglou, N Foroglou… ",http://link.springer.com/article/10.1007/s00234-004-1259-2,145
Evaluation of the lenticulostriate arteries with rotational angiography and 3D reconstruction,"... views were helpful (Figs 2 and 3). The LSAs from the anterior cerebral artery (ACA) (medial ... asthe intermediate and lateral groups of perforators, each group supplying the middle and posteriorpart ... Therefore, the LSAs of more medial origin supplied the more anterior parts of the ...",2005,"HS Kang, MH Han, BJ Kwon… ",http://www.ajnr.org/content/26/2/306.short,20
Value of 1.0-M gadolinium chelates: review of preclinical and clinical data on gadobutrol,"... MRA studies of peripheral and body arteries in comparison with intra-arterial digital subtrac ... of43 healthy volunteers in two treatment periods separated by 20–25 h. Brain perfusion MRI ...recalled-echo sequence in a para-axial position covering the middle cerebral artery, the puta ...",2002,"B Tombach, W Heindel ",http://link.springer.com/article/10.1007/s00330-001-1242-9,107
