Title,Abstract,Date,Authors
"Hyperfibrinolysis, physiologic fibrinolysis, and fibrinolysis shutdown: the spectrum of postinjury fibrinolysis and relevance to antifibrinolytic therapy.","Fibrinolysis is a physiologic process maintaining patency of the microvasculature. Maladaptive overactivation of this essential function (hyperfibrinolysis) is proposed as a pathologic mechanism of trauma-induced coagulopathy. Conversely, the shutdown of fibrinolysis has also been observed as a pathologic phenomenon. We hypothesize that there is a level of fibrinolysis between these two extremes that have a survival benefit for the severely injured patients. Thrombelastography and clinical data were prospectively collected on trauma patients admitted to our Level I trauma center from 2010 to 2013. Patients with an Injury Severity Score (ISS) of 15 or greater were evaluated. The percentage of fibrinolysis at 30 minutes by thrombelastography was used to stratify three groups as follows: hyperfibrinolysis (≥3%), physiologic (0.081-2.9%), and shutdown (0-0.08%). The threshold for hyperfibrinolysis was based on existing literature. The remaining groups were established on a cutoff of 0.8%, determined by the highest point of specificity and sensitivity for mortality on a receiver operating characteristic curve. One hundred eighty patients were included in the study. The median age was 42 years (interquartile range [IQR], 28-55 years), 70% were male, and 21% had penetrating injuries. The median ISS was 29 (IQR, 22-36), and the median base deficit was 9 mEq/L (IQR, 6-13 mEq/L). Distribution of fibrinolysis was as follows: shutdown, 64% (115 of 180); physiologic, 18% (32 of 180); and hyperfibrinolysis, 18% (33 of 180). Mortality rates were lower for the physiologic group (3%) compared with the hyperfibrinolysis (44%) and shutdown (17%) groups (p = 0.001). We have identified a U-shaped distribution of death related to the fibrinolysis system in response to major trauma, with a nadir in mortality, with level of fibrinolysis after 30 minutes between 0.81% and 2.9%. Exogenous inhibition of the fibrinolysis system in severely injured patients requires careful selection, as it may have an adverse affect on survival.",2014,"['Moore, Hunter B', 'Moore, Ernest E', 'Gonzalez, Eduardo', 'Chapman, Michael P', 'Chin, Theresa L', 'Silliman, Christopher C', 'Banerjee, Anirban', 'Sauaia, Angela']"
Impact of dabigatran on platelet function and fibrinolysis.,"We sought to evaluate the potential enhanced fibrinolytic and antiplatelet activity of dabigatran etexilate (DE) due to decreased thrombin levels in patients with stroke or transient ischemic attack and non-valvular atrial fibrillation (NVAF). Consecutive patients with cerebrovascular diseases and NVAF that were treated with DE in a tertiary university hospital. Fibrinolysis and platelet function were assessed by thromboelastometry (ROTEM) and platelet function analyzer (PFA)-100, respectively, before and after treatment with DE. Conventional coagulation tests, endogenous thrombin potential (ETP) and hemoclot thrombin inhibitors (HTI), were also performed in order to detect any possible correlation between dabigatran plasma levels, its anticoagulant activity and the intensity of platelet dysfunction or fibrinolysis. A total of nineteen patients fulfilled our inclusion criteria (mean age 62.3±7.2years; 47% males; median CHADS2-score: 3; interquartile range: 2-4). DE treatment was associated with a significant reduction of the lysis index (LI60) at 60min (p=0.036), and prolongation of the PFA-100 CEPI closure time (p=0.024). After dabigatran treatment, abnormal PFA-100 results were obtained in two patients (11%, 95% CI: 2%-33%). DE levels (determined by HTI) were strongly inversely correlated (rho=-0.85; p<0.001) with the area under the curve (AUC) values in ETP assay. Νo association was found between HTI and PFA-100 CEPI CT (p=0.64), or LI60 measurements (p=0.60).",2015,"['Tsantes, Argirios E', 'Kyriakou, Elias', 'Bonovas, Stefanos', 'Chondrogianni, Maria', 'Zompola, Christina', 'Liantinioti, Chrissoula', 'Simitsi, Athina', 'Katsanos, Aristeidis H', 'Atta, Maria', 'Ikonomidis, Ignatios', 'Kapsimali, Violetta', 'Kopterides, Petros', 'Tsivgoulis, Georgios']"
Assessment of early thromboelastometric variables from extrinsically activated assays with and without aprotinin for rapid detection of fibrinolysis.,"Although thromboelastometry (ROTEM®) and thrombelastography can be used for bedside diagnosis of fibrinolysis, the time needed for detection is often prolonged. Since untreated fibrinolysis can result in consumption of coagulation factors and bleeding, early diagnosis and decision making are desirable. Accordingly, we assessed ROTEM variables from extrinsically activated assays with (APTEM) and without (EXTEM) addition of aprotinin for their ability to rapidly identify fibrinolysis. Specifically, we tested the hypotheses that prolonged clotting time, clot formation time, low clot firmness (at 5, 10, 15, and 20 minutes, designated A5, A10, A15, and A20, respectively), low maximum clot firmness (MCF) in EXTEM assays, and differences in these variables from parallel APTEM and EXTEM assays (designated as Δvariables) predict fibrinolysis. Data from 411 thromboelastometric measurements (obtained from 352 patients) with fibrinolysis and from 2537 measurements without fibrinolysis (obtained from 1605 patients) were assessed and analyzed using receiver operating characteristics. Data were analyzed as a pooled fibrinolysis cohort, and subanalyses were performed from sets assigned to categories of fibrinolysis related to the timing of thrombus lysis (i.e., a decrease of clot firmness to <15% of MCF within 30, 45, and 60 minutes, respectively). A lower 95% confidence limit of the area under the receiver operating characteristic curve (AUC [SE] <0.6) was considered a failure to substantially improve detection of increased fibrinolysis. AUCs were compared to identify the variable providing the best predictive association with fibrinolysis. As a secondary end point, optimum cutoff values at the point estimate corresponding to the greatest Youden index were calculated along with the respective sensitivities and specificities. In the pooled cohort, clot formation time (AUC: 0.652 [0.016]), α-angle (AUC: 0.675 [0.015]), A5 (AUC: 0.718 [0.013]), A10 (AUC: 0.734 [0.0.13]), A15 (AUC: 0.752 [0.013]), A20 (AUC: 0.771 [0.013]), and MCF (AUC: 0.799 [0.012]) predicted fibrinolysis. Fibrinolysis was also predicted by ΔA15 (AUC: 0.675 [0.016]), ΔA20 (AUC: 0.719 [0.015]), and ΔMCF (AUC: 0.812 [0.013]). AUCs increased in a time-related fashion. The ability to predict subsequent fibrinolysis based on thromboelastometry was higher when it occurred early rather than later during testing. However, for prediction of late fibrinolysis, only MCF (AUC: 0.655 [0.025]) appears to be potentially clinically useful.",2014,"['Dirkmann, Daniel', 'Görlinger, Klaus', 'Peters, Jürgen']"
Commercial single-walled carbon nanotubes effects in fibrinolysis of human umbilical vein endothelial cells.,"Recent studies have demonstrated that carbon nanotubes (CNTs) induce platelet aggregation, endothelial dysfunction and vascular thrombosis. However, there is little information on the effects of CNTs on fibrinolysis. We investigated the role of pristine-commercial single-walled carbon nanotubes (SWCNTs) with <3% Co content in fibrinolysis and their contribution to the induction of pro-thrombotic processes in human vein endothelial cells (HUVEC). SWCNTs alone produced concentration-dependent oxidation, as measured by a dithiothreitol oxidation assay. Internalized SWCNTs were located in HUVEC treated with 25 μg/ml using transmission electron microscopy, whereas treatment with 50 μg/ml compromised cell viability, and oxidative stress increased significantly at 5 μg/ml. The study showed that in HUVEC treated with 25 μg SWCNT/ml, fibrinolysis-related gene expression and protein levels had increased by 3-12 h after treatment (serpine-1: 13-fold; PLAT: 11-fold and PLAU: 2-fold), but only the PAI-1 protein was increased (1.5-fold), whereas tissue and urokinase plasminogen activator proteins (tPA and uPA, respectively) tended to decrease. In summary, pristine SWCNTs treatment resulted in evident HUVEC damage caused by cell fiber contact, internalization, and oxidative stress due to contaminant metals. The generation of endothelial dysfunction, as shown by the altered expression of genes and proteins involved in fibrinolysis, suggest that SWCNTs display pro-thrombotic effects.",2015,"['Rodríguez-Yáñez, Yury', 'Bahena-Uribe, Daniel', 'Chávez-Munguía, Bibiana', 'López-Marure, Rebeca', 'González-Monroy, Stuart', 'Cisneros, Bulmaro', 'Albores, Arnulfo']"
Monoclonal antibodies targeting the antifibrinolytic activity of activated thrombin-activatable fibrinolysis inhibitor but not the anti-inflammatory activity on osteopontin and C5a.,"Recently, anti-thrombin-activatable fibrinolysis inhibitor (TAFI) mAbs selectively inhibiting plasmin-mediated TAFI activation were shown to stimulate fibrinolysis in vitro and in vivo, suggesting, in contrast to other findings, that plasmin-mediated TAFI activation plays an important role in fibrinolysis regulation. To further characterize the effects of two plasmin-specific anti-TAFI mAbs (MA-TCK11A9 and MA-TCK26D6) on TAFI-dependent inhibition of fibrinolysis. Both mAbs inhibited plasmin-mediated but not thrombin/thrombomodulin-mediated TAFI activation, whereas neither inhibited the cleavage of hippuryl-arginine by activated TAFI (TAFIa). They stimulated tissue-type plasminogen activator-induced fibrinolysis in different clot lysis models through a TAFI-dependent mechanism, especially in the presence of thrombomodulin (TM), a condition in which TAFI is largely activated by the thrombin-TM complex. In a fibrinolysis-based TAFIa activity assay, both mAbs inhibited TAFIa, whereas other mAbs targeting thrombin-TM-mediated TAFI activation did not. The inhibition of TAFIa activity, however, was substrate-specific, because neither mAb inhibited the cleavage of thrombin-activated osteopontin and C5a by TAFIa, thus sparing the anti-inflammatory activity of TAFIa.",2013,"['Semeraro, F', 'Ammollo, C T', 'Gils, A', 'Declerck, P J', 'Colucci, M']"
Plasma is the physiologic buffer of tissue plasminogen activator-mediated fibrinolysis: rationale for plasma-first resuscitation after life-threatening hemorrhage.,"Prehospital resuscitation with crystalloid exacerbates fibrinolysis, which is associated with high mortality. We hypothesized that plasma compared with crystalloid resuscitation prevents hyperfibrinolysis in a tissue plasminogen activator (tPA)-rich environment via preservation of proteins essential for regulation of fibrinolysis. Healthy individuals donated blood, which was assayed using a native (nonactivated) thrombelastography (TEG). Whole-blood was mixed with normal saline (NS) or platelet poor plasma (PPP) at progressive dilutions. Tissue plasminogen activator was added to promote a fibrinolytic environment. In a separate experiment, PPP was run through a 100 kDa filter and liquid remaining on top of the filter (TFP) and below the filter (BFP) was obtained. Whole blood was diluted by 50% with TFP, BFP, and NS and assayed with a tPA TEG challenge. The TFP and BFP were assayed for protein concentration and protein composition. Normal saline and PPP dilution of whole blood without tPA did not affect clot lysis at 30 minutes (LY30) (NS Spearman's rho 0.300, p = 0.186 and PPP 0.294, p = 0.288). When tPA was added, NS dilution of whole blood increased LY30 in a percentage-dependent manner (0.844, p < 0.001), but did not significantly increase with PPP dilution (0.270, p = 0.202). The difference in LY30 from whole blood to diluted whole blood with PPP (mean change, -1.05, 95% CI, -9.42 to 7.33) was similar with TFP (1.23, 95% CI, -5.20 to 7.66, p = 0.992). However, both BFP (37.65, 95% CI 24.47 to 50.82, p = 0.001) and NS (47.36, 95% CI 34.3 to 60.45, p < 0.001) showed large increases in fibrinolysis compared with PPP.",2015,"['Moore, Hunter B', 'Moore, Ernest E', 'Gonzalez, Eduardo', 'Wiener, Gregory', 'Chapman, Michael P', 'Dzieciatkowska, Monika', 'Sauaia, Angela', 'Banerjee, Anirban', 'Hansen, Kirk C', 'Silliman, Christopher']"
Exercise stress testing enhances blood coagulation and impairs fibrinolysis in asymptomatic aortic valve stenosis.,"Increased thrombin formation and fibrin deposition on the valves were observed in patients with severe aortic valve stenosis (AS). Exercise enhances blood coagulation and fibrinolysis in healthy subjects, but its haemostatic effects in AS are unknown. We sought to investigate how stress echocardiography alters blood coagulation and fibrinolysis in AS patients free of significant atherosclerotic vascular disease. We studied 32 consecutive asymptomatic moderate-to-severe AS patients and 32 age- and sex-matched controls. We measured peak thrombin generated using calibrated automated thrombogram, clot lysis time (CLT), and fibrinolytic markers at four time points, i.e. at rest, at peak exercise, and 1h and 24h after a symptom-limited exercise test. We observed that peak thrombin generated rose at peak exercise to 25% higher value in the patients than in controls (p<0.001) and reached its highest level 24h from exercise in AS patients while it decreased post-exercise in controls. Baseline CLT was 13% longer in AS patients (p=0.006) and associated with thrombin activatable fibrinolysis inhibitor (TAFI) activity (r=0.69, p<0.001), antiplasmin (r=0.47, p=0.007), and plasminogen (r=-0.55, p=0.001). In AS, CLT remained unaltered at peak exercise, while it decreased in controls, yielding the intergroup difference of 28% (p<0.001). Twenty-four hours after exercise CLT became 15% longer in AS patients (p<0.001). This hypofibrinolytic effect followed a similar pattern observed for TAFI activity.",2015,"['Kolasa-Trela, Renata', 'Fil, Korneliusz', 'Wypasek, Ewa', 'Undas, Anetta']"
Basic mechanisms and regulation of fibrinolysis.,"Fibrinolysis appears in many diverse physiological situations, and the components of the system are well established, along with mechanistic details for the individual reactions and some high-resolution structures. Key questions in understanding the regulation of fibrinolysis surround mechanisms of initiation and propagation, the localization of fibrinolysis reactions to the fibrin clot, and the influence of fibrin structure and clot composition on thrombolysis. This review covers these key areas with a focus on recent developments on fibrin structure and binding, the effects of a variety of cell types, the consequences of histones and DNA released by neutrophils, and the influence of flow. A complete understanding of the regulation of fibrinolysis will come from the building of detailed mathematical models. Suitable models are at an early stage of development, but may improve as model clots increase in complexity to incorporate the components and interactions listed above.",2015,"['Longstaff, C', 'Kolev, K']"
Assessment of Functional Fibrinolysis in Cord Blood Using Modified Thromboelastography.,"The fibrinolytic system in newborns is immature and probably impaired. The aim of this study was to prospectively evaluate functional fibrinolytic capacity of newborn's cord blood using a new thromboelastometry (rotational thromboelastogram, ROTEM®) test. Infants born at Sheba Medical Center were studied prospectively. Cord blood was obtained immediately after clumping, and ROTEM parameters were assessed applying non-activated TEM (NATEM) assay with increasing concentration of tissue plasminogen activator (tPA, 0-200 U/ml). Baseline clotting time (CT), clot formation time (CFT), alpha angle, and maximum clot firmness (MCF) were compared among infants versus adults. Each infant's demographic information was prospectively followed up until discharge. One hundred one newborns were tested. CT and CFT values were lower and alpha angles were higher among neonate's cord blood compared to adults (n = 23; P = 0.001, 0.03, and 0.02, respectively). The addition of tPA significantly shortened CT and CFT, and reduced alpha angles and MCF in both groups. The lysis index at 30 min (LI30) and lysis onset time (LOT) decreased significantly, and fibrinolysis was more rapid in the newborns. Hematocrit and platelet counts in neonates correlated with LI30 (P = 0.035 and 0.037, respectively) and LOT (P = 0.02) when higher tPA concentrations were used. ROTEM values were unrelated to the occurrence of postnatal complications.",2016,"['Sidlik, Rakefet', 'Strauss, Tzipora', 'Morag, Iris', 'Shenkman, Boris', 'Tamarin, Ilia', 'Lubetsky, Aharon', 'Livnat, Tami', 'Kenet, Gili']"
[Evaluation of fibrinolysis with streptokinase in ST-elevation myocardial infarction admitted to emergency department].,"Fibrinolysis during ST elevation myocardial infarction (STEMI) is feasible in the emergency departments (ED), and this reduces the delay from first medical contact to coronary reperfusion. The aim of the study is to: 1) Evaluate fibrinolysis with streptokinase (SK) in STEMI admitted to the ED. 2) identify clinical criteria predictive of fibrinolysis success. prospective study (July 2008-March 2012). Inclusion of STEMI thrombolysed by SK. Fibrinolysis success was defined according to clinical and Electrocardiogram criteria. Multivariate study is used to identify the factors associated with thrombolysis success. Out of the 329 STEMI enrolled during the study period, 224 (68%) were thrombolysed. Mean age = 57 ± 11 years (20-86 years) sex ratio = 6. The average time chest pain - emergency admission was 195 ± 177 min (15 min to 12 hours). The 2/3 of patients had consulted during the first 3 hours. The average success rate of thrombolysis was 59% and reached 83% the first hour, 66% the second hour and 58.7% the third hour. In multivariate analysis, the three independent predictors factors of a fibrinolysis success were: active smoking, current treatment with beta blockers and the delay from onset chest pain to the ED visit less than 180 min. Conversely, diabetes was associated with fibrinolysis failure. Fibrinolysis got complicated by two intracerebral hemorrhages. Three patients had died in the ED.",2014,"['Bouhajja, Bechir', 'Souissi, Sami', 'Ghazali, Hanene', 'Yahmadi, Anouar', 'Mougaida, Moez', 'Laamouri, Noura', 'Sellami, Ali', 'Chkir, Mahbouba']"
Markers of inflammation and fibrinolysis in relation to outcome after surgery for lumbar disc herniation. A prospective study on 177 patients.,"The role of inflammation and fibrinolysis for the development of back pain and sciatica has been discussed. The aim of this study was to assess the relationship between markers of inflammation and fibrinolysis, to predict the outcome after surgery for lumbar disc herniation. 177 patients were recruited. High sensitive C-reactive protein (hsCRP), plasminogen activator inhibitor 1 (PAI-1), fibrinogen, and D-dimer were analyzed preoperatively. Visual analogue scale (VAS) for back and leg pain, Oswestry Disability Index (ODI), and EuroQol 5 Dimensions (EQ-5D) were assessed preoperatively and at 6 weeks, 6-, 12-, and 24- months postoperatively. Dichotomization was made at the median for the laboratory analyses, and between the worst quartile and the other three quartiles for the outcome variables. Logistic regression was used to determine the odds ratios (OR) and 95 % confidence intervals (CI). The associations between PAI-1 and outcome seemed to be most prominent at the 6 and 12-month follow-up. When being in the upper half of PAI-1, the OR for being in the worst quartile of VAS back pain 12 months postoperatively was 3.33 (1.56-7.10). The corresponding OR for VAS leg pain was 2.46 (1.18-5.10), for ODI 2.83 (1.35-5.94) and for EQ-5D 2.73 (1.30-5.75). The OR for hsCRP was 2.10 (1.03-4.29) for being in the worst quartile of VAS back pain. Fibrinogen or D-dimer was not associated with any outcome variable.",2016,"['Elkan, P', 'Sten-Linder, M', 'Hedlund, R', 'Willers, U', 'Ponzer, S', 'Gerdhem, P']"
Growth hormone replacement normalizes impaired fibrinolysis: new insights into endothelial dysfunction in patients with hypopituitarism and growth hormone deficiency.,"Cardiovascular morbidity in adult patients with growth hormone deficiency (GHD) and hypopituitarism is increased. Clustering of cardiovascular risk factors leading to endothelial dysfunction and impaired fibrinolysis has also been reported and may account for progression to overt vascular changes in these patients. However, effect of long lasting GH replacement therapy on fibrinolytic capacity in GH deficient patients has not been investigated so far. To investigate fibrinolysis before and after challenge with venous occlusion in GHD patients with hypopituitarism before and during one year of growth hormone replacement. Hospital based, interventional, prospective study. Twenty one patient with GHD and fourteen healthy control subjects matched for age, sex and body mass index (BMI). Anthropometric, metabolic and fibrinolytic parameters were measured at the start and after three, six and twelve months of treatment with human recombinant GH. At baseline GHD patients had significantly impaired fibrinolysis compared to healthy persons. During treatment with GH, significant changes were observed in insulin like growth factor 1(IGF-1) [from baseline 6.9(2.4-13.5) to 22.0(9.0-33.0) nmol/l after one month of treatment; p<0.01] and fibrinolysis. Improvement in fibrinolysis was mostly attributed to improvement of stimulated endothelial tissue plasminogen activator (t-PA) release in response to venous occlusion [from baseline 1.1(0.4-2.6) to 1.9(0.5-8.8) after one year of treatment; p<0.01].",2013,"['Miljic, D', 'Miljic, P', 'Doknic, M', 'Pekic, S', 'Stojanovic, M', 'Cvijovic, G', 'Micic, D', 'Popovic, V']"
"Partial deletion of the αC-domain in the Fibrinogen Perth variant is associated with thrombosis, increased clot strength and delayed fibrinolysis.","Genetic fibrinogen (FGN) variants that are associated with bleeding or thrombosis may be informative about fibrin polymerisation, structure and fibrinolysis. We report a four generation family with thrombosis and heritable dysfibrinogenaemia segregating with a c.[1541delC];[=] variation in FGA (FGN-Perth). This deletion predicts a truncated FGN αC-domain with an unpaired terminal Cys at residue 517 of FGN-Aα. In keeping with this, SDS-PAGE of purified FGN-Perth identified a truncated FGN-Aα chain with increased co-purification of albumin, consistent with disulphide bonding to the terminal Cys of the variant FGN-Aα. Clot visco-elastic strength in whole blood containing FGN-Perth was greater than controls and tPA-mediated fibrinolysis was delayed. In FGN-Perth plasma and in purified FGN-Perth, there was markedly reduced final turbidity after thrombin-mediated clot generation. Consistent with this, FGN-Perth formed tighter, thinner fibrin fibres than controls indicating defective lateral aggregation of protofibrils. Clots generated with thrombin in FGN-Perth plasma were resistant to tPA-mediated fibrinolysis. FGN-Perth clot also displayed impaired tPA-mediated plasmin generation but incorporated α2-antiplasmin at a similar rate to control. Impaired fibrinolysis because of defective plasmin generation potentially explains the FGN-Perth clinical phenotype. These findings highlight the importance of the FGN αC-domain in the regulation of clot formation and fibrinolysis.",2013,"['Westbury, Sarah K', 'Duval, Cédric', 'Philippou, Helen', 'Brown, Rebecca', 'Lee, Kurtis R', 'Murden, Sherina L', 'Phillips, Emma', 'Reilly-Stitt, Christopher', 'Whalley, Daniel', 'Ariëns, Robert A', 'Mumford, Andrew D']"
The effective concentration of tranexamic acid for inhibition of fibrinolysis in neonatal plasma in vitro.,"Neonates are at high risk for bleeding complications after cardiovascular surgery. Activation of intravascular fibrinolysis is one of the principal effects of cardiopulmonary bypass that causes poor postoperative hemostasis. Antifibrinolytic medications such as tranexamic acid are often used as prophylaxis against fibrinolysis, but concentration/effect data to guide dosing are sparse for adults and have not been published for neonates. Higher concentrations of tranexamic acid than those necessary for inhibition of fibrinolysis may have adverse effects. Therefore, we investigated the concentration of tranexamic acid necessary to inhibit activated fibrinolysis in neonatal plasma. We conducted an in vitro study using neonatal plasma derived from the placenta/cord units from 20 term, elective cesarean deliveries. Graded concentrations of tranexamic acid were added to aliquots of the pooled plasma before maximally activating fibrinolysis with high-dose tissue-type plasminogen activator. Thromboelastography was then performed with the primary outcome variable being lysis at 30 minutes. These procedures were repeated on pooled adult normal plasma and dilutions of neonatal plasma. The minimum concentrations of tranexamic acid to completely prevent fibrinolysis were 6.54 μg/mL (95% confidence interval, 5.19-7.91) for neonatal plasma and 17.5 μg/mL (95% confidence interval, 14.59-20.41) for adult plasma. Neonatal plasma requires a significantly lower concentration than adult plasma (P < 0.0001, 2-sided Wald test).",2013,"['Yee, Branden E', 'Wissler, Richard N', 'Zanghi, Christine N', 'Feng, Changyong', 'Eaton, Michael P']"
Monitoring fibrinolysis in whole blood by viscoelastic instruments: a comparison of ROTEM and ReoRox.,"Increased fibrinolysis with the risk of bleeding is a consequence of thrombolytic therapy and can also be seen in clinical situations such as acute trauma. Thrombelastography and thrombelastometry are viscoelastic coagulation instruments that can detect higher degrees of fibrinolysis; hyperfibrinolysis. A newer viscoelastic instrument is the ReoRox, which uses free oscillation rheometry to detect clot formation, strength and fibrinolysis. The ReoRox has a new test for detection of fibrinolysis, called ReoLyse. The aim of this study was to compare ReoRox with its new ReoLyse test with rotational thrombelastometry (ROTEM) in the monitoring of in vitro-induced fibrinolysis. Whole blood from 10 healthy volunteers was mixed with tissue plasminogen activator (t-PA) to obtain seven different plasma concentrations (0, 0.25, 0.5, 0.75, 1, 3 and 5 μg/mL). Whole blood samples with the different t-PA plasma concentrations were analyzed with ROTEM EXTEM and FIBTEM tests, ReoRox standard test Fib1 (clot formation/strength) and ReoLyse (fibrinolysis) tests. The fibrinolysis variables with the best dose-response effect were the ReoRox ReoLyse lysis variables and ROTEM EXTEM Time to complete lysis. However, these variables only detected high t-PA levels (> 1 μg/mL).",2013,"['Nilsson, Caroline U', 'Tynngård, Nahreen', 'Reinstrup, Peter', 'Engström, Martin']"
"Influence of resuscitation fluids, fresh frozen plasma and antifibrinolytics on fibrinolysis in a thrombelastography-based, in-vitro, whole-blood model.","Hyperfibrinolysis has been identified as a mechanism of trauma coagulopathy associated with poor outcome. The aim of the study was to create a trauma coagulopathy model (TCM) with a hyperfibrinolysis thrombelastography (TEG) pattern similar to injured patients and test the effects of different resuscitation fluids and antifibrinolytics on fibrinolysis. TCM was established from whole blood by either 15% dilution with isotonic saline, lactated Ringer's, Plasma-Lyte, 5% albumin, Voluven, Hextend, 6% dextran in isotonic saline or 30% dilution with lactated Ringer's plus Voluven and supplementation with tissue factor and tissue plasminogen activator (tPA). These combinations resulted in a TCM that could then be 'treated' with tranexamic acid (TXA) or 6-aminocaproic acid (ACA). Clot formation was evaluated by TEG. Whole-blood dilution by 15% with crystalloids and albumin in the presence of tissue factor plus tPA resulted in an abnormal TEG pattern and increased fibrinolysis, as did dilution with synthetic colloids. TXA 1 μg/ml or ACA 10 μg/ml were sufficient to suppress fibrinolysis when TCM was diluted 15% with lactated Ringer's, but 3 μg/ml of TXA or 30 μg/ml of ACA were needed for fibrinolysis inhibition induced by simultaneous euvolemic dilution with lactated Ringer's plus Voluven by 30%. A total of 15% dilution of whole blood in the presence of tissue factor plus tPA results in a hyperfibrinolysis TEG pattern similar to that observed in severely injured patients. Synthetic colloids worsen TEG variables with a further increase of fibrinolysis. Low concentrations of TXA or ACA reversed hyperfibrinolysis, but the efficient concentrations were dependent on the degree of fibrinolysis and whole-blood dilution.",2013,"['Kostousov, Vadim', 'Wang, Yao-Wei W', 'Cotton, Bryan A', 'Wade, Charles E', 'Holcomb, John B', 'Matijevic, Nena']"
[Recent progress and perspectives in the field of fibrinolysis].,"Employing newly developed imaging techniques, the spatio-temporal regulatory mechanism of fibrinolysis by platelets and vascular endothelial cells has been clarified. Upon activation, platelets release polyphosphate and inhibitors of fibrinolysis, and modify fibrin fibers which are relatively resistant to fibrinolysis. Platelets, in turn, initiate fibrinolysis. The details of the mechanism by which vascular endothelial cells (VECs) maintain high fibrinolytic potential, as well as how VECs develop anti-fibrinolytic activity, have also been clarified. These mechanisms as well as their modifications in response to inflammation are discussed herein. Newly developed drugs targeting fibrinolytic components are also introduced.",2016,"['Urano, Tetsumei', 'Suzuki, Yuko']"
Fibrinolysis status in the Budd-Chiari syndrome in China.,"Pathogenesis and clinical characteristics of the Budd-Chiari syndrome (BCS) in Asia are somewhat different from the ones observed in Western countries. Obstruction of the inferior vena cava (IVC) or of the hepatic veins is caused to a greater extent by membranous webs than by thrombosis. Impaired fibrinolysis has been found in European patients with BCS, but its status in Chinese patients with this condition is still unknown. To explore the characteristics of fibrinolysis in BCS patients in this country, we measured the euglobulin lysis time (ELT) for overall fibrinolysis and the plasma levels of five fibrinolytic components in 65 Chinese patients with BCS and 43 healthy controls. In patients, ELTs were slightly shorter than in controls (mean, 293 vs. 357 min, P < 0.02), tissue type plasminogen activator levels were higher than in controls (mean, 239 vs. 185 pg/ml, P < 0.01), and plasminogen activator inhibitor 1 levels were lower than in controls (mean, 1.43 vs. 1.73 ng/ml, P < 0.001). To explore BCS in more detail, we subgrouped the cases according to age, type of venous occlusion, Child-Pugh score, and thrombosis. As a result of this analysis, we found that young patients (age <30 years) had a longer ELT (mean, 440 min) than the older patient groups (30 ≤ age ≤ 44, 45 ≤ age ≤ 54, age>54 years; mean ELT = 242, 198, and 289 min, respectively, all P < 0.05). The independent hepatic vein occlusion subgroup showed a longer ELT (mean, 367 min) than the combined hepatic vein and IVC or the independent IVC occlusion subgroup (mean ELT = 233 and 260 min, both P < 0.05). ELT did not show significant differences between Child-Pugh class A and B subgroups (mean, 267 vs. 333 min, P > 0.05). ELT in the subgroup without thrombosis was shorter than in controls (mean, 288 vs. 358 min, P < 0.05), and in the subgroup with thrombosis, it was also slightly shorter than in controls, without reaching statistical significance (mean, 306 vs. 358 min, P > 0.05). By and large, overall fibrinolytic potential was slightly increased in Chinese patients with BCS in this study, but fibrinolysis differed according to its baseline characteristics. Compared with the one seen in BCS patients from Western countries, BCS in China exhibits certain special changes in fibrinolysis and we were able to explain some of these changes.",2015,"['Ke, Zhang', 'Hao, Xu', 'Ning, Wei', 'Zu, Mao-heng', 'Fun, Yu-fei']"
The effects of 2-chloroprocaine on coagulation and fibrinolysis in the parturient: an in vitro study.,"Amide local anesthetics are known to inhibit coagulation. 2-chloroprocaine is the only ester agent used in obstetric anesthesia. It is used during obstetric emergencies, and also to supplement inadequate epidural block produced by amide local anesthetics. There is no study to date that has evaluated the effect of ester local anesthetics on blood coagulation and fibrinolysis in the parturient. In this study, we obtained blood samples from healthy, term-parturients and mixed them with varying amounts of 2-chloroprocaine for final concentrations ranging from 0.26 to 7.8 mM. Thromboelastograph(®) was used to study the coagulation profile of these samples. Chloroprocaine impaired coagulation in a dose dependent manner, with increased R and K, and decreased MA and α. The difference, when compared to saline controls, reached statistical significance at a dose of 7.8 mM. An additional significant finding was that 2-chloroprocaine also enhanced fibrinolysis.",2014,"['Kodali, Bhavani Shankar', 'Sa Rego, Monica', 'Kaynar, A Murat', 'Urman, Richard D']"
Molecular mechanisms of the effect of ultrasound on the fibrinolysis of clots.,"Ultrasound accelerates tissue-type plasminogen activator (t-PA)-induced fibrinolysis of clots in vitro and in vivo. To identify mechanisms for the enhancement of t-PA-induced fibrinolysis of clots. Turbidity is an accurate and convenient method, not previously used, to follow the effects of ultrasound. Deconvolution microscopy was used to determine changes in structure, while fluorescence recovery after photobleaching was used to characterize the kinetics of binding/unbinding and transport. The ultrasound pulse repetition frequency affected clot lysis times, but there were no thermal effects. Ultrasound in the absence of t-PA produced a slight but consistent decrease in turbidity, suggesting a decrease in fibrin diameter due solely to the action of the ultrasound, likely caused by an increase in protofibril tension because of vibration from ultrasound. Changes in fibrin network structure during lysis with ultrasound were visualized in real time by deconvolution microscopy, revealing that the network becomes unstable when 30-40% of the protein in the network was digested, whereas without ultrasound, the fibrin network was digested gradually and retained structural integrity. Fluorescence recovery after photobleaching during lysis revealed that the off-rate of oligomers from digesting fibers was little affected, but the number of binding/unbinding sites was increased.",2015,"['Chernysh, I N', 'Everbach, C E', 'Purohit, P K', 'Weisel, J W']"
