Title,Abstract,Date,Authors
Fibrinolytic PLGA nanoparticles for slow clot lysis within abdominal aortic aneurysms attenuate proteolytic loss of vascular elastic matrix.,"Abdominal aortic aneurysms (AAAs) involve chronic overexpression of proteases in the aortic wall that result in disruption of elastic fibers and consequent loss of vessel elasticity. Nearly 75% of AAAs contain flow-obstructing, fibrin-rich intraluminal thrombi (ILT), which act as a) a bioinert shield, protecting the underlying AAA wall from high hemodynamic stresses, and b) a reservoir of inflammatory cells and proteases that cause matrix breakdown. For these reasons, restoring flow through the aorta lumen and facilitating transmural diffusion of therapeutics from circulation to the AAA wall must be achieved by slow thrombolysis of the ILT to render it porous without rapid breakdown. Intravenously dosed tissue plasminogen activator (tPA) has been shown to rapidly lyse ILTs in acute stroke and myocardial infarctions. For future use in opening up AAA segments, in this study, we investigated the ability of tPA released from poly(lactic-co-glycolic acid) nanoparticles (PLGA NPs) to slowly lyse fibrin clots without inducing proteolytic injury and matrix synthesis-inhibitory effects on cultured rat aneurysmal smooth muscle cells (EaRASMCs). Fibrin clot lysis time was greatly extended over that in presence of exogenous tPA. Surface functionalization of NPs with a cationic amphiphile allowed them to bind to anionic fibrin clot, release tPA at a slower rate and to lyse the clot as a front proceeding outwards in unlike the more rapid and homogenous lysis that occurred due to anionic PLGA NPs. Elastic matrix content was decreased in EaRASMC cultures exposed to byproducts of clot lysis with exogenous tPA, but not tPA-NPs, and was likely due to increased proteolytic activity (MMPs, plasmin) in EaRASMC cultures exposed to exogenous tPA-lysed clots. Our results suggest that gradual ILT lysis via slow release of tPA from NPs will be likely beneficial over exogenous tPA delivery in preserving elastic matrix content and attenuating matrilysis in the adjoining AAA wall, in vivo, while rendering the ILT porous to facilitate transmural delivery of endoluminally delivered AAA therapeutics.",2016,"['Sivaraman, Balakrishnan', 'Sylvester, Andrew', 'Ramamurthi, Anand']"
Assessment of fibrinolytic activity by measuring the lysis time of a tissue-factor-induced clot: a feasibility evaluation.,"A clot lysis time assay in which a tissue factor-induced fibrin clot is lysed by exogenously added tissue plasminogen activator has been recently reported. We evaluated the feasibility of clot lysis time in a routine hemostasis laboratory, and its correlation with thrombin activatable fibrinolysis inhibitor and plasminogen activator inhibitor-1 levels and changes with aging in 185 healthy participants. Clot lysis time was assessed by monitoring changes in turbidity during clot formation and subsequent lysis using a computerized kinetic spectrophotometric microtiter plate. After preliminary experiments, 100 and 160 ng/mL tissue plasminogen activator concentrations were chosen for the study. Clot lysis time was calculated by a new mathematical analysis of the lysis curve based on discrete derivative. Clot lysis time, thrombin activatable fibrinolysis inhibitor, and plasminogen activator inhibitor-1 plasma levels showed a normal distribution. For both concentrations of tissue plasminogen activator, clot lysis time progressively increased with increase in age (P < .0001) and was significantly correlated with thrombin activatable fibrinolysis inhibitor antigen, thrombin activatable fibrinolysis inhibitor activity, and plasminogen activator inhibitor-1 antigen (at least P < .01). During linear regression analysis, thrombin activatable fibrinolysis inhibitor and plasminogen activator inhibitor-1 antigen were found to significantly influence clot lysis time (at least P < .01). Clot lysis time determination has a good laboratory performance. Our new method of calculation is independent of the time of reading and allows a more accurate and consistent detection of both short and prolonged lysis times. Our data suggest the feasibility of the use of this test in the work of routine hemostasis laboratory.",2010,"['Cellai, Anna Paola', 'Lami, Donatella', 'Magi, Alberto', 'Liotta, Agatina Alessandrello', 'Rogolino, Angela', 'Antonucci, Emilia', 'Bandinelli, Brunella', 'Abbate, Rosanna', 'Prisco, Domenico']"
Clot Formation in the Presence of Acetylsalicylic Acid Leads to Increased Lysis Rates Regardless of the Chosen Thrombolysis Strategy.,"Patients with acute ischemic strokes frequently take an acetylsalicylic acid (ASA) premedication. We determined the impact of ASA on different thrombolysis strategies in vitro. For two clot types made from platelet-rich plasma (one with and one without ASA) lysis rates were measured by weight loss after 1 h for five different groups: in control group A clots were solely placed in plasma; in groups B and C clots were treated with rt-PA (60 kU/ml), and in groups D and E clots were treated with desmoteplase (DSPA; 2 µg/ml). Ultrasound (2 MHz, 0.179 W/cm2) was included in groups C and E. The fibrin mesh structures of the clots were investigated by electron microscopy. For both clot types lysis rates increased significantly for all treatment strategies compared to their control group (each p < 0.001). The addition of ASA significantly increased the lysis rate in all 5 groups (each p < 0.001) and led to a ceiling effect concerning the treatment. A semiquantitative analysis of transmission electron micrographs revealed a decreased fibrin density for clots with ASA. For both clot types DSPA and ultrasound led to a significant dissolution of the fibrin mesh (both p = 0.029).",2016,"['Roessler, Florian C', 'Schumacher, Sabrina', 'Sprenger, Andreas', 'Gärtner, Ulrich', 'Al-Khaled, Mohamed', 'Eggers, Jürgen']"
Evidence that fibrinogen γ' regulates plasma clot structure and lysis and relationship to cardiovascular risk factors in black Africans.,"Fibrinogen γ' is known to influence fibrin clot structure in purified experimental models, but little is known regarding its influence on clot structure in plasma. Furthermore, the environmental and biological factors that affect its concentration are poorly described. We analyzed fibrinogen γ', total fibrinogen concentration, and fibrin clot structure in 2010 apparently healthy black South Africans and related them to traditional cardiovascular disease (CVD) risk factors. Fibrinogen γ' generally increased with increasing fibrinogen concentration, but a decreased γ'/total fibrinogen ratio was found at the highest total fibrinogen concentrations. Clot maximum absorbance increased with total fibrinogen and fibrinogen γ', but decreased with γ'/total fibrinogen ratio. Clot lysis time showed a stronger relationship with fibrinogen γ' than with total fibrinogen, whereby increased fibrinogen γ' delayed clot lysis. CVD risk factors (excluding fibrinogen) explained 20% and 3%, respectively, of the variance in fibrinogen γ' and the γ'/total fibrinogen ratio, with C-reactive protein making the biggest contribution. More than 50% of the variance in fibrinogen γ' and γ'/total fibrinogen ratio is explained by factors other than total fibrinogen or other traditional CVD risk factors. Our data show that fibrinogen γ' modulates plasma clot structure and fibrinolysis and is also influenced by factors other than fibrinogen.",2013,"['Pieters, Marlien', 'Kotze, Retha C', 'Jerling, Johann C', 'Kruger, Annamarie', 'Ariëns, Robert A S']"
Reduced plasma fibrin clot permeability and susceptibility to lysis are associated with increased risk of postthrombotic syndrome.,"The postthrombotic syndrome (PTS) is a severe complication of deep vein thrombosis (DVT). Reduced plasma clot permeability and lysability have been linked to DVT and residual vein obstruction. OBJECTIVES We investigated whether altered fibrin clot properties are associated with the occurrence of PTS. Plasma fibrin clot permeability (Ks ) and lysability were investigated in a cohort of 197 consecutive patients aged 18 to 65 years recruited 3 months following the first-ever DVT. Patients with severe thrombophilia or comorbidities known to adversely affect clot phenotype were ineligible. During a 1-year follow-up PTS developed in 48 (24%) patients, who were characterized by lower Ks , prolonged fibrin clot lysis time (CLT) and slower release of D-dimer from clots (D-Drate ), together with higher plasma D-dimer, C-reactive protein and thrombin-activatable fibrinolysis inhibitor (TAFI). No PTS-associated differences in fibrinogen, thrombin generation, factor VIII, other fibrinolysis proteins and the quality of anticoagulation were observed. Ks (r = -0.71), CLT (r = 0.45), D-Drate (r = -0.30) and TAFI activity (r = 0.38) were associated with the Villalta scale (all P < 0.05). Recurrent VTE occurred also more commonly in PTS patients during follow-up and the 26 (13.2%) patients had lower Ks , longer CLT and lower D-Drate (all P < 0.05). A multivariate model adjusted for age, body mass index, fibrinogen and glucose showed that independent predictors of PTS were idiopathic DVT, plasma D-dimer, Ks , D-Drate , tissue plasminogen activator and TAFI activity.",2016,"['Siudut, J', 'Grela, M', 'Wypasek, E', 'Plens, K', 'Undas, A']"
Purification and characterization of a novel C-type hemolytic lectin for clot lysis from the fresh water clam Villorita cyprinoides: a possible natural thrombolytic agent against myocardial infarction.,"Villorita cyprinoides (black clam) is a fresh water clam that belongs as a bivalve to the group of mollusc. The saline extracts from the muscle reveal high titers of agglutination potency on trypsin-treated rabbit erythrocytes. With the help of affinity chromatography a hemolytic protein with lectin activity which could all be inhibited by D-galactose were isolated. The lectins were separated on DEAE-cellulose and the main component was purified after an additional step of gel filtration on sephadex G-75. The main component is a non-glycosylated protein with a molecular weight of 96,560 Da determined by MALDI-ToF, consisting of a single protein chain and characterized by the lack of polymers and intermediate disulfide bonds. The pure main lectin with clot lytic feature shows two bands at molecular weights 36,360 and 26, 520 Da. Optimal inhibition of the pure lectin is achieved by D-galactose containing oligo- and polysaccharides. The lectin activity decreased above 40 °C and was lost at 62 °C, the stability over the pH range between 7.0 and 8.0 and requires divalent cations for their activity. The novel C-type hemolytic lectin for clot lysis from the clam Villorita cyprinoides was identified and evaluated, the purified hemolytic lectin (0.35 mg/ml and 0.175 mg/ml) enhanced clot lysis activity when compared to the different concentration (5 mg/ml and 1 mg/ml) of commercial streptokinase. In the present study identified hemolytic lectin was a rapid and effective clot lytic molecule and could be developed as new drug molecule in future.",2014,"['Sudhakar, G R Learnal', 'Vincent, S G Prakash']"
Comparison of clot lysis activity and biochemical properties of originator tenecteplase (Metalyse(®)) with those of an alleged biosimilar.,"The bioengineered tissue plasminogen activator tenecteplase is an important treatment modality of acute myocardial infarction recommended by international guidelines. Following introduction of originator tenecteplase (brand names Metalyse(®) and TNKase(®)), a ""biosimilar"" tenecteplase became available for commercial use in India under the brand name Elaxim(®) in the absence of Indian biosimilar guidelines which came into force from September 15th, 2012. Based on a report of biochemical and fibrinolytical differences between Metalyse and Elaxim, we have systematically compared them in a range of routine quality testing assays. As compared to Metalyse, Elaxim exhibited less clot lysis activity and contained less of the two-chain form of tenecteplase. Even upon full in vitro conversion to the two-chain form Elaxim exhibited less clot lysis activity. This was linked to differences in sialic acid content and glycosylation pattern with Elaxim exhibiting less bi- and more tetra-antennary glycosylation, leading to a different charge heterogeneity profile. Regarding purity, Elaxim contained more tenecteplase aggregates and, in contrast to Metalyse, considerable amounts of Chinese hamster ovary cell protein. Taken together these data demonstrate that Metalyse and Elaxim differ considerably in clot lysis activity and biochemical properties. These data question whether Elaxim indeed can be considered a ""biosimilar"" of Metalyse, i.e., whether and to which extent the clinical efficacy and safety properties of Metalyse can be extrapolated to Elaxim in the absence of comparative clinical data.",2014,"['Kliche, Werner', 'Krech, Ingo', 'Michel, Martin C', 'Sangole, Nishant V', 'Sathaye, Sadhana']"
Device and imaging-specific volumetric analysis of clot lysis after percutaneous mechanical thrombectomy for iliofemoral DVT.,"To determine the most accurate method of assessing clot lysis after percutaneous mechanical thrombectomy for iliofemoral deep vein thrombosis (DVT) and to evaluate the effectiveness of two different pharmacomechanical thrombectomy devices. Between 2004 and 2009, 33 patients (18 women; mean age 47 years) with iliofemoral DVT underwent pharmacomechanical thrombectomy using the AngioJet (n = 18) or Trellis (n = 15) devices with 10 mg of tenecteplase. Intravascular ultrasound (IVUS) and venography were performed over the iliofemoral segments before and after treatment. Cross-sectional vessel and lumen diameters were measured from the IVUS scans and the post-procedure anteroposterior and lateral venograms at 3 points (proximal, mid-section, and distal) along each iliofemoral vein by 2 independent observers blinded to the treatment method. Volumes of the recanalized segments were calculated and compared to volumes of the original venous segments to assess clot lysis with each PMT device. IVUS scans and venograms were also compared for their ability to identify residual lesions or clot in need of treatment. Repeatability between and among observers was analyzed using the Bland and Altman method. All procedures were successfully completed; there were only 2 minor bleeding complications. The mean volume of the recanalized segment was 2255+/-66 mm(3) by IVUS, representing 80% lysis of the clot compared to what was perceived as >90% lysis with venography (p<0.05). IVUS was able to delineate significant residual thrombus, stenosis, or May-Thurner anatomy requiring ancillary interventions in 100% of patients versus 48% (16/33) on the venograms (p<0.01). Quantitative assessments of the diameters of the involved venous segments from the venograms and IVUS were consistent between and among observers. Comparing the similar patient subgroups, AngioJet resulted in greater clot lysis (88%) versus the Trellis device (72%; p<0.01), corresponding to recanalized venous segment volumes of 2486+/-74 and 2025+/-57 mm(3) and total venous segment volumes of 2826+/-84 and 2813+/-79 mm(3), respectively.",2010,"['Murphy, Erin H', 'Broker, Harshal S', 'Johnson, Eric J', 'Modrall, J Gregory', 'Valentine, R James', 'Arko, Frank R']"
"Analysis of plasmin generation and clot lysis of plasma fibrinogen purified from a heterozygous dysfibrinogenemia, BbetaGly15Cys (Hamamatsu II).","We found a heterozygous dysfibrinogenemia caused by the substitution of BbetaGly15Cys and designated it fibrinogen Hamamatsu II (H-II). Although the propositus suffered an infarction of the medulla oblongata, other thrombotic risk factors, paradoxical cerebral infarction, and arterial dissection were not found. To determine whether the delayed lysis of fibrin clots or not in the context of the BbetaGly15Cys substitution, we examined the clot lysis and plasmin generation of propositus' fibrinogen. Fibrinogen was purified from the propositus' and normal control plasma by immunoaffinity chromatography and was used for the following experiments: sodium dodecyl sulfate-polyacrylamide gel electrophoresis, fibrin polymerization, scanning electron microscopic observation of fibrin clot and fibers, clot lysis, and tissue-type plasminogen activator-mediated plasminogen activation. The H-II plasma fibrinogen showed the presence of albumin-binding variant forms, a dimeric molecule of variant fibrinogen, and impairment of lateral aggregation during fibrin polymerization. The H-II fibrin clot showed lower density of bundles and thinner diameters of fibers than in the normal fibrin clot. In the clot lysis experiments with overlaid plasmin, H-II fibrin showed a similar lysis period and lysis rate to the normal control. Moreover, plasmin generation from a mixture of thrombin, tissue-type plasminogen activator, plasminogen, and H-II fibrinogen also showed a similar rate to normal fibrinogen. Although the propositus suffered an infarction, the present study did not observe delayed clot lysis, that is, the clot was not resistant to plasmin degradation. Therefore, we did not clarify an association between the BbetaGly15Cys dysfibrinogenemia and arterial thrombosis.",2009,"['Kamijyo, Yuka', 'Hirota-Kawadobora, Masako', 'Yamauchi, Kazuyoshi', 'Terasawa, Fumiko', 'Honda, Takayuki', 'Ikeya, Manae', 'Okumura, Nobuo']"
Weight reduction is associated with increased plasma fibrin clot lysis.,"Obesity is associated with an increased risk of vascular thrombotic events. We sought to investigate how obesity and weight loss affect plasma fibrin clot properties. A total of 29 obese patients were studied before and after 3-month low-fat diet. Plasma fibrin clot parameters, including fibrin clot permeation coefficient (Ks), the lag phase of the turbidity curve, clot lysis time (t 50%), maximum rate of increase in D-dimer levels, and maximum D-dimer concentrations, were determined. Low-fat diet resulted in the reduction of body weight (P < .0001), body mass index (P < .0001), fat mass (P < .0001), total cholesterol (P < .0001), low-density lipoprotein cholesterol (P = .0005), triglycerides (P = .008), and plasminogen activator inhibitor 1 (P = .02), but not in fibrinogen or C-reactive protein. The only change in fibrin clot variables was shorter t 50% (P = .02). Baseline t 50%, but not posttreatment, correlated with waist circumference (r = .44, p = .02). This study demonstrates that weight loss in obese people can increase the efficiency of fibrin clot lysis.",2014,"['Brzezińska-Kolarz, Beata', 'Kolarz, Marek', 'Wałach, Angelika', 'Undas, Anetta']"
Reduced plasma fibrin clot permeability and susceptibility to lysis in patients with inflammatory bowel disease: a novel prothrombotic mechanism.,"Inflammatory bowel disease (IBD) is associated with an increased risk of thromboembolism. Its mechanism is still unclear. Altered fibrin clot properties have been reported in patients with thromboembolism and those with chronic inflammatory states. We investigated whether fibrin characteristics are abnormal in IBD. Ex vivo plasma fibrin clot permeability (Ks), compaction, turbidity, and efficiency of fibrinolysis were assessed in 85 consecutive patients with IBD, including 47 with ulcerative colitis (UC) and 38 with Crohn's disease (CD), all with no history of thromboembolism. Forty-eight patients matched for age and sex served as controls. Compared with controls, patients with UC and CD had 29.5% and 35.7% lower Ks associated with 13.8% and 23.1% lower compaction, respectively (all P < 0.001). Patients with UC and CD had higher maximum clot absorbance (+8.9%, P = 0.008, and +15.2%, P < 0.0001, respectively), higher maximum D-dimer released from clots (D-D(max), +27.0%, P = 0.01, and +28.7%, P < 0.0001, respectively), and prolonged clot lysis time (+19.0%, P < 0.0001, and +25.5%, P < 0.0001, respectively). Lag phase was similar in both group of patients. D-D(max) was the only parameter that differed between patients in the UC and CD groups, being higher in CD (P = 0.04). The multiple linear regression model showed that in patients with UC, but not with CD, Ks, compaction, lysis time, and D-D(max) were all independently associated with disease activity. In patients with CD, Ks and lysis time were independently predicted by fibrinogen and C-reactive protein.",2013,"['Owczarek, Danuta', 'Cibor, Dorota', 'Sałapa, Kinga', 'Głowacki, Mikołaj K', 'Mach, Tomasz', 'Undas, Anetta']"
Clot lysis phenotype and response to recombinant factor VIIa in plasma of haemophilia A inhibitor patients.,"Recombinant activated factor VII (rFVIIa) is a haemostatic agent that is used for the treatment of haemophilia A patients with inhibitors. However, clinical response to rFVIIa is variable and unpredictable with currently available assays. We investigated the anti-fibrinolytic effects of rFVIIa in relation to thrombin generation (TG) and other haemostatic parameters in haemophilia A patients with inhibitors. After addition of rFVIIa to plasma, the clot-lysis assay, TF-dependent TG, TF-independent TG and parameters involved in coagulation, anticoagulation and fibrinolysis were assessed. The clot-lysis test distinguished two groups of patients: a group with a normal and a group with impaired anti-fibrinolytic response to rFVIIa. Our results showed a dose-dependent increase in TF-dependent TG and TF-independent TG in all individuals. There was a significant difference in TF-independent TG parameters between the normal and impaired response groups. In addition, there was a difference between the normal and impaired response group in prothrombin time, which could be explained by significantly higher levels of coagulation factors in the normal response group, and soluble thrombomodulin. In conclusion, we observed different in vitro responses following rFVIIa addition in plasma of patients with haemophilia A and inhibitors, which could be partially attributed to levels of procoagulant proteins and soluble thrombomodulin.",2013,"['Bakhtiari, Kamran', 'Kamphuisen, Pieter W', 'Mancuso, Maria E', 'Hamulyak, Karly', 'Schutgens, Roger E G', 'Santagostino, Elena', 'Meijers, Joost C M']"
The association of clot lysis time with total obesity is partly independent from the association of PAI-1 with central obesity in African adults.,"Preliminary evidence indicates that the association of fibrinolytic potential, measured as clot lysis time (CLT), with body composition may differ from that of plasminogen activator inhibitor type-1 (PAI-1). We therefore investigated the association between fibrinolytic markers (plasminogen activator inhibitor type-1 activity (PAI-1act) and CLT) and body composition using detailed body composition analyses. Data from 1288 Africans were cross-sectionally analyzed. Body composition analysis included BMI, waist circumference (WC); waist to height ratio (WHtR), skinfolds and body fat percentage measured with air-displacement plethysmography and bioelectrical impedance analysis. PAI-1act and CLT were significantly higher in women than in men, despite adjustment for differences in body composition. PAI-1act and CLT showed similar linear positive relationships with body composition (BMI, WC, WHtR, skinfolds) in men. In women CLT also showed a linear relationship with body composition, while PAI-1act levels plateaued at higher BMI and did not differ across skinfold categories. PAI-1act showed stronger correlations with body composition markers in men than it did in women, while no sex differences existed for CLT. PAI-1act associated more strongly with central obesity, while CLT associated with total body fat.",2015,"['Eksteen, Philna', 'Pieters, Marlien', 'de Lange, Zelda', 'Kruger, Herculina S']"
Visualization of clot lysis in a rat embolic stroke model: application to comparative lytic efficacy.,"The purpose of this study was to develop a novel MRI method for imaging clot lysis in a rat embolic stroke model and to compare tissue plasminogen activator (tPA)-based clot lysis with and without recombinant Annexin-2 (rA2). In experiment 1 we used in vitro optimization of clot visualization using multiple MRI contrast agents in concentrations ranging from 5 to 50 μL in 250 μL blood. In experiment 2, we used in vivo characterization of the time course of clot lysis using the clot developed in the previous experiment. Diffusion, perfusion, angiography, and T1-weighted MRI for clot imaging were conducted before and during treatment with vehicle (n=6), tPA (n=8), or rA2 plus tPA (n=8) at multiple time points. Brains were removed for ex vivo clot localization. Clots created with 25 μL Magnevist were the most stable and provided the highest contrast-to-noise ratio. In the vehicle group, clot length as assessed by T1-weighted imaging correlated with histology (r=0.93). Clot length and cerebral blood flow-derived ischemic lesion volume were significantly smaller than vehicle at 15 minutes after treatment initiation in the rA2 plus tPA group, whereas in the tPA group no significant reduction from vehicle was observed until 30 minutes after treatment initiation. The rA2 plus tPA group had a significantly shorter clot length than the tPA group at 60 and 90 minutes after treatment initiation and significantly smaller cerebral blood flow deficit than the tPA group at 90 minutes after treatment initiation.",2011,"['Walvick, Ronn P', 'Bråtane, Bernt T', 'Henninger, Nils', 'Sicard, Kenneth M', 'Bouley, James', 'Yu, Zhanyang', 'Lo, Eng', 'Wang, Xiaoying', 'Fisher, Marc']"
Sonothrombolysis: the contribution of stable and inertial cavitation to clot lysis.,"Microbubble-mediated sonothrombolysis (STL) is a remarkable approach to vascular occlusion therapy. However, STL remains a complex process with multiple interactions between clot, ultrasound (US), microbubbles (MB) and thrombolytic drug. The aim of this study was to evaluate the ability of combining US and MB to degrade fibrin and, more specifically, to assess the roles of both stable (SC) and inertial (IC) cavitation. Human blood clots containing radiolabeled fibrin were exposed to different combinations of recombinant tissue plasminogen activator (rtPA), US (1 MHz) and phospholipid MB. Three acoustic pressures were tested: 200, 350 and 1,300 kPa (peak-negative pressure). Clot lysis was assessed by diameter loss and release of radioactive fibrin degradation products. The combination rtPA + US + MB clearly revealed that IC (1,300 kPa) was able to enhance fibrin degradation significantly (66.3 ± 1.8%) compared with rtPA alone (51.7 ± 2.0%, p < 0.001). However, SC failed to enhance fibrin degradation at an acoustic pressure of 200 kPa. At 350 kPa, a synergistic effect between rtPA and US + MB was observed with an absolute increase of 6% compared to rtPA alone (p < 0.001). Conversely, without rtPA, the combination of US + MB was unable to degrade the fibrin network (0.3 ± 0.1%, p > 0.05 vs. control), but induced a distinct loss of red blood cells throughout the entire thickness of the clot, implying that MB were able to penetrate and cavitate inside the clot.",2015,"['Petit, B', 'Bohren, Y', 'Gaud, E', 'Bussat, P', 'Arditi, M', 'Yan, F', 'Tranquart, F', 'Allémann, E']"
Identification of an inflammatory bowel disease patient with a deep vein thrombosis and an altered clot lysis profile.,"Patients with inflammatory bowel diseases (IBD), a chronic inflammatory disease characterized by flares and remission, are prone to develop thrombosis. The mechanism behind this prothrombotic state is not completely understood but is definitely multifactorial and linked with excessive inflammation observed in these patients. So far, no biomarker exists to select among IBD patients those with and increased risk for thrombosis. Corticosteroid therapy, given as rescue IBD treatment, is known to increase the thrombotic risk, whereas for antitumor necrosis factor (TNF)-alpha therapy such as infliximab, given to induce and maintain remission in IBD, the results are inconclusive. Here, we describe a 31-year-old IBD patient who developed a deep vein thrombosis. We determined the clot lysis profiles before and after developing thrombosis. We showed that a global functional clot lysis assay can be used as a tool to identify IBD patients who may benefit from thromboprophylactic therapy.",2016,"['Bollen, Lize', 'Wuyts, Joke', 'Vermeire, Séverine', 'Gils, Ann']"
Acute cigarette smoke exposure reduces clot lysis--association between altered fibrin architecture and the response to t-PA.,"Enhanced thrombolysis is a proposed mechanism for reduced mortality in cigarette smokers with STEMI (""smoker's paradox""). The mechanisms remain unclear but studies suggest fibrin architecture (FA) may affect thrombolysis. Our group has previously shown that acute cigarette smoke exposure (CSE) alters FA. This study was done to evaluate the association between FA, thrombolysis and CSE. Otherwise healthy smokers (n=22) were studied before and after smoking two cigarettes. Non-smokers (n=22) served as controls. Two ex-vivo models were used to evaluate clot lysis of venous blood and these data were compared to FA as determined by SEM. In the first model, clot lysis in a glass tube at 60minutes after addition of t-PA was measured. The second model quantified lysis utilizing thromboelastography. With the latter, after a clot reached maximum strength, t-PA was added and clot lysis at 60min was noted. SEM studies were performed on platelet poor plasma mixed with thrombin and FA was examined at 20K. Clot lysis was similar in both groups except that post-smoking, TEG showed a significantly lower lysis compared to pre- and non-smoking clots. SEM analysis showed significantly thinner fibers and denser clots post-smoking.",2010,"['Barua, Rajat S', 'Sy, Fridolin', 'Srikanth, Sundararajan', 'Huang, Grace', 'Javed, Usman', 'Buhari, Cyrus', 'Margosan, Dennis', 'Aftab, Waqas', 'Ambrose, John A']"
Exome Sequencing and Clot Lysis Experiments Demonstrate the R458C Mutation of the Alpha Chain of Fibrinogen to be Associated with Impaired Fibrinolysis in a Family with Thrombophilia.,"We report the study of a familial rare disease with recurrent venous thromboembolic events that remained undiagnosed for many years using standard coagulation and hemostasis techniques. Exome sequencing was performed in three familial cases with venous thromboembolic disease and one familial control using NimbleGen exome array. Clot lysis experiments were performed to analyze the reasons of the altered fibrinolytic activity caused by the mutation found. We found a mutation that consists of a R458C substitution on the fibrinogen alpha chain (FGA) gene confirmed in 13 new familial subjects that causes a rare subtype of dysfibrinogenemia characterized by venous thromboembolic events. The mutation was already reported to be associated with a fibrinogen variant called fibrinogen Bordeaux. Clot-lysis experiments showed a decreased and slower fibrinolytic activity in carriers of this mutation as compared to normal subjects, thus demonstrating an impaired fibrinolysis of fibrinogen Bordeaux.",2016,"['Fernández-Cadenas, Israel', 'Penalba, Anna', 'Boada, Cristina', 'MsC, Caty Carrerra', 'Bueno, Santiago Rodriguez', 'Quiroga, Adoración', 'Monasterio, Jasone', 'Delgado, Pilar', 'Anglés-Cano, Eduardo', 'Montaner, Joan']"
"Clot lysis time in platelet-rich plasma: method assessment, comparison with assays in platelet-free and platelet-poor plasmas, and response to tranexamic acid.","Fibrinolysis dysfunctions cause bleeding or predisposition to thrombosis. Platelets contain several factors of the fibrinolytic system, which could up or down regulate this process. However, the temporal relationship and relative contributions of plasma and platelet components in clot lysis are mostly unknown. We developed a clot lysis time (CLT) assay in platelet-rich plasma (PRP-CLT, with and without stimulation) and compared it to a similar one in platelet-free plasma (PFP) and to another previously reported test in platelet-poor plasma (PPP). We also studied the differential effects of a single dose of tranexamic acid (TXA) on these tests in healthy subjects. PFP- and PPP-CLT were significantly shorter than PRP-CLT, and the three assays were highly correlated (p < 0.0001). PFP- and PPP-, but more significantly PRP-CLT, were positively correlated with age and plasma PAI-1, von Willebrand factor, fibrinogen, LDL-cholesterol, and triglycerides (p < 0.001). All these CLT assays had no significant correlations with platelet aggregation/secretion, platelet counts, and pro-coagulant tests to explore factor X activation by platelets, PRP clotting time, and thrombin generation in PRP. Among all the studied variables, PFP-CLT was independently associated with plasma PAI-1, LDL-cholesterol, and triglycerides and, additionally, stimulated PRP-CLT was also independently associated with plasma fibrinogen. A single 1 g dose of TXA strikingly prolonged all three CLTs, but in contrast to the results without the drug, the lysis times were substantially shorter in non-stimulated or stimulated PRP than in PFP and PPP. This standardized PRP-CLT may become a useful tool to study the role of platelets in clot resistance and lysis. Our results suggest that initially, the platelets enmeshed in the clot slow down the fibrinolysis process. However, the increased clot resistance to lysis induced by TXA is overcome earlier in platelet-rich clots than in PFP or PPP clots. This is likely explained by the display of platelet pro-fibrinolytic effects. Focused research is needed to disclose the mechanisms for the relationship between CLT and plasma cholesterol and its potential pathophysiologic and clinical relevance.",2012,"['Panes, Olga', 'Padilla, Oslando', 'Matus, Valeria', 'Sáez, Claudia G', 'Berkovits, Alejandro', 'Pereira, Jaime', 'Mezzano, Diego']"
In vitro whole blood clot lysis for fibrinolytic activity study using d-dimer and confocal microscopy.,"This study aimed to evaluate in vitro whole blood (WB) clot lysis method for the assessment of fibrinolytic activity. Standardized unresected (uncut) retracted WB clot was incubated in pool platelet poor plasma (PPP) for varying incubation times and in streptokinase (SK) at different concentrations. The fibrinolytic activity was assessed by D-dimer (DD), confocal microscopy, and clot weight. DD was measured photometrically by immunoturbidimetric method. There was a significant difference in mean DD levels according to SK concentrations (P = 0.007). The mean DD ± SD according to the SK concentrations of 5, 30, 50, and 100 IU/mL was: 0.69 ± 0.12, 0.78 ± 0.14, 1.04 ± 0.14 and 2.40 ± 1.09  μ g/mL. There were no significant changes of clot weight at different SK concentrations. Gradual loss and increased branching of fibrin in both PPP and SK were observed. Quantitation of DD and morphology of fibrin loss as observed by the imaging features are in keeping with fibrinolytic activity. Combination of DD levels and confocal microscopic features was successfully applied to evaluate the in vitro WB clot lysis method described here.",2014,"['Elnager, Abuzar', 'Abdullah, Wan Zaidah', 'Hassan, Rosline', 'Idris, Zamzuri', 'Wan Arfah, Nadiah', 'Sulaiman, S A', 'Mustafa, Zulkifli']"
