title,abstract,date,authors,link,eid
Nonlinear transcranial Doppler analysis demonstrates age-related changes of cerebral hemodynamics,"AbstractWe studied the age- and gender-related changes in complexity of arterial blood flow by analyzing the maximum velocity waveforms. Data were collected by insonation of the middle cerebral artery blood flow by a 2-MHz transcranial pulsed Doppler system. Following the paradigm of nonlinear dynamical systems or “chaos” theory, complexity is best evaluated by estimating the correlation dimension (D2) and the largest Lyapunov exponent (λ1). Forty healthy persons (male/female ratio: 11; mean age 48.6 y; range 19–86 y) were studied. No gender-related differences were observed. The age-effect showed a diminishing λ1 [df(1, 36) = 5.687; p &lt; 0.022] and an increasing D2 at higher age [df(1, 36) = 4.997; p &lt; 0.032]. The age-related decline of the λ1 implies a more prominent periodicity, explained by reduced fluctuations in R-R intervals and an altered gain of the baroreceptor reflex. The increased D2 might be related to more prominent vessel wall oscillations due to the increased vessel wall stiffness at higher age.",1996,"{'author': [{'given-name': 'R.W.M.', '@_fa': 'true', 'surname': 'Keunen'}, {'given-name': 'J.H.R.', '@_fa': 'true', 'surname': 'Vliegen'}, {'given-name': 'C.J.', '@_fa': 'true', 'surname': 'Stam'}, {'given-name': 'D.L.J.', '@_fa': 'true', 'surname': 'Tavy'}]}",http://api.elsevier.com/content/article/pii/030156299600035X,1-s2.0-030156299600035X
Cerebral haemodynamics during thoracic- and thoracoabdominal aortic aneurysm repair,"Objective:To investigate cerebral haemodynamics during operations for thoracic and thoracoabdominal aortic aneurysms.Design:Prospective clinical study.Material:10 patients operated on consecutively with resection for thoracic (5) or thoracoabdominal aortic (5) aneurysms.Methods:Blood flow velocity of the middle cerebral artery was measured through a temporal approach using a TC Doppler with a 2 MHz probe. Recordings were made during induction of anaesthesia and performed continuously before, during and after cross-clamping of the aorta.Results:Following 10 min. of aortic cross-clamping blood flow velocity of the middle cerebral artery increased from 44 to 55 cm/s (p &lt; 0.01). A further increase to 69 cm/s (p &lt; 0.01) was observed 5 min after declamping. The pulsatility index averaged 0.74 increasing to 1.21 (p &lt; 0.05) at clamping and 0.87 (p &lt; 0.05) after declamping.Conclusion:There was an increased blood flow velocity of the middle cerebral artery during cross-clamping of the descending thoracic aorta in patients operated on for thoracic and thoracoabdominal aortic aneurysms. This increase in cerebral blood flow and blood volume could explain the acute increase in cerebrospinal fluid pressure observed during cross-clamping of the thoracic aorta.",July 1996,"{'author': [{'given-name': 'O.D.', '@_fa': 'true', 'surname': 'S˦ther'}, {'given-name': 'R.', '@_fa': 'true', 'surname': 'Juul'}, {'given-name': 'P.', '@_fa': 'true', 'surname': 'Aadahl'}, {'given-name': 'T.', '@_fa': 'true', 'surname': 'Strømholm'}, {'given-name': 'H.O.', '@_fa': 'true', 'surname': 'Myhre'}]}",http://api.elsevier.com/content/article/pii/S1078588496802802,1-s2.0-S1078588496802802
A Roe type energy balanced solver for 1D arterial blood flow and transport,"AbstractThe approximate solver presented in this work is based on the upwind discretization of the source terms and a genuinely Roe solver for the one-dimensional blood flow equations in arteries. This augmented solver involves the presence of the source terms, ensuring convergence to the exact solution by including an extra wave associated to the change in the material properties and the friction term. The resulting numerical scheme is energy-balanced, that is, ensures equilibrium in rest conditions and is able to ensure numerically a constant level of energy in steady cases with velocity. The resulting numerical solver allows simulating directly mass transport without creating non-physical oscillations. The numerical scheme is assessed using steady and unsteady problems with exact solutions and is compared with models of the systemic arterial tree published in literature.",31 August 2015,"{'author': [{'given-name': 'J.', '@_fa': 'true', 'surname': 'Murillo'}, {'given-name': 'P.', '@_fa': 'true', 'surname': 'García-Navarro'}]}",http://api.elsevier.com/content/article/pii/S0045793015001504,1-s2.0-S0045793015001504
Incidence and Characteristics of Remote Intracerebral Hemorrhage After Endovascular Treatment of Unruptured Intracranial Aneurysms,"ObjectiveThe purpose of this study was to investigate the incidence and characteristics of remote intracerebral hemorrhage (ICH) after endovascular treatment (EVT) of unruptured intracranial aneurysms (UIAs).MethodsBetween March 2007 and September 2015, 11 patients with remote ICH from a series of 2258 consecutive patients with 2597 UIAs treated via EVT were identified. Baseline demographic characteristics, medical history, radiologic imaging data, characteristics of remote ICH, and clinical outcomes were retrospectively reviewed. The characteristics of patients with remote ICH were compared with those of patients without remote ICH.ResultsAll hematomas were single lesions located in the subcortical white matter as lobar-type in 9 patients (81.8%) and in the basal ganglia in 2 patients (18.2%). Events occurred mostly within 1 week and up to 3 weeks after EVT. Hematoma was located on the ipsilateral side in 8 patients (72.7%) and in the contralateral side in 3 patients (27.3%). Compared with patients without remote ICH, there were more aneurysms located on the internal carotid artery (ICA) (P = 0.041), more patients treated with stents (P &lt; 0.001), more patients with hypertension (P = 0.026), and poorer clinical outcomes at discharge (P &lt; 0.001) for patients with remote ICH.ConclusionsThe incidence of remote ICH after EVT of UIAs was 0.46%. This event occurred mostly in patients with stents, hypertension, and UIAs on the ICA. It presented mostly as an ipsilateral lobar-type hemorrhage within 1 week after the procedure. This complication should not be neglected because of its poor clinical outcomes.",November 2016,"{'author': [{'given-name': 'Sook Young', '@_fa': 'true', 'surname': 'Sim'}, {'given-name': 'Jihye', '@_fa': 'true', 'surname': 'Song'}, {'given-name': 'Se-yang', '@_fa': 'true', 'surname': 'Oh'}, {'given-name': 'Myeong Jin', '@_fa': 'true', 'surname': 'Kim'}, {'given-name': 'Yong Cheol', '@_fa': 'true', 'surname': 'Lim'}, {'given-name': 'Sang Kyu', '@_fa': 'true', 'surname': 'Park'}, {'given-name': 'Yong Sam', '@_fa': 'true', 'surname': 'Shin'}, {'given-name': 'Joonho', '@_fa': 'true', 'surname': 'Chung'}]}",http://api.elsevier.com/content/article/pii/S1878875016307240,1-s2.0-S1878875016307240
Therapeutic trials and large arteries in hypertension,,March 1988,"{'author': [{'given-name': 'Michel', '@_fa': 'true', 'surname': 'Safar'}]}",http://api.elsevier.com/content/article/pii/0002870388908307,1-s2.0-0002870388908307
Modeling perfusion in the cerebral vasculature,"AbstractThe constant perfusion of a human organ with nutrients and oxygen demands a robust regulatory mechanisms in the face of normal day-to-day pressure variations in the vasculature. The brain, in a similar manner to the heart requires this mechanism to be extremely quick acting, relative to other ways of altering perfusion such as varying systemic blood pressure, since oxygen depravation in the tissues of the brain can be tolerated for only of the order of tens of seconds before significant damage can be done.In recent years computational models, and it must be noted computer architecture have evolved to an extent where mathematicians and engineers can play a large part in discovering how the brain functions physiologically as well as investigating pathological conditions. This review will look at a number of increasingly complex computational models of blood flow to the brain and how variations in arterial geometry can influence the perfusion in the cerebral vasculature. Although these models have provided an insight into complex mechanisms the research area is densely populated with important questions that perhaps only computer models can answer. The review will indicate possible areas of investigation.",December 2008,"{'author': [{'given-name': 'T.', '@_fa': 'true', 'surname': 'David'}, {'given-name': 'S.', '@_fa': 'true', 'surname': 'Moore'}]}",http://api.elsevier.com/content/article/pii/S1350453308001616,1-s2.0-S1350453308001616
Assessment and management of cerebral edema and intracranial hypertension in acute liver failure,"AbstractAcute liver failure is uncommon but not a rare complication of liver injury. It can happen after ingestion of acetaminophen and exposure to toxins and hepatitis viruses. The defining clinical symptoms are coagulopathy and encephalopathy occurring within days or weeks of the primary insult in patients without preexisting liver injury. Acute liver failure is often complicated by multiorgan failure and sepsis. The most life-threatening complications are sepsis, multiorgan failure, and brain edema. The clinical signs of increased intracranial pressure (ICP) are nonspecific except for neurologic deficits in impending brain stem herniation. Computed tomography of the brain is not sensitive enough in gauging intracranial hypertension or ruling out brain edema. Intracranial pressure monitoring, transcranial Doppler, and jugular venous oximetry provide valuable information for monitoring ICP and guiding therapeutic measures in patients with encephalopathy grade III or IV. Osmotic therapy using hypertonic saline and mannitol, therapeutic hypothermia, and propofol sedation are shown to improve ICPs and stabilize the patient for liver transplantation. In this article, diagnosis and management of hepatic encephalopathy and cerebral edema in patients with acute liver failure are reviewed.",October 2013,"{'author': [{'given-name': 'Vahid', '@_fa': 'true', 'surname': 'Mohsenin'}]}",http://api.elsevier.com/content/article/pii/S0883944113001093,1-s2.0-S0883944113001093
The influence of an unilateral carotid artery stenosis on brain oxygenation,"AbstractWe study the impact of varying degrees of unilateral stenoses of an carotid artery on pulsatile blood flow and oxygen transport from the heart to the brain. For the numerical simulation a model reduction approach is used involving non-linear 1-D transport equation systems, linear 1-D transport equations and 0-D models. The haemodynamic effects of vessels beyond the outflow boundaries of the 1-D models are accounted for using a 0-D lumped three element windkessel model. At the cerebral outflow boundaries the 0-D windkessel model is extended by metabolic autoregulation, based on the cerebral oxygen supply. Additionally lumped parameter models are applied to incorporate the impact of the carotid stenosis. Our model suggests that for a severe unilateral stenosis in the right carotid artery the partial pressure of oxygen in the brain area at risk can only be restored, if the corresponding cerebral resistance is significantly decreased and if the circle of Willis (CoW) is complete.",July 2014,"{'author': [{'given-name': 'T.', '@_fa': 'true', 'surname': 'Köppl'}, {'given-name': 'M.', '@_fa': 'true', 'surname': 'Schneider'}, {'given-name': 'U.', '@_fa': 'true', 'surname': 'Pohl'}, {'given-name': 'B.', '@_fa': 'true', 'surname': 'Wohlmuth'}]}",http://api.elsevier.com/content/article/pii/S1350453314000861,1-s2.0-S1350453314000861
Linearity and non-linearity in cerebral hemodynamics,"AbstractBackground: Transcranial Doppler ultrasound has been extensively used to study cerebral hemodynamics, and yet the basic characteristics of the input/output system of blood pressure/velocity are little known. We examine whether this system can best be considered linear or non-linear.Methods: We assessed the adequacy of linear modeling in four ways: (1) Known properties of cerebral blood flow were reviewed and analyzed from a systems standpoint; (2) 1100 ARX &amp; OE model types were tested with data from 29 normal subjects, with and without lowpass filtering; (3) time–frequency analysis was used to identify nonstationary behavior and markers of non-linearity (such as bifurcations, chirps, and intermittent autoregulatory impairment) in the same data sets; (4) simple computer models of autoregulation incorporating time delays and non-linear elements were tested for production of spontaneous oscillations.Results: (1) Several aspects of cerebral hemodynamics are poorly described by linear models, (2) the ARX &amp; OE models performed poorly, (3) time–frequency analysis showed non-linear and nonstationary behavior, (4) the computer models produced spontaneous oscillations similar to those observed in humans.Conclusions: There is strong evidence that the blood pressure/velocity system is non-linear.",October 2003,"{'author': [{'given-name': 'Cole A.', '@_fa': 'true', 'surname': 'Giller'}, {'given-name': 'Martin', '@_fa': 'true', 'surname': 'Mueller'}]}",http://api.elsevier.com/content/article/pii/S1350453303000286,1-s2.0-S1350453303000286
Effect of generalised sympathetic activation by cold pressor test on cerebral haemodynamics in healthy humans,"AbstractThere is no general agreement regarding several aspects of the role of the sympathetic system on cerebral haemodynamics such as extent of effectiveness, operational range and site of action. This study was planned to identify the effect of a generalised sympathetic activation on the cerebral haemodynamics in healthy humans before it is masked by secondary corrections, metabolic or myogenic in nature. A total of 35 healthy volunteers aged 20–35 underwent a 5 min lasting cold pressor test (CPT) performed on their left hand. The cerebral blood flow (CBF) velocity in the middle cerebral arteries and arterial blood pressure were recorded with transcranial Doppler sonography and with a non-invasive finger-cuff method, respectively. The ratio of arterial blood pressure to mean blood velocity (ABP/Vm) and Pulsatility Index (PI) were calculated throughout each trial. CPT induced an increase in mean ABP (range 2–54 mmHg depending on the subject) and only a slight, though significant, increase in blood velocity in the middle cerebral artery (+2.4 and +4.4% on ipsi- and contralateral side, respectively). During CPT, the ratio ABP/Vm increased and PI decreased in all subjects on both sides. These changes began simultaneously with the increase in blood pressure. The increase in ABP/Vm ratio is attributed to an increase in the cerebrovascular resistance, while the concomitant reduction in PI is interpreted as due to the reduction in the compliance of the middle cerebral artery. The results suggest that generalised increases in the sympathetic discharge, causing increases in ABP, can prevent concomitant increases in CBF by acting on both small resistance and large compliant vessels. This effect is also present when a slight increase in blood pressure occurs, which suggests a moderate increase in the sympathetic discharge, i.e. when ABP remains far below the upper limit of CBF autoregulation.",15 July 1998,"{'author': [{'given-name': 'Silvestro', '@_fa': 'true', 'surname': 'Roatta'}, {'given-name': 'Giuseppe', '@_fa': 'true', 'surname': 'Micieli'}, {'given-name': 'Daniele', '@_fa': 'true', 'surname': 'Bosone'}, {'given-name': 'Gianni', '@_fa': 'true', 'surname': 'Losano'}, {'given-name': 'Roberto', '@_fa': 'true', 'surname': 'Bini'}, {'given-name': 'Anna', '@_fa': 'true', 'surname': 'Cavallini'}, {'given-name': 'Magda', '@_fa': 'true', 'surname': 'Passatore'}]}",http://api.elsevier.com/content/article/pii/S0165183898000757,1-s2.0-S0165183898000757
