Title,Excerpt,Year,Authors,URL,Citations
Preliminary report of the clot lysis evaluating accelerated resolution of intraventricular hemorrhage (CLEAR-IVH) clinical trial,"Abstract Introduction Brain hemorrhage is the most frequent fatal form of stroke and has the highest level of morbidity of any stroke subtype. For patients with both intracerebral hemorrhage and intraventricular hemorrhage (IVH), expected mortality is 50-80%. No  ...",2008,"T Morgan, I Awad, P Keyl, K Lane, D Hanley ",http://link.springer.com/chapter/10.1007/978-3-211-09469-3_41,128
Effects of alpha2-plasmin inhibitor on fibrin clot lysis. Its comparison with alpha2-macroglobulin.,"The major plasmin inhibitors namely alpha2-plasmin inhibitor and alpha2-macroglobulin were compared for their effects on lysis of fibrin clot. Plasmin fibrinolytic activity was immediately inhibited by alpha2-plasmin inhibitor, whereas alpha2-macroglobulin  ...",1978,"N Aoki, M Moroi, K Tachiya ",http://europepmc.org/abstract/med/77050,108
The lysis in rabbits of intravascular blood clots by the streptococcal fibrinolytic system (streptokinase),"Abstract 1. Based upon quantitative estimations of the factors that promote or retard the development and activity of the streptococcal fibrinolytic phenomenon, an active lytic system was developed within the circulating blood stream of rabbits following the intravenous  ...",1952,"AJ Johnson, WS Tillett ",http://jem.rupress.org/content/95/5/449.abstract,147
Cerebral embolism: Angiographic observations on spontaneous clot lysis,,1965,"PM Dalal, PM Shah, SC Sheth, CK Deshpande ",,154
Intracranial clot lysis with intravenous microbubbles and transcranial ultrasound in swine,Background and Purpose—Destruction of microbubbles by transcutaneous low-frequency ultrasound (LFUS) has been used to lyse adjacent clot and recanalize acutely thrombosed vessels. LFUS with intraarterial microbubbles has been shown to lyse cerebral clot rapidly  ...,2004,"WC Culp, TR Porter, J Lowery, F Xie, PK Roberson… ",http://stroke.ahajournals.org/content/35/10/2407.short,137
Relationships between euglobulin clot lysis time and the plasma levels of tissue plasminogen activator and plasminogen activator inhibitor 1.,"The relationships between tissue plasminogen activator (tPA), its fast acting inhibitor (PAI-1) and euglobulin clot lysis time (ELT) were investigated with healthy volunteers' plasma. Turbidimetric clot lysis assay by the microtiter plate reader was utilized for ELT with a  ...",1990,"T Urano, K Sakakibara, A Rydzewski… ",http://europepmc.org/abstract/med/2111051,106
Complementary modes of action of tissue-type plasminogen activator and pro-urokinase by which their synergistic effect on clot lysis may be explained.,"Abstract Tissue plasminogen activator (t-PA) and/or pro-urokinase (pro-UK) induced lysis of standard'251-fibrin clots suspended in plasma was studied. Doses were kept below the concentration at which a nonspecific effect was seen, ie, where fibrinogenolysis and major  ...",1988,"R Pannell, J Black, V Gurewich ",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC442536/,122
The cofactor role of protein S in the acceleration of whole blood clot lysis by activated protein C in vitro,Abstract The effect of purified human activated protein C (APC) and protein S on fibrinolysis was studied by using an in vitro blood clot lysis technique. Blood clots were formed from citrated blood (supplemented with 125I-fibrinogen) by adding thrombin and Ca2+-ions;  ...,1986,"NJ de Fouw, F Haverkate, RM Bertina, J Koopman… ",http://www.bloodjournal.org/content/67/4/1189.short,102
Superficial accumulation of plasminogen during plasma clot lysis,"Background Binding of plasminogen to partially degraded fibrin is an important step in fibrinolysis, influencing its rate and fibrin specificity. Little is known about the spatial distribution of plasminogen and of plasminogen-binding sites inside thrombi during lysis.  ...",1995,"DV Sakharov, DC Rijken ",http://circ.ahajournals.org/content/92/7/1883.short,133
Lysis of Intraventricular Blood Clot with Urokinase in a Canine Model: Part 3: Effects of Intraventricular Urokinase on Clot Lysis and Posthemorrhagic Hydrocephalus.,"Abstract: Nine millilitres of preclotted autologous blood was injected into the ventricles of 10 adult mongrel dogs (control dogs) to create subtotal ventricular casts with solid clots. The neurological status and systemic fibrinolytic profiles were closely monitored, and the  ...",1986,"D Pang, RJ Sclabassi, JA Horton ",http://journals.lww.com/neurosurgery/abstract/1986/10000/lysis_of_intraventricular_blood_clot_with.10.aspx,154
Molecular mechanisms involved in the resistance of fibrin to clot lysis by plasmin in subjects with type 2 diabetes mellitus,"Methods Clot lysis rates were determined by confocal microscopy. Plasmin generation was measured using a plasmin-specific chromogenic substrate. Surface plasmon resonance was used to determine the binding interactions between fibrin, tissue-type plasminogen  ...",2006,"EJ Dunn, H Philippou, RAS Ariëns, PJ Grant ",http://link.springer.com/10.1007/s00125-006-0197-4,104
Effect of retraction on the lysis of human clots with fibrin specific and non-fibrin specific plasminogen activators,"Summary The effect of the serum content of human clots on their sensitivity to lysis with plasminogen activators was studied in a system composed of"" I-fibrin labeled clots immersed in buffer or in citrated plasma. The effect was studied with plasma clots before  ...",1989,"M Sabovic, HR Lijnen, D Keber, D Collen ",http://www.academia.edu/download/41763462/Effect_of_retraction_on_the_lysis_of_hum20160130-23632-1eggfia.pdf,99
Inducible Carboxypeptidase Activity A Role in Clot Lysis In Vivo,Background An inducible carboxypeptidase activity in human plasma delays tissue-type plasminogen activator (TPA)–induced clot lysis in vitro. We investigated whether carboxypeptidase activity is induced in vivo during thrombosis and thrombolytic therapy in  ...,1996,"A Redlitz, FA Nicolini, JL Malycky, EJ Topol, EF Plow ",http://circ.ahajournals.org/content/93/7/1328.short,104
"Hyperglycemia is associated with enhanced thrombin formation, platelet activation, and fibrin clot resistance to lysis in patients with acute coronary syndrome",OBJECTIVE—Acute hyperglycemia on admission for acute coronary syndrome worsens the prognosis in patients with and without known diabetes. Postulated mechanisms of this observation include prothrombotic effects. The aim of this study was to evaluate the effect  ...,2008,"A Undas, I Wiek, E Stêpień, K Zmudka, W Tracz ",http://care.diabetesjournals.org/content/31/8/1590.short,120
Effect of recombinant tissue plasminogen activator on clot lysis and ventricular dilatation in the treatment of severe intraventricular haemorrhage,Summary Twelve patients with severe intraventricular haemorrhage (IVH) underwent intraventricular thrombolysis with recombinant tissue plasminogen activator (rtPA). External ventricular drainage was performed in all patients within 24 hours of haemorrhage.  ...,1993,"L Mayfrank, B Lippitz, M Groth, H Bertalanffy… ",http://link.springer.com/article/10.1007/BF01446983,112
Reduced clot permeability and susceptibility to lysis in patients with acute coronary syndrome: effects of inflammation and oxidative stress,BACKGROUND: Stable angina is associated with unfavorable fibrin structure/function. It is not known how acute coronary syndromes (ACS) affect fibrin architecture. OBJECTIVE: We investigated fibrin clot properties and their determinants in ACS patients. PATIENTS AND  ...,2008,"A Undas, K Szułdrzynski, E Stepien, J Zalewski… ",http://www.sciencedirect.com/science/article/pii/S0021915007003814,107
Dependence of blood clot lysis on the mode of transport of urokinase into the clot--a magnetic resonance imaging study in vitro.,"Magnetic resonance imaging was employed to study the dependence of clot lysing patterns on two different modes of transport of urokinase into whole blood clots. In one group of clots (nonperfused clots, n1= 10), access of urokinase to the fibrin network was possible by  ...",1991,"A Blinc, G Planinsic, D Keber, O Jarh… ",http://europepmc.org/abstract/med/1871717,73
The Influence of Fibrin Crosslinking on the Kinetics of Urokinase‐Induced Clot Lysis,S ummary. The effect of fibrin crosslinking on the lysis of plasma clots was investigated with plasma from a patient congenitally deficient in plasma factor XIII (fibrin stabilizing factor). The thrombin-activated plasma factor XIII was found to render clots more resistant to  ...,1971,"RP McDonagh, J McDonagh… ",http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2141.1971.tb03444.x/abstract,89
Method for blood clot lysis,"This invention relates generally to the treatment of cardiovascular disease in humans and, more particularly, to the lysis of blood clots in the blood vessels of living human beings by the direct application to the clot of sonic or supersonic energy vibrations. The treatment of  ...",1967,LJ Delaney ,http://www.google.com/patents/US3352303,93
Fibrin clot lysis by thrombolytic agents is impaired in newborns due to a low plasminogen concentration.,"Although thrombolytic drugs have been extensively used in adults, there is sparse information on their effectiveness in newborns whose fibrinolytic system differs significantly from adults. The purpose of this study was to determine if low plasma levels of  ...",1992,"M Andrew, L Brooker, M Leaker, B Paes… ",http://europepmc.org/abstract/med/1440499,97
"Heritability of Clot Formation, Morphology, and Lysis The EuroCLOT Study",Objective—The relative balance between clot formation and fibrinolysis is considered to reflect thrombotic potential following vascular injury. The aims of the present study were to (1) to determine the contribution of genetic and environmental factors to variance in  ...,2007,"AM Carter, CM Cymbalista, TD Spector… ",http://atvb.ahajournals.org/content/27/12/2783.short,88
Effect of intrathecal fibrinolytic therapy on clot lysis and vasospasm in patients with aneurysmal subarachnoid hemorrhage,"✓ A prospective series of 30 patients with a single, angiographically verified aneurysmal subarachnoid hemorrhage (SAH) was studied for the effect of intrathecal thrombolytic therapy with recombinant tissue plasminogen activator (rt-PA) on outcome, angiographic  ...",1991,"J Öhman, A Servo, O Heiskanen ",http://thejns.org/doi/abs/10.3171/jns.1991.75.2.0197,97
The roles of alpha 2-antiplasmin and plasminogen activator inhibitor 1 (PAI-1) in the inhibition of clot lysis.,"The relative importance of the two major inhibitors of fibrinolysis, alpha 2-antiplasmin (alpha 2-AP) and plasminogen activator inhibitor (PAI-1), were investigated using a simple microtitre plate system to study fibrin clot lysis in vitro. Cross-linked fibrin clots contained  ...",1993,"LA Robbie, NA Booth, AM Croll… ",http://europepmc.org/abstract/med/8236139,65
Accelerated lysis of blood clots,"IN a recent article 1, we described a class of compounds which specifically inhibited cross-linking of the sub-units of the clot network. The possibility arose that clot lysis by the proteolytic enzyme system of blood (plasmin) might be greatly enhanced if clotting were  ...",1962,"L Lorand, A Jacobsen ",http://www.nature.com/nature/journal/v195/n4844/abs/195911b0.html,63
"A precise and rapid microtitre plate clot lysis assay: methodology, kinetic modeling and measurement of catalytic constants for plasminogen activation during  …","A rapid and precise turbidimetric clot lysis assay employing a microtitre plate reader and personal computer is described in detail. The use of such widely available instrumentation, the convenience and rapid throughput suggest the assay could be developed as a  ...",1990,"AJ Jones, AM Meunier ",http://europepmc.org/abstract/med/2128976,61
PAI-1 plays an important role in the expression of t-PA activity in the euglobulin clot lysis by controlling the concentration of free t-PA.,"The antigen levels of tissue plasminogen activator (t-PA) and plasminogen activator inhibitor-1 (PAI-1) were assayed in the plasma and in the euglobulin fraction, and their contributions to the euglobulin clot lysis time (ECLT) and t-PA activity were analyzed. Total and free PAI- ...",1991,"T Urano, K Sumiyoshi, MH Pietraszek… ",http://europepmc.org/abstract/med/1796399,66
Rearrangements of the Fibrin Network and Spatial Distribution of Fibrinolytic Components during Plasma Clot Lysis STUDY WITH CONFOCAL MICROSCOPY,"Abstract Binding of components of the fibrinolytic system to fibrin is important for the regulation of fibrinolysis. In this study, decomposition of the fibrin network and binding of plasminogen and plasminogen activators (PAs) to fibrin during lysis of a plasma clot were  ...",1996,"DV Sakharov, JF Nagelkerke, DC Rijken ",http://www.jbc.org/content/271/4/2133.short,89
Influence of factor XIIIa activity on human whole blood clot lysis in vitro.,"We studied the influence of Factor XIIIa (F XIIIa) activity on the lysis rate of fresh whole human blood clots, without using anticoagulants. Clotting was induced by exogenous thrombin, lysis by tissue-type Plasminogen Activator (t-PA) added before clotting. After  ...",1987,"JW Jansen, F Haverkate, J Koopman… ",http://europepmc.org/abstract/med/2440124,52
Admission fibrinolytic profile predicts clot lysis resistance in stroke patients treated with tissue plasminogen activator,"Summary Endogenous fibrinolysis inhibitors may be involved in t-PA resistance, decreasing stroke thrombolysis beneficts. We aim to determine the impact of pretreatment levels of plasminogen activator inhibitor (PAI-1), lipoprotein (a), thrombin-activatable fibrinolysis  ...",2004,"M Ribo, J Montaner, CA Molina… ",http://th.schattauer.de/en/contents/archive/issue/778/manuscript/3765.html,70
Biological and thrombolytic properties of proenzyme and active forms of human urokinase--I. Fibrinolytic and fibrinogenolytic properties in human plasma in vitro of  …,"... The specific fibrinolytic effects of Nat-UK, Rec-pro-UK and Rec-UK were very similar,causing significant clot lysis at concentrations of 100 IU/ml plasma or more. t-PA causedequivalent degrees of clot lysis at 10-fold lower concentrations. ...",1984,"C Zamarron, HR Lijnen, B Van Hoef… ",http://europepmc.org/abstract/med/6495259,129
Possible participation of free radical reactions initiated by clot lysis in the pathogenesis of vasospasm after subarachnoid hemorrhage,,1980,"T Asano, T Tanishima, T Sasaki, K Sano ",,111
Activated protein C increases fibrin clot lysis by neutralization of plasminogen activator inhibitor--no evidence for a cofactor role of protein S.,"The effect of purified human activated protein C (APC) on fibrinolysis was studied using a clot lysis system consisting of purified glu-plasminogen, tissue-type plasminogen activator, plasminogen activator inhibitor (released from endothelial cells or blood platelets),  ...",1988,"NJ De Fouw, YF De Jong, F Haverkate… ",http://europepmc.org/abstract/med/2975409,63
Enzymic lysis of plasma clots: the influence of fibrin stabilization on lysis rates,"Abstract Fibrin clots, freshly formed from recalcified plasma, displayed high susceptibility to lysis by the plasminogen activator, urokinase, or the proteolytic enzymes, plasmin or trypsin; later these clots became insoluble in 5 m urea or 1% monochloroacetic acid and  ...",1967,"J Gormsen, AP Fletcher, N Alkjaersig… ",http://www.sciencedirect.com/science/article/pii/0003986167905310,80
Lysis of Intraventricular Blood Clot with Urokinase in a Canine Model: Part 2: In Vivo Safety Study of Intraventricular Urokinase.,"Abstract: It was determined from in vitro experiments that the minimal dose of urokinase required to lyse 10 ml of clotted canine blood within a closed space must exceed 10,000 IU. We empirically doubled this minimum effective dose and tested the in vivo safety of  ...",1986,"D Pang, RJ Sclabassi, JA Horton ",http://journals.lww.com/neurosurgery/Abstract/1986/10000/Lysis_of_Intraventricular_Blood_Clot_with.9.aspx,77
Inhibition of clot lysis and decreased binding of tissue-type plasminogen activator as a consequence of clot retraction,"Abstract Tissue-type plasminogen activator (t-PA) is less active in vivo and in vitro against clots that are enriched in platelets, even at therapeutic concentrations. The release of radioactivity from 125I-fibrin-labeled clots was decreased by 47% 6 hours after the  ...",1992,"S Kunitada, GA FitzGerald, DJ Fitzgerald ",http://www.bloodjournal.org/content/79/6/1420.short,79
“Plasminogen steal” and clot lysis,Methods Experiments were performed in vitro with human recombinant deoxyribonucleic acid (DNA) tissue-type plasmirmgen activator (rot-PA) produced in Chinese hamster ovary cells (Genentech). Enzyme-linked immunosarbent assay (ELISA) reagents were obtained  ...,1992,"SR Torr, DA Nachowiak, S Fujii… ",http://content.onlinejacc.org/article.aspx?articleid=1118092,67
"…  of synergism between tissue-type plasminogen activator (t-PA), single-chain urokinase-type plasminogen activator (scu-PA) and urokinase on clot lysis in a plasma  …","A potential synergic effect of tissue-type plasminogen activator (t-PA), single-chain urokinase-type plasminogen activator (scu-PA) or urokinase on clot lysis was investigated in a whole human plasma system in vitro. The system consisted of a human plasma clot  ...",1986,"D Collen, F De Cock, E Demarsin… ",http://europepmc.org/abstract/med/3095946,54
The mechanism of clot dissolution by plasmin,"... plasminogen. Lysis rates with plasmin were uninfluenced by the clot plasminogenconcentration except that where clots were devoid of plasminogen, a lesser rate of lysiswas found, due to denaturation caused by the heating process. ...",1959,"N Alkjaersig, AP Fletcher, S Sherry ",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC293256/,696
…  during normal human pregnancy: complex inter‐relationships between plasma levels of tissue plasminogen activator and inhibitors and the euglobulin clot lysis time,"Summary. Although it has been previously considered that blood fibrinolytic capacity is reduced during pregnancy, this has been disputed. Also the mechanisms underlying any change in fibrinolysis in pregnancy require clarification. We have therefore measured the  ...",1988,"JG Wright, P Cooper, B Astedt… ",http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2141.1988.tb07630.x/full,85
"Lysine-PEG-modified polyurethane as a fibrinolytic surface: effect of PEG chain length on protein interactions, platelet interactions and clot lysis",Fibrinolytic polyurethane surfaces were prepared by conjugating lysine to the distal terminus of surface-grafted poly (ethylene glycol)(PEG). Conjugation was through the α-amino group leaving the ε-amino group free. Lysine in this form is expected to adsorb both  ...,2009,"D Li, H Chen, WG McClung, JL Brash ",http://www.sciencedirect.com/science/article/pii/S1742706109000981,81
Thrombelastography,"... reaction of platelets with the protein coagulation cascade from the time of the initialplatelet-fibrin interaction, through platelet aggregation, clot strengthening and fibrin crosslinkage to eventual clot lysis. ... It is a measure of clot lysis or retraction. ...",1992,"SV Mallett, DJA Cox ",http://bja.oxfordjournals.org/content/69/3/307.short,437
Plasminogen: purification from human plasma by affinity chromatography,... Lysis of Plasma Clots by Urokinase-Soluble Urokinase Receptor Complexes. NH2-terminalStructural Motifs in Staphylokinase Required for Plasminogen Activation. Flow Rate ModulatedDissolution of Fibrin With Clot-Embedded and Circulating Proteases. Tissue Factor ...,1970,"DG Deutsch, ET Mertz ",http://science.sciencemag.org/content/170/3962/1095.short,2068
A new euglobulin clot lysis assay for global fibrinolysis,Plasma fibrinolytic activity has been measured by the euglobulin clot lysis time (ELT) since the late 1950s. The euglobulin clot lysis assay (ECLA) method has been modified using a computerized kinetic spectrophotometric microtiter plate reader and measures optical  ...,2003,"AA Smith, LJ Jacobson, BI Miller, WE Hathaway… ",http://www.sciencedirect.com/science/article/pii/S0049384804000064,70
Correlation between progressive adsorption of plasminogen to blood clots and their sensitivity to lysis,"Summary The binding of plasminogen to preformed human plasma clots immersed in citrated human plasma was measured and correlated with the sensitivity of these clots to lysis with recombinant tissuetype plasminogen activator (rt-PA), recombinant single-chain  ...",1990,"M Sabovic, HR Lijnen, D Keber, D Collen ",http://www.academia.edu/download/41763459/Correlation_between_progressive_adsorpti20160130-5674-eim3q.pdf,60
Different mechanisms contribute to the biphasic pattern of carboxypeptidase U (TAFIa) generation during in vitro clot lysis in human plasma,"Summary Carboxypeptidase U (CPU, TAFIa) recently gained interest as a significant player in dampening the fibrinolytic rate. The aim of this study was to investigate the time course of the generation of CPU activity during coagulation and fibrinolysis using an in vitro clot  ...",2003,"J Leurs, BM Wissing, V Nerme… ",http://scholar.google.com/https://th.schattauer.de/en/contents/archive/issue/special/manuscript/3355/basketAdd.html,47
"TAFIa, PAI‐1 and α2‐antiplasmin: complementary roles in regulating lysis of thrombi and plasma clots","Summary. PAI-1 and α 2-antiplasmin (α 2 AP) are the principal direct inhibitors of fibrinolytic proteases. Thrombin activatable fibrinolysis inhibitor (TAFI), a plasma procarboxypeptidase activated by thrombin–thrombomodulin to form TAFIa, also regulates fibrinolysis by  ...",2007,"NJ Mutch, L Thomas, NR Moore… ",http://onlinelibrary.wiley.com/doi/10.1111/j.1538-7836.2007.02430.x/full,68
"The effect of genetic variants in the thrombin activatable fibrinolysis inhibitor (TAFI) gene on TAFI‐antigen levels, clot lysis time and the risk of venous  …","Summary Thrombin activatable fibrinolysis inhibitor (TAFI) is an important inhibitor of fibrinolysis. High TAFI antigen levels are associated with an increased risk of deep venous thrombosis (DVT). Because TAFI levels are partly determined genetically, we assessed  ...",2006,"CH Martini, A Brandts, ELE De Bruijne… ",http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2141.2006.06117.x/full,58
Platelet-targeted fibrinolysis enhances clot lysis and inhibits platelet aggregation.,"BACKGROUND Although plasminogen activator therapy has been shown to reduce mortality in patients with severe myocardial infarction, several problems fuel the search for more potent and specific thrombolytic agents. METHODS AND RESULTS To explore the  ...",1991,"C Bode, G Meinhardt, MS Runge, M Freitag, T Nordt… ",http://circ.ahajournals.org/content/84/2/805.short,62
Major mechanistic differences explain the higher clot lysis potency of reteplase over alteplase: lack of fibrin binding is an advantage for bolus application of  …,"Reteplase is a plasminogen activator composed of the kringle 2 and the protease domain of tissue-type plasminogen activator (alteplase). Two bolus injections of 10 U, 30 min apart, allow a more rapid and complete reperfusion of the occluded vessel than the accelerated  ...",1997,"S Fischer, U Kohnert ",http://www.sciencedirect.com/science/article/pii/S0268949997800574,50
Whole blood clot lysis: in vitro modulation by activated protein C,Abstract Lysis of clots prepared from native or citrated whole blood as measured by release of 125 I fibrinogen degradation products was 10% or less at 20 hours. Lysis of these clots was accelerated by activated protein C in a dose-dependent manner (0.1 to 20 μg/ml)  ...,1985,"FB Taylor, MS Lockhart ",http://www.sciencedirect.com/science/article/pii/0049384885901938,44
Platelet-bound prekallikrein promotes pro-urokinase-induced clot lysis: a mechanism for targeting the factor XII dependent intrinsic pathway of fibrinolysis.,Clots formed from platelet rich plasma were found to be lysed more readily by low concentrations of pro-urokinase (pro-UK) than clots formed from platelet poor plasma. This was not a non-specific effect since the reverse occurred with tissue plasminogen activator.  ...,1994,"JP Loza, V Gurewich, M Johnstone… ",http://europepmc.org/abstract/med/8029800,47
Ultrasound apparatus and method for augmented clot lysis,"An apparatus and method for using ultrasound augmented with microbubbles, thrombolytic drugs or other agents for clot lysis wherein at least one ultrasound transducer generates a plurality of acoustic signals and time, amplitude, phase and frequency modulation of the  ...",2005,"WC Culp, JD Wilson ",http://www.google.com/patents/US6945937,64
Monocyte plasminogen activator inhibitor 2 (PAI-2) inhibits u-PA-mediated fibrin clot lysis and is cross-linked to fibrin,"Summary Plasminogen activator inhibitor 2 (PAI-2) is a major product of activated human monocytes. Here we show that monocytes inhibited u-PA-but not t-PA-mediated fibrinolysis, by secreting PAI-2 into an overlying fibrin clot. Extracts of arterial and venous human  ...",1999,"H Ritchie, LA Robbie, S Kinghorn, R Exley… ",http://scholar.google.com/https://th.schattauer.de/en/contents/archive/issue/894/manuscript/4736/show.html,58
S100B as a surrogate marker for successful clot lysis in hyperacute middle cerebral artery occlusion,Objectives: The astroglial protein S100B is a marker of cerebral tissue damage. This study investigated whether the serum kinetic of S100B may serve as a surrogate marker of successful clot lysis and early recanalisation (< 6 hours) in hyperacute proximal middle  ...,2003,"C Foerch, RDM De Rochemont, O Singer… ",http://jnnp.bmj.com/content/74/3/322.short,61
"Spontaneous intracerebral hemorrhage in humans: hematoma enlargement, clot lysis, and brain edema","Summary Early hematoma enlargement and delayed clot lysis contribute to brain injury after intracerebral hemorrhage (ICH). We investigated hematoma growth, clot lysis, and brain edema formation in patients with spontaneous ICH. A total of 17 spontaneous ICH patients  ...",2006,"G Wu, G Xi, F Huang ",http://link.springer.com/10.1007/3-211-30714-1_19,44
Fibrinolytic activity of blood: photographic determination of clot lysis time,"Department of Surgical Research, University of Cape Town In recent years natural and pathological fibrinolysis has aroused great interest. Fearnley et al. have described a simple method for estimating the fibrinolytic activity of blood which is particularly suited to large  ...",1959,"H Lackner, CC Goosen ",http://www.karger.com/Article/Abstract/205760,43
A study of the protection of plasmin from antiplasmin inhibition within an intact fibrin clot during the course of clot lysis,"Abstract Previous work using soluble fibrin surrogates or very dilute fibrin indicate that inhibition of plasmin by antiplasmin is attenuated by fibrin surrogates; however, this phenomenon has not been quantified within intact fibrin clots. Therefore, a novel system  ...",2004,"M Schneider, M Nesheim ",http://www.jbc.org/content/279/14/13333.short,57
In vivo clot lysis of human thrombus with intravenous abciximab immunobubbles and ultrasound,"Abciximab immunobubbles have been introduced recently for ultrasonographic molecular imaging of human thrombus. This study investigates the potential of using these novel bubbles for enhancing sonothrombolysis. In particular, it addresses the question of  ...",2009,"A Alonso, CE Dempfle, A Della Martina, M Stroick… ",http://www.sciencedirect.com/science/article/pii/S004938480800546X,52
Low levels of plasminogen in cerebrospinal fluid after intraventricular haemorrhage: a limiting factor for clot lysis?,"Patients and methods In a preliminary study, plasminogen was measured using an immunodiffusion technique (M Partigen Plasminogen, Behringwerke AG, Marburg, Germany). The immunodiffusion plates contain monospecific antiserum to plasminogen in  ...",1995,"A Whitelaw, MC Mowinckel, U Abildgaard ",http://onlinelibrary.wiley.com/doi/10.1111/j.1651-2227.1995.tb13795.x/abstract,40
