title,abstract,date,authors,link,eid
Whole blood clots are more resistant to lysis than plasma clots - greater efficacy of rivaroxaban,"AbstractIntroductionDefective thrombolysis, a thrombotic risk factor, can be attributed to the formation of a compact clot poorly accessible to fibrinolytic enzymes. Venous thrombi, rich in red blood cells (RBCs), and arterial thrombi containing various amounts of RBCS, plasma and whole blood (WB) clot permeability and degradability were compared. The effect of rivaroxaban, a potent direct factor Xa inhibitor, was also evaluated.Materials and MethodsFibrin permeability was determined by flow measurement through the clot. Clot degradability was evaluated by the amount of D-dimer generated by clot perfusion with plasminogen and tissue plasminogen activator. Fibrin clot structure was assessed by confocal microscopy.ResultsWB clot permeability (KS) and degradability were 6.7- and 38-fold lower, respectively, compared with plasma clots. This is attributed to 1) occlusion of fibrin pores by RBCs and 2) a consistent increase in thrombin generation due to platelets and RBCs inducing formation of a tighter clot. Rivaroxaban added to plasma or WB before clotting, in reducing thrombin generation, led to the formation of a looser clot that is more degradable by fibrinolytic enzymes. Permeability and degradability of whole blood clots formed in the presence of rivaroxaban were very similar to those of plasma clots.ConclusionThe resistance to fibrinolysis of WB clots was reduced considerably when clots were formed with rivaroxaban. These results may have implications for the development of antithrombotic agents.",March 2013,"{'author': [{'given-name': 'Rémi', '@_fa': 'true', 'surname': 'Varin'}, {'given-name': 'ShahSultan', '@_fa': 'true', 'surname': 'Mirshahi'}, {'given-name': 'Pezhman', '@_fa': 'true', 'surname': 'Mirshahi'}, {'given-name': 'Christophe', '@_fa': 'true', 'surname': 'Klein'}, {'given-name': 'Jovid', '@_fa': 'true', 'surname': 'Jamshedov'}, {'given-name': 'Jean', '@_fa': 'true', 'surname': 'Chidiac'}, {'given-name': 'Elisabeth', '@_fa': 'true', 'surname': 'Perzborn'}, {'given-name': 'Massoud', '@_fa': 'true', 'surname': 'Mirshahi'}, {'given-name': 'Claudine', '@_fa': 'true', 'surname': 'Soria'}, {'given-name': 'Jeannette', '@_fa': 'true', 'surname': 'Soria'}]}",http://api.elsevier.com/content/article/pii/S004938481200850X,1-s2.0-S004938481200850X
High-Intensity Focused Ultrasound Sonothrombolysis: The Use of Perfluorocarbon Droplets to Achieve Clot Lysis at Reduced Acoustic Power,"AbstractThe purpose of this study was to evaluate use of intravascular perfluorocarbon droplets to reduce the sonication power required to achieve clot lysis with high-intensity focused ultrasound. High-intensity focused ultrasound with droplets was initially applied to blood clots in an in vitro flow apparatus, and inertial cavitation thresholds were determined. An embolic model for ischemic stroke was used to illustrate the feasibility of this technique in vivo. Recanalization with intravascular droplets was achieved in vivo at 24 ± 5% of the sonication power without droplets. Recanalization occurred in 71% of rabbits that received 1-ms pulsed sonications during continuous intravascular droplet infusion (p = 0.041 vs controls). Preliminary experiments indicated that damage was confined to the ultrasonic focus, suggesting that tolerable treatments would be possible with a more tightly focused hemispheric array that allows the whole focus to be placed inside of the main arteries in the human brain.",September 2014,"{'author': [{'given-name': 'Daniel', '@_fa': 'true', 'surname': 'Pajek'}, {'given-name': 'Alison', '@_fa': 'true', 'surname': 'Burgess'}, {'given-name': 'Yuexi', '@_fa': 'true', 'surname': 'Huang'}, {'given-name': 'Kullervo', '@_fa': 'true', 'surname': 'Hynynen'}]}",http://api.elsevier.com/content/article/pii/S0301562914001963,1-s2.0-S0301562914001963
Direct microscopic monitoring of initial and dynamic clot lysis using plasmin or rt-PA in an in vitro flow system,"AbstractIntroductionPlasmin is a direct-acting thrombolytic agent with a favorable safety profile upon intra-arterial delivery in pre-clinical and phase I studies. However, the thrombolytic efficacy of plasmin, relative to that of rt-PA, remains to be established. We have compared the dynamics of clot lysis with plasmin or rt-PA in an in vitro perfusion system, in which thrombolytic agent is administered locally, allowed to induce lysis for short intervals, then washed with plasma in a re-circulation circuit.Materials and MethodsWhole blood human clots were prepared in observation chambers, exposed to plasmin or rt-PA at equimolar concentrations (1.2/1.0, 1.8/1.5 and 2.4/2.0mg/ml) for measured intervals of time, followed by perfusion with human plasma. Clot size was monitored by digital analysis of sequential photographs obtained through an optical microscope.ResultsPlasma perfusion after incubation with thrombolytic agent rapidly removed superficial clot fragments. This initial decrease in clot size was greater with plasmin than with rt-PA when tested at the highest concentrations of agent (0.63±0.11 vs. 0.30±0.11, p=0.001 for clots with non-cross-linked fibrin and 0.53±0.15 vs. 0.14±0.15, p=0.02, for clots with cross-linked-fibrin). Subsequent clot lysis during plasma flow was greater after prior incubation with rt-PA. Longer incubation times of plasmin resulted in larger portions of the clot being washed free. Repeated plasmin incubations and plasma perfusions of a clot successfully induced stepwise reductions in clot size.ConclusionsInitial clot lysis is greater with direct exposure using plasmin than rt-PA. During washout and circulation with plasma, rt-PA induced continued clot lysis, while plasmin lysis was curtailed, presumably because of plasmin inhibition.",May 2014,"{'author': [{'given-name': 'Nina', '@_fa': 'true', 'surname': 'Bizjak'}, {'given-name': 'Franci', '@_fa': 'true', 'surname': 'Bajd'}, {'given-name': 'Jernej', '@_fa': 'true', 'surname': 'Vidmar'}, {'given-name': 'Aleš', '@_fa': 'true', 'surname': 'Blinc'}, {'given-name': 'Maja Pohar', '@_fa': 'true', 'surname': 'Perme'}, {'given-name': 'Victor J.', '@_fa': 'true', 'surname': 'Marder'}, {'given-name': 'Valery', '@_fa': 'true', 'surname': 'Novokhatny'}, {'given-name': 'Igor', '@_fa': 'true', 'surname': 'Serša'}]}",http://api.elsevier.com/content/article/pii/S0049384814000875,1-s2.0-S0049384814000875
In vivo clot lysis of human thrombus with intravenous abciximab immunobubbles and ultrasound,"AbstractAbciximab immunobubbles have been introduced recently for ultrasonographic molecular imaging of human thrombus. This study investigates the potential of using these novel bubbles for enhancing sonothrombolysis. In particular, it addresses the question of whether ligand targeting of bubbles with abciximab improves the effectiveness of lysis with ultrasound.A partial thrombotic occlusion of the right common carotid artery of 16 rats was produced by insertion of human clot material via an external carotid artery catheter. Rats received abciximab immunobubbles, non-specific control immunobubbles or saline intravenously over 30 minutes in combination with pulsed 2 MHz ultrasound. Blood samples were taken at baseline and 5, 10, 20, 30 and 60 minutes after beginning treatment. Human D-dimer levels for quantification of thrombolysis were analysed by ELISA.Only animals treated with abciximab immunobubbles and ultrasound showed a significant increase of D-dimer levels over time (p=0.043, linear trend p=0.037), whereas in the other two groups, no significant increase over time was found.Overall, animals in the abciximab immunobubbles group showed higher plasma D-dimer levels than animals treated with non-specific immunobubbles (p=0.049) and animals treated with ultrasound alone (p=0.017).In histological sections, thrombi treated with abciximab immunobubbles and ultrasound showed clear signs of disintegration in contrast to thrombi in both control groups.2 MHz ultrasound in combination with abciximab immunobubbles induces thrombolysis without lytic agents that is superior to insonation of non-specific immunobubbles.",May 2009,"{'author': [{'given-name': 'Angelika', '@_fa': 'true', 'surname': 'Alonso'}, {'given-name': 'Carl-Erik', '@_fa': 'true', 'surname': 'Dempfle'}, {'given-name': 'Alberto', '@_fa': 'true', 'surname': 'Della Martina'}, {'given-name': 'Mark', '@_fa': 'true', 'surname': 'Stroick'}, {'given-name': 'Marc', '@_fa': 'true', 'surname': 'Fatar'}, {'given-name': 'Katrin', '@_fa': 'true', 'surname': 'Zohsel'}, {'given-name': 'Eric', '@_fa': 'true', 'surname': 'Allémann'}, {'given-name': 'Michael G.', '@_fa': 'true', 'surname': 'Hennerici'}, {'given-name': 'Stephen', '@_fa': 'true', 'surname': 'Meairs'}]}",http://api.elsevier.com/content/article/pii/S004938480800546X,1-s2.0-S004938480800546X
A comparison of different pre-lysis methods and extraction kits for recovery of Streptococcus agalacticae (Lancefield group B Streptococcus) DNA from whole blood,"AbstractSub-optimal recovery of bacterial DNA from whole blood samples can limit the sensitivity of molecular assays to detect pathogenic bacteria. We compared 3 different pre-lysis protocols (none, mechanical pre-lysis and achromopeptidase pre-lysis) and 5 commercially available DNA extraction platforms for direct detection of Group B Streptococcus (GBS) in spiked whole blood samples, without enrichment culture. DNA was extracted using the QIAamp Blood Mini kit (Qiagen), UCP Pathogen Mini kit (Qiagen), QuickGene DNA Whole Blood kit S (Fuji), Speed Xtract Nucleic Acid Kit 200 (Qiagen) and MagNA Pure Compact Nucleic Acid Isolation Kit I (Roche Diagnostics Corp). Mechanical pre-lysis increased yields of bacterial genomic DNA by 51.3 fold (95% confidence interval; 31.6–85.1, p&lt;0.001) and pre-lysis with achromopeptidase by 6.1 fold (95% CI; 4.2–8.9, p&lt;0.001), compared with no pre-lysis. Differences in yield due to pre-lysis were 2–3 fold larger than differences in yield between extraction methods. Including a pre-lysis step can improve the limits of detection of GBS using PCR or other molecular methods without need for culture.",October 2016,"{'author': [{'given-name': 'Rachael M.', '@_fa': 'true', 'surname': 'Burke'}, {'given-name': 'James P.', '@_fa': 'true', 'surname': 'McKenna'}, {'given-name': 'Ciara', '@_fa': 'true', 'surname': 'Cox'}, {'given-name': 'Peter V.', '@_fa': 'true', 'surname': 'Coyle'}, {'given-name': 'Michael D.', '@_fa': 'true', 'surname': 'Shields'}, {'given-name': 'Derek J.', '@_fa': 'true', 'surname': 'Fairley'}]}",http://api.elsevier.com/content/article/pii/S0167701216302275,1-s2.0-S0167701216302275
Evolution of acute ischemic stroke therapy from lysis to thrombectomy: Similar or different to acute myocardial infarction?,"AbstractAcute ischemic stroke remains a major global cause of death, permanent disability, and dementia. For nearly two decades, intravenous tissue plasminogen activator (tPA) has been the only recommended therapy, albeit administered within the recommended time window (i.e., &lt;4.5h). However, intravenous tPA is associated with modest recanalization rates, with a majority of patients having poor functional outcomes despite timely administration. Endovascular therapy has recently been introduced as adjunctive management of acute ischemic stroke. First generation endovascular thrombectomy devices have failed to improve outcomes compared with intravenous tPA. However, recent randomized trials utilizing stent retrievers demonstrated that these devices improve functional outcomes in patients with acute ischemic stroke secondary to large-artery occlusion. Introduction of stent retrieves has begun a new era for acute ischemic stroke therapy. This comprehensive review discusses the evolution of acute ischemic stroke therapy over the last two decades, with emphasis on recent randomized trials evaluating stent retrievers. Additionally, similarities and differences between the evolution of therapy in ST elevation myocardial infarction and acute ischemic stroke will be highlighted.",1 November 2016,"{'author': [{'given-name': 'Islam Y.', '@_fa': 'true', 'surname': 'Elgendy'}, {'given-name': 'Ahmed N.', '@_fa': 'true', 'surname': 'Mahmoud'}, {'given-name': 'Hend', '@_fa': 'true', 'surname': 'Mansoor'}, {'given-name': 'Mohammad K.', '@_fa': 'true', 'surname': 'Mojadidi'}, {'given-name': 'Anthony A.', '@_fa': 'true', 'surname': 'Bavry'}]}",http://api.elsevier.com/content/article/pii/S0167527316316503,1-s2.0-S0167527316316503
A new euglobulin clot lysis assay for global fibrinolysis,"AbstractPlasma fibrinolytic activity has been measured by the euglobulin clot lysis time (ELT) since the late 1950s. The euglobulin clot lysis assay (ECLA) method has been modified using a computerized kinetic spectrophotometric microtiter plate reader and measures optical density changes of recalcified euglobulin fraction of plasma samples over time. This method has been applied to normal healthy adults, children, pregnant women and newborn infants, which represent physiologic extremes of the ELT. The ECLA method adds measurements of maximum absorbance (Max Abs), area under the curve (AUC) and mean velocity to the standard clot lysis time. The resulting curves are unique to this method and have been analyzed and compared in order to establish normal ranges. Fibrinogen levels, plasminogen activator inhibitor-1 (PAI-1) antigen, PAI-1 activity and thrombin activatable fibrinolytic inhibitor (TAFI) antigen levels were measured in each individual of the four groups. Each protein measured within each study group except TAFI correlated with the lysis time, maximum absorbance and area under the curve. Considering all four groups together, PAI correlates most highly with lysis time, fibrinogen correlates the highest with Max Abs; fibrinogen and PAI-1 antigen have equally high correlations to AUC. Area under the curve is highly correlated with all coagulation parameters measured; the most significant contributor is fibrinogen. These observations are interesting, but at this time, it cannot be said that any of the test parameters are better than lysis time in distinguishing between these normal physiologic states.",2003,"{'author': [{'given-name': 'Amy A.', '@_fa': 'true', 'surname': 'Smith'}, {'given-name': 'Linda J.', '@_fa': 'true', 'surname': 'Jacobson'}, {'given-name': 'Brian I.', '@_fa': 'true', 'surname': 'Miller'}, {'given-name': 'William E.', '@_fa': 'true', 'surname': 'Hathaway'}, {'given-name': 'Marilyn J.', '@_fa': 'true', 'surname': 'Manco-Johnson'}]}",http://api.elsevier.com/content/article/pii/S0049384804000064,1-s2.0-S0049384804000064
Peroxynitrite may affect fibrinolysis via the reduction of platelet-related fibrinolysis resistance and alteration of clot structure,"AbstractWe tested the hypothesis that in vitro peroxynitrite (ONOO−, a product of activated inflammatory cells) may affect fibrinolysis in human blood through the reduction of platelet-related fibrinolysis resistance. It was found that ONOO− (25–300µM) accelerated lysis of platelet-fibrin clots (in PRP) dose-dependently, whereas fibrinolysis of platelet-free clots was slightly inhibited by ≥1000µM stressor. Concentrations of ONOO− affecting the lysis of platelet-rich clots, inhibited clot retraction (CR) in a dose-dependent manner. Thromboelastometry (ROTEM) measurements performed in PRP showed that treatment with ONOO− (threshold conc. 100µM) prolongs clotting time, and reduces alpha angle, and clot formation velocity parameters indicating for reduced thrombin formation rate. In PRP, ONOO− (threshold conc. 100µM) reduced the collagen-evoked exposure of phosphatidylserine (PS) on platelets’ plasma membrane, the shedding of platelet-derived microparticles (PMP), and inhibited platelet-dependent thrombin generation (measured in artificial system), dose-dependently. As judged by confocal microscopy, similar ONOO− concentrations altered the architecture of clots formed in collagen-treated PRP. Clots formed in the presence of ONOO− were less dense and were composed of thicker fibers, which make them more susceptible to lysis. In platelet-depleted plasma, ONOO− (up to milimolar concentration) did not alter clot structure. Blockage of PS exposed on platelets resulted in an alteration of clot architecture toward more prone to lysis. ONOO−, at lysis-affecting concentrations, inhibited the collagen-evoked secretion of fibrinolytic inhibitors from platelets. We conclude that physiologically relevant ONOO− concentrations may accelerate the lysis of platelet-fibrin clots predominantly via downregulation of platelet-related mechanisms including: platelet secretion, clot retraction, platelet procoagulant response, and the alteration in clot architecture associated with it.",December 2015,"{'author': [{'given-name': 'Tomasz', '@_fa': 'true', 'surname': 'Misztal'}, {'given-name': 'Tomasz', '@_fa': 'true', 'surname': 'Rusak'}, {'given-name': 'Justyna', '@_fa': 'true', 'surname': 'Brańska-Januszewska'}, {'given-name': 'Halina', '@_fa': 'true', 'surname': 'Ostrowska'}, {'given-name': 'Marian', '@_fa': 'true', 'surname': 'Tomasiak'}]}",http://api.elsevier.com/content/article/pii/S0891584915005742,1-s2.0-S0891584915005742
In Vitro Clot Lysis A Comparative Study of Two Methods,,15 January 2000,"{'author': [{'given-name': 'Mercedes', '@_fa': 'true', 'surname': 'López'}, {'given-name': 'Adelina', '@_fa': 'true', 'surname': 'Ojeda'}, {'given-name': 'Carmen Luisa', '@_fa': 'true', 'surname': 'Arocha-Piñango'}]}",http://api.elsevier.com/content/article/pii/S0049384899001516,1-s2.0-S0049384899001516
Effect of sodium ozagrel on platelet rich plasma clot lysis,"AbstractSodium ozagrel inhibits platelet aggregation through thromboxane (TX) synthetase inhibition. In vitro, the combination of antiplatelet agents with plasminogen activators (PAs) is more effective for thrombolytic therapy than are PAs alone. Therefore, the influence of sodium ozagrel on platelet rich plasma (PRP) clot lysis was investigated in this study. Firstly, PRP clot lysis was performed: PRP clots containing sodium ozagrel were lyzed by a urokinase-type PA. PRP clot lysis was significantly enhanced by sodium ozagrel in a dose-dependent manner. Secondly, clot solubility was investigated by a urea solubility test. The solubility of PRP clots was enhanced by sodium ozagrel in a dose-dependent manner. Moreover, the influence of sodium ozagrel on the density of PRP clots was studied. The density of the PRP clots was decreased by sodium ozagrel in a dose-dependent manner. PAI-1 antigen which was released from activated platelets was reduced by sodium ozagrel in a dose-dependent manner. These findings indicate that the enhancement of PRP clot lysis by sodium ozagrel is due to enhanced solubility, decreased density and reduced PAI-1 antigen release.",September 1997,"{'author': [{'given-name': 'H', '@_fa': 'true', 'surname': 'Yuasa'}, {'given-name': 'K', '@_fa': 'true', 'surname': 'Okada'}, {'given-name': 'S', '@_fa': 'true', 'surname': 'Ueshima'}, {'given-name': 'O', '@_fa': 'true', 'surname': 'Matsuo'}]}",http://api.elsevier.com/content/article/pii/S0928468097000138,1-s2.0-S0928468097000138
Acute cigarette smoke exposure reduces clot lysis -- association between altered fibrin architecture and the response to t-PA,"AbstractBackgroundEnhanced thrombolysis is a proposed mechanism for reduced mortality in cigarette smokers with STEMI (“smoker's paradox”). The mechanisms remain unclear but studies suggest fibrin architecture (FA) may affect thrombolysis. Our group has previously shown that acute cigarette smoke exposure (CSE) alters FA. This study was done to evaluate the association between FA, thrombolysis and CSE.Methods and ResultsOtherwise healthy smokers (n=22) were studied before and after smoking two cigarettes. Non-smokers (n=22) served as controls. Two ex-vivo models were used to evaluate clot lysis of venous blood and these data were compared to FA as determined by SEM. In the first model, clot lysis in a glass tube at 60minutes after addition of t-PA was measured. The second model quantified lysis utilizing thromboelastography. With the latter, after a clot reached maximum strength, t-PA was added and clot lysis at 60min was noted. SEM studies were performed on platelet poor plasma mixed with thrombin and FA was examined at 20K.Clot lysis was similar in both groups except that post-smoking, TEG showed a significantly lower lysis compared to pre- and non-smoking clots. SEM analysis showed significantly thinner fibers and denser clots post-smoking.ConclusionsVenous clots from smokers failed to show an enhanced lysis when exposed to t-PA. In fact, acute CSE was associated with changes in FA and increased resistance to thrombolysis. These findings in part may explain enhanced thrombogenicity but suggest that mechanisms other than enhanced fibrinolysis are likely to be responsible for “smoker's paradox.”",November 2010,"{'author': [{'given-name': 'Rajat S.', '@_fa': 'true', 'surname': 'Barua'}, {'given-name': 'Fridolin', '@_fa': 'true', 'surname': 'Sy'}, {'given-name': 'Sundararajan', '@_fa': 'true', 'surname': 'Srikanth'}, {'given-name': 'Grace', '@_fa': 'true', 'surname': 'Huang'}, {'given-name': 'Usman', '@_fa': 'true', 'surname': 'Javed'}, {'given-name': 'Cyrus', '@_fa': 'true', 'surname': 'Buhari'}, {'given-name': 'Dennis', '@_fa': 'true', 'surname': 'Margosan'}, {'given-name': 'Waqas', '@_fa': 'true', 'surname': 'Aftab'}, {'given-name': 'John A.', '@_fa': 'true', 'surname': 'Ambrose'}]}",http://api.elsevier.com/content/article/pii/S0049384810004135,1-s2.0-S0049384810004135
Thrombin activatable fibrinolysis inhibitor and clot lysis time in women with recurrent miscarriage associated with the antiphospholipid syndrome,"Antiphospholipid syndrome patients with recurrent miscarriage have an impairment in fibrinolysis demonstrated by prolonged clot lysis time (CLT) that cannot be attributed to differences in thrombin activatable fibrinolysis inhibitor (TAFI) antigen levels. Patients with unexplained recurrent miscarriage have an impairment in fibrinolysis demonstrated by increased CLT, that can be at least partly explained by higher TAFI antigen levels.",November 2010,"{'author': [{'given-name': 'M. Angeles', '@_fa': 'true', 'surname': 'Martínez-Zamora'}, {'given-name': 'Montserrat', '@_fa': 'true', 'surname': 'Creus'}, {'given-name': 'Dolors', '@_fa': 'true', 'surname': 'Tassies'}, {'given-name': 'Albert', '@_fa': 'true', 'surname': 'Bové'}, {'given-name': 'Juan Carlos', '@_fa': 'true', 'surname': 'Reverter'}, {'given-name': 'Francisco', '@_fa': 'true', 'surname': 'Carmona'}, {'given-name': 'Juan', '@_fa': 'true', 'surname': 'Balasch'}]}",http://api.elsevier.com/content/article/pii/S0015028210003110,1-s2.0-S0015028210003110
Vitamin K antagonists favourably modulate fibrin clot properties in patients with atrial fibrillation as early as after 3days of treatment: Relation to coagulation factors and thrombin generation,"AbstractIntroductionAtrial fibrillation (AF) increases the risk of thromboembolism that is reduced by vitamin K antagonists (VKAs). We sought to investigate changes in plasma fibrin clot phenotype at the onset of oral anticoagulation.Materials and methodsForty consecutive AF patients (aged 45–83 years, CHA2DS2-VASc score 3.0±1.5) who started therapy with warfarin or acenocoumarol were studied. Plasma fibrin clot permeability (Ks), clot lysis time (CLT), along with clotting factors (F), thrombin generation (TG) profiles and protein C (PC) levels were determined on days 3, 5, 7, 28 and 56±1 since the first dose.ResultsAF patients had 16% higher median of Ks and 15% lower median of CLT as early as on day 3 of VKA therapy compared with the baseline (both p&lt;0.001), reaching the plateau values on day 7 and 5, respectively. Higher Ks values on days 1 and 3 were found in AF patients with further stable anticoagulation (both p&lt;0.05). Moreover, FIX explained 32% of the total variability in Ks. Multivariate analysis adjusted for potential confounders including time as a predictor showed that vitamin K-dependent (VKD) factors, PC and TG parameters were the predictors of Ks (all p&lt;0.0001), while only the lag phase of TG and thrombin peak predicted CLT (both p&lt;0.05) in AF patients. Regression analysis of time-series showed however, that CLT was also predicted by VKD factors and PC (all p&lt;0.05).ConclusionsPlasma fibrin clot properties in AF patients are favourably modified as early as after 3days of VKA administration, which might contribute to antithrombotic effectiveness.",October 2015,"{'author': [{'given-name': 'Michał', '@_fa': 'true', 'surname': 'Ząbczyk'}, {'given-name': 'Jacek', '@_fa': 'true', 'surname': 'Majewski'}, {'given-name': 'Grzegorz', '@_fa': 'true', 'surname': 'Karkowski'}, {'given-name': 'Krzysztof Piotr', '@_fa': 'true', 'surname': 'Malinowski'}, {'given-name': 'Anetta', '@_fa': 'true', 'surname': 'Undas'}]}",http://api.elsevier.com/content/article/pii/S0049384815300918,1-s2.0-S0049384815300918
Lysis of surface-localized fibrin clots by adsorbed plasminogen in the presence of tissue plasminogen activator,"AbstractThe ability of plasminogen adsorbed from buffer onto sulphonated silica glass or lysine-derivatized silica glass to lyse fibrin I clots has been investigated. Clots were formed around the test surface by adding reptilase to fibrinogen solutions in which the surfaces were immersed. Tissue plasminogen activator (t-PA) was then added and the extent of clot lysis was determined by measuring the levels of the specific plasmin cleavage product of fibrinogen, Bβ 1–42 peptide. The data indicate that in the presence of t-PA, Bβ 1–42 generation per mole of bound plasminogen on the lysinized material is approximately two-fold higher than on the sulphonated material. It is concluded that a preformed clot may be lysed by adsorbed plasminogen in the presence of t-PA, and that clot lysis is significantly enhanced when the plasminogen is adsorbed via its lysine binding sites.",January 1996,"{'author': [{'given-name': 'K.A.', '@_fa': 'true', 'surname': 'Woodhouse'}, {'given-name': 'J.I', '@_fa': 'true', 'surname': 'Weitz'}, {'given-name': 'J.L', '@_fa': 'true', 'surname': 'Brash'}]}",http://api.elsevier.com/content/article/pii/0142961296807599,1-s2.0-0142961296807599
Enhancing effect of platelets on staphylokinase-mediated clot lysis and plasminogen activation,"AbstractThe effects of platelets on clot lysis and plasminogen activation by staphylokinase (SAK) were investigated. At concentrations ranging from 2 × 10−7 to 1 × 10−5g/ml of SAK, the lysis time of platelet-rich plasma clots (PRP-clots) was shorter than that of platelet-poor plasma clots (PPP-clots). This reduction of clot lysis time was observed in a dose-dependent manner on platelet count in PRP. The activation rate of plasminogen by SAK measured by the amidolytic method using S-2251 was enhanced by the addition of washed platelets. These enhancing effects of platelets on clot lysis and plasminogen activation were not altered by pretreatment of platelets with indometacin and theophylline, but were diminished by platelet disruption. Thus, we concluded that platelets enhance fibrinolytic activity of SAK, and this effect is not due to the release reaction or intracellular contents of platelets, but to the existence of platelet surface in the intact shape as a catalytic site for fibrinolysis.",15 October 1995,"{'author': [{'given-name': 'Akira', '@_fa': 'true', 'surname': 'Suehiro'}, {'given-name': 'Hiroshi', '@_fa': 'true', 'surname': 'Tsujioka'}, {'given-name': 'Hiroshi', '@_fa': 'true', 'surname': 'Yoshimoto'}, {'given-name': 'Motoo', '@_fa': 'true', 'surname': 'Ueda'}, {'given-name': 'Satoshi', '@_fa': 'true', 'surname': 'Higasa'}, {'given-name': 'Eizo', '@_fa': 'true', 'surname': 'Kakishita'}]}",http://api.elsevier.com/content/article/pii/004938489500159O,1-s2.0-004938489500159O
"Denser plasma clot formation and impaired fibrinolysis in paroxysmal and persistent atrial fibrillation while on sinus rhythm: Association with thrombin generation, endothelial injury and platelet activation","AbstractIntroductionFormation of compact and poorly lysable fibrin clots have been demonstrated in patients following ischemic stroke. Recently, it has been shown that denser fibrin networks and impaired fibrinolysis occurs in subjects with permanent atrial fibrillation (AF). Fibrin clot phenotype in other types of AF remains to be established. We evaluated fibrin clot properties in paroxysmal (PAF) and persistent AF (PsAF).Material and MethodsWe studied 88 non-anticoagulated patients with AF on sinus rhythm and free of stroke (41 with PAF, 47 with PsAF) versus 50 controls. Ex-vivo plasma fibrin clot permeability (Ks) and clot lysis time (CLT) were evaluated along with von Willebrand factor (vWF), peak thrombin generation (TG), platelet factor 4 (PF4) and fibrinolytic proteins.ResultsCompared with control subjects, clots obtained from plasma of patients with PAF and PsAF had similarly lower Ks (−7.7%, P=0.01; −8.6%, P=0.005, respectively) and prolonged CLT (+10.8%, P=0.006; +7.8% P=0.04, respectively). No associations of Ks and CLT with CHA2DS2-VASc and HAS-BLED score were observed. Patients with AF had higher TG, vWF, PF4 and plasminogen activator inhibitor-1 (PAI-1) antigen compared with controls. Multiple linear regression adjusted for age, gender, body mass index and fibrinogen showed that TG (β=−0.41), vWF (β=−0.29) and PF4 (β=−0.28) are the independent predictors of Ks (R2=0.78), while CLT was independently predicted by TG (β=0.37), PAI-1 antigen (β=0.29) and vWF (β=0.26) in the AF group (R2=0.39).ConclusionsPatients with PAF and PsAF while on sinus rhythm display unfavorably altered fibrin clot properties, which might contribute to thromboembolic complications.",August 2015,"{'author': [{'given-name': 'Leszek', '@_fa': 'true', 'surname': 'Drabik'}, {'given-name': 'Paweł', '@_fa': 'true', 'surname': 'Wołkow'}, {'given-name': 'Anetta', '@_fa': 'true', 'surname': 'Undas'}]}",http://api.elsevier.com/content/article/pii/S0049384815300062,1-s2.0-S0049384815300062
Inhibitory effects of lysine analogues on t-PA induced whole blood clot lysis,"AbstractThe lysine analogues epsilon-aminocaproic acid (EACA) and trans-4-amino-methyl cyclohexane carboxylic acid (AMCA) are used to prevent excessive bleeding in patients with coagulopathies, such as hemophilia and thrombocytopenia, or in those who have received tissue plasminogen activator (t-PA). However, their relative efficacy in inhibiting lysis of clots that have been formed in the presence of exogenous t-PA or that have been formed and then exposed to exogenous t-PA has not been well characterized. The present study utilized blood from normal volunteers and 125I-fibrinogen in a dilute whole blood clot assay to determine the relative concentrations of lysine analogues required for inhibition of clot lysis induced by exogenous t-PA. AMCA (0.06 mM) and EACA (0.6 mM) were effective in prolonging clot lysis if (1) whole blood clots were formed and then exposed to a lysine analogue and exogenous t-PA or if (2) whole blood clots were formed in the presence of exogenous t-PA and a lysine analogue. However, their inhibitory effect was markedly reduced if clots were formed in the presence of t-PA and then exposed to either of the lysine analogues. The analogues did not inhibit the initial binding of t-PA to fibrin. They did inhibit binding of plasminogen to fibrin as well as the activation of plasminogen by t-PA in the absence of fibrin. The data suggest that lysine analogues, even at low concentrations, reduce the rate of t-PA induced whole blood clot lysis by several mechanisms.",15 March 1994,"{'author': [{'given-name': 'Chitra', '@_fa': 'true', 'surname': 'Krishnamurti'}, {'given-name': 'Svetislava J.', '@_fa': 'true', 'surname': 'Vukelja'}, {'given-name': 'Barbara M.', '@_fa': 'true', 'surname': 'Alving'}]}",http://api.elsevier.com/content/article/pii/0049384894900434,1-s2.0-0049384894900434
A review of techniques of lysis and lavage of the TMJ,AbstractWe systematically reviewed publications in the English language about techniques of lysis and lavage of the temporomandibular joint (TMJ). We describe these techniques and describe their advantages and disadvantages.,June 2011,"{'author': [{'given-name': 'Sinan', '@_fa': 'true', 'surname': 'Tozoglu'}, {'given-name': 'Fouad A.', '@_fa': 'true', 'surname': 'Al-Belasy'}, {'given-name': 'M. Franklin', '@_fa': 'true', 'surname': 'Dolwick'}]}",http://api.elsevier.com/content/article/pii/S0266435610000872,1-s2.0-S0266435610000872
