Title,Excerpt,Year,Authors,URL,Citations
Infrarenal abdominal aortic aneurysm: factors influencing survival after operation performed over a 25-year period.,"This report is concerned with the factors influencing survival in 920 consecutive patients submitted to operation for infrarenal abdominal aortic aneurysm during the past 25 years. Rupture had occurred in 60 patients (6.5%) and survival was 77%, which did not vary  ...",1981,"ES Crawford, SA Saleh, JW Babb 3rd… ",http://www.ncbi.nlm.nih.gov/pmc/articles/pmc1345156/,486
Outcomes following endovascular vs open repair of abdominal aortic aneurysm: a randomized trial,"Objective To compare postoperative outcomes up to 2 years after endovascular or open repair of AAA in a planned interim report of a 9-year trial. Design, Setting, and Patients A randomized, multicenter clinical trial of 881 veterans (aged≥ 49 years) from 42 Veterans  ...",2009,"FA Lederle, JA Freischlag, TC Kyriakides… ",http://archsurg.jamanetwork.com/article.aspx?articleid=184706,624
Endovascular versus open repair of abdominal aortic aneurysm,"The 30-day operative mortality was 1.8% in the endovascular-repair group and 4.3% in the open-repair group (adjusted odds ratio for endovascular repair as compared with open repair, 0.39; 95% confidence interval [CI], 0.18 to 0.87; P=0.02). The endovascular-repair  ... ",2010,United Kingdom EVAR Trial Investigators ,http://www.nejm.org/doi/full/10.1056/nejmoa0909305,894
Transfemoral placement of intraluminal polyurethane prosthesis for abdominal aortic aneurysm,"Abstract Because of the significant mortality associated with the conventional surgical approach to abdominal aortic aneurysms (AAA) in the high risk patients and in those with ruptured aneurysms, we have developed a new approach to this problem, intraluminal  ...",1986,"A Balko, GJ Piasecki, DM Shah, WI Carney… ",http://www.sciencedirect.com/science/article/pii/0022480486901915,270
Abdominal aortic aneurysms.,"Abstract The management of abdominal aortic aneurysms has undergone tremendous evolution during the past three decades, resulting in significant advances in our ability to diagnose and safely treat patients with aneurysms. Over the past several years, most  ...",1994,"M Belkin, MC Donaldson… ",http://journals.lww.com/co-cardiology/abstract/1994/09000/abdominal_aortic_aneurysms.13.aspx,20
Prediction of rupture risk in abdominal aortic aneurysm during observation: wall stress versus diameter,Objectives: We previously showed that peak abdominal aortic aneurysm (AAA) wall stress calculated for aneurysms in vivo is higher at rupture than at elective repair. The purpose of this study was to analyze rupture risk over time in patients under observation. Methods:  ...,2003,"MF Fillinger, SP Marra, ML Raghavan… ",http://www.sciencedirect.com/science/article/pii/S0741521402753482,535
"The same sequence variant on 9p21 associates with myocardial infarction, abdominal aortic aneurysm and intracranial aneurysm","Abstract Recently, two common sequence variants on 9p21, tagged by rs10757278-G and rs10811661-T, were reported to be associated with coronary artery disease (CAD) 1, 2, 3, 4 and type 2 diabetes (T2D) 5, 6, 7, respectively. We proceeded to further investigate the  ...",2008,"A Helgadottir, G Thorleifsson, KP Magnusson… ",http://www.nature.com/ng/journal/v40/n2/abs/ng.72.html,555
Endovascular aneurysm repair and outcome in patients unfit for open repair of abdominal aortic aneurysm (EVAR trial 2): randomised controlled trial,BACKGROUND: Endovascular aneurysm repair (EVAR) to exclude abdominal aortic aneurysm (AAA) was introduced for patients of poor health status considered unfit for major surgery. We instigated EVAR trial 2 to identify whether EVAR improves survival compared  ...,2005,"RM Greenhalgh, LC Brown, D Epstein, GP Kwong… ",http://www.sciencedirect.com/science/article/pii/S0140673605666287,525
Influence of screening on the incidence of ruptured abdominal aortic aneurysm: 5‐year results of a randomized controlled study,"Abstract From family medical practices 15775 men and women aged 65-80 years were identified and randomized into two groups: one group was invited for ultrasonographic screening for abdominal aortic aneurysm (AAA), and the other acted as age-and sex- ...",1995,"RAP Scott, NM Wilson, HA Ashton… ",http://onlinelibrary.wiley.com/doi/10.1002/bjs.1800820821/full,419
Intra-abdominal compartment syndrome as a complication of ruptured abdominal aortic aneurysm repair.,"In four patients with ruptured abdominal aortic aneurysms increased intra-abdominal pressure developed after repair. It was manifested by increased ventilatory pressure, increased central venous pressure, and decreased urinary output associated with  ...",1989,"R Fietsam Jr, M Villalba, JL Glover, K Clark ",http://europepmc.org/abstract/med/2729780,290
Elastin degradation in abdominal aortic aneurysms,Abstract Histological sections through the walls of abdominal aortic aneurysms showed scarce and disrupted elastic tissue. The elastin content of the aneurysmal aortic media was only 8.1±3.2% dry defatted weight (n= 11). The elastin content of grossly normal age and  ...,1987,"JS Campa, RM Greenhalgh, JT Powell ",http://www.sciencedirect.com/science/article/pii/0021915087900037,295
A meta‐analysis of 50 years of ruptured abdominal aortic aneurysm repair,Background: Operative repair of ruptured abdominal aortic aneurysm (RAAA) is associated with a high mortality rate but reported figures vary widely. The aim of this study was to estimate the operative mortality of RAAA repair and determine how it has changed over  ...,2002,"MJ Bown, AJ Sutton, PRF Bell… ",http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2168.2002.02122.x/full,558
Screening for abdominal aortic aneurysm: a best-evidence systematic review for the US Preventive Services Task Force,1.,2005,"C Fleming, EP Whitlock, TL Beil… ",http://annals.org/article.aspx?articleid=718159,497
Toward a biomechanical tool to evaluate rupture potential of abdominal aortic aneurysm: identification of a finite strain constitutive model and evaluation of its  …,"Knowledge of the wall stresses in an abdominal aortic aneurysm (AAA) may be helpful in evaluating the need for surgical intervention to avoid rupture. This must be preceded by the development of a more suitable finite strain constitutive model for AAA, as none currently  ...",2000,"ML Raghavan, DA Vorp ",http://www.sciencedirect.com/science/article/pii/S0021929099002018,437
Multicenter prospective study of nonruptured abdominal aortic aneurysm. Part II. Variables predicting morbidity and mortality,"Abstract A previous article (Part I) described the patient population and operative management of 666 patients who had surgery for nonruptured abdominal aortic aneurysms. This article details the perioperative complications and, by chi-square and logistic  ...",1989,KW Johnston ,http://www.sciencedirect.com/science/article/pii/S0741521489700070,462
Long-term outcome of open or endovascular repair of abdominal aortic aneurysm,"Background For patients with large abdominal aortic aneurysms, randomized trials have shown an initial overall survival benefit for elective endovascular repair over conventional open repair. This survival difference, however, was no longer significant in the second  ...",2010,"JL De Bruin, AF Baas, J Buth, M Prinssen… ",http://www.nejm.org/doi/full/10.1056/nejmoa0909499,625
Population based randomised controlled trial on impact of screening on mortality from abdominal aortic aneurysm,"... Elective and emergency procedures for abdominal aortic aneurysm before scheduled screening.View this table: ... The overall crude prevalence of any aortic aneurysms (aorta ≥ 30 mm) was 7.2%,increasing from 4.8% in men aged 65-69 years to 10.8% in the oldest men. ...",2004,"PE Norman, K Jamrozik, MM Lawrence",http://www.bmj.com/content/329/7477/1259?linkType=FULL&resid=329/7477/1259&journalCode=bmj,386
In vivo analysis of mechanical wall stress and abdominal aortic aneurysm rupture risk,"Objective: The purpose of this study was to calculate abdominal aortic aneurysm (AAA) wall stresses in vivo for ruptured, symptomatic, and electively repaired AAAs with three-dimensional computer modeling techniques, computed tomographic scan data, and blood  ...",2002,"MF Fillinger, ML Raghavan, SP Marra… ",http://www.sciencedirect.com/science/article/pii/S0741521402000988,410
Aortic graft for repairing an abdominal aortic aneurysm,"An aortic graft, and method and apparatus for repairing an abdominal aortic aneurysm includes a tubular graft which is intraluminally delivered through the aorta and secured to the aorta by the expansion and deformation of a thin-walled tubular member.",1994,"HD Barone, JC Palmaz, JC Parodi ",http://www.google.com/patents/US5360443,522
Mechanical wall stress in abdominal aortic aneurysm: influence of diameter and asymmetry,"Purpose: Risk for rupture of an abdominal aortic aneurysm is widely believed to be related to its maximum diameter. From a biomechanical standpoint, however, risk is probably more precisely related to mechanical wall stress. Many abdominal aortic aneurysms are  ...",1998,"DA Vorp, ML Raghavan, MW Webster ",http://www.sciencedirect.com/science/article/pii/S0741521498702277,353
Wall stress distribution on three-dimensionally reconstructed models of human abdominal aortic aneurysm,"Purpose: Abdominal aortic aneurysm (AAA) rupture is believed to occur when the mechanical stress acting on the wall exceeds the strength of the wall tissue. Therefore, knowledge of the stress distribution in an intact AAA wall could be useful in assessing its  ...",2000,"ML Raghavan, DA Vorp, MP Federle… ",http://www.sciencedirect.com/science/article/pii/S074152140064421X,355
Epidemiology of aortic aneurysm in the United States,"... Increased utilization of diagnostic ultrasound of the abdomen and retroperitoneum leading toimproved case finding for abdominal aneurysms may have been ... Aortic aneurysm; Aneurysm,dissecting; Aorta, abdominal; Aorta, thoracic Female; Blacks. References. ...",1995,RF Gillum ,http://www.sciencedirect.com/science/article/pii/0895435695000453,310
"Abdominal aortic aneurysm in 4237 screened patients: prevalence, development and management over 6 years","Abstract An ultrasonography screening programme for detecting abdominal aortic aneurysm (AAA) in the community is described in which 7200 men and women aged between 65 and 80 years were contacted by letter. Of these, 4237 were screened; the aorta was visualized  ...",1991,"RAP Scott, HA Ashton, DN Kay ",http://onlinelibrary.wiley.com/doi/10.1002/bjs.1800780929/full,289
Graft-related complications after abdominal aortic aneurysm repair: reassurance from a 36-year population-based experience,"Purpose: Graft-related complications must be factored into the long-term morbidity and mortality rates of abdominal aortic aneurysm (AAA) repair. However, the true incidence may be underestimated because some patients do not return to the original surgical center  ...",1997,"JW Hallett, DM Marshall, TM Petterson, DT Gray… ",http://www.sciencedirect.com/science/article/pii/S0741521497703495,356
Device and method for performing an intraluminal abdominal aortic aneurysm repair,"An aortic graft that is specifically constructed for intraluminal insertion and comprising a flexible hollow, tubular material, having a generally cylindrical shape with an upper end and lower end and having a minor and major axis, and having disposed along its major axis a  ...",1986,E Kornberg ,http://www.google.com/patents/US4617932,434
"Aortic graft, device and method for performing an intraluminal abdominal aortic aneurysm repair","An aortic graft that is specifically constructed for intraluminal insertion and comprising a flexible hollow, tubular material, having a generally cylindrical shape with an upper end and lower end and having a minor and major axis, and having disposed along its major axis a  ...",1986,E Kornberg ,http://www.google.com/patents/US4562596,440
Ruptured abdominal aortic aneurysm: a population-based study,Purpose: The purpose of this study was to make an analysis of all ruptured abdominal aortic aneurysms in a defined population. Methods: An epidemiologic analysis of ruptured abdominal aortic aneurysms (AAAs) was made in an urban population during a 16-year  ...,1993,"H Bengtsson, D Bergqvist ",http://www.sciencedirect.com/science/article/pii/074152149370017S,344
Ruptured abdominal aortic aneurysms: who should be offered surgery?,Purpose: Operation for ruptured abdominal aortic aneurysm is generally still associated with a high mortality rate. A review of our experience over a 9-year period was undertaken to identify factors present on admission associated with 30-day operative mortality. Methods:  ...,1996,"DTA Hardman, CM Fisher, MI Patel, M Neale… ",http://www.sciencedirect.com/science/article/pii/S0741521405800424,212
Current concepts in the pathogenesis of abdominal aortic aneurysm,"Abdominal aortic aneurysms (AAAs) are a significant medical problem with a high mortality. The primary diagnostic code for AAA accounts for approximately 150,000 inpatient hospital admissions per year. The most recent published data from the National Vital Statistics  ...",2003,"G Ailawadi, JL Eliason, GR Upchurch ",http://www.sciencedirect.com/science/article/pii/S0741521403003240,283
Ruptured abdominal aortic aneurysm: the Harborview experience,Abstract During the last decade (1980 to 1989) 186 patients with ruptured abdominal aortic aneurysm were admitted to a single urban hospital. Ninety-six percent of these patients had a prehospital systolic blood pressure< 90 mm Hg. Management included paramedic field  ...,1991,"K Johansen, TR Kohler, SC Nicholls, RE Zierler… ",http://www.sciencedirect.com/science/article/pii/074152149190216H,350
Doxycycline inhibition of aneurysmal degeneration in an elastase-induced rat model of abdominal aortic aneurysm: preservation of aortic elastin associated  …,"Purpose: Increased local production of matrix metalloproteinases (MMPs) is a potential mechanism underlying structural protein degradation in abdominal aortic aneurysms (AAA). With an elastase-induced rodent model of AAA, we determined whether pharmacologic  ...",1996,"D Petrinec, S Liao, DR Holmes, JM Reilly… ",http://www.sciencedirect.com/science/article/pii/S0741521496702793,332
Screening for abdominal aortic aneurysm: recommendation statement,Abstract This statement summarizes the US Preventive Services Task Force recommendations on screening for abdominal aortic aneurysm and the supporting scientific evidence updates the 1996 recommendations on this topic. A summary of the  ...,2005,US Preventive Services Task  … ,http://search.proquest.com/openview/f36f165384fdcc658cc8ded1c6be422e/1?pq-origsite=gscholar,310
A multicenter controlled clinical trial of open versus endovascular treatment of abdominal aortic aneurysm,Objective: The purpose of this study was to evaluate the safety and efficacy of a novel endovascular graft for elective treatment of infrarenal abdominal aortic aneurysm. The device is a modular bifurcated system with nitinol/expanded polytetrafluoroethylene  ...,2003,"JS Matsumura, DC Brewster, MS Makaroun… ",http://www.sciencedirect.com/science/article/pii/S0741521402752610,366
Abdominal aortic aneurysm pathogenesis and implications for management,Abstract Abdominal aortic aneurysm (AAA) affects approximately 5% of elderly men and is responsible for a significant number of deaths in Western Countries. At present surgery by open or endovascular means is the only widely used therapy for this condition. In this  ...,2006,"J Golledge, J Muller, A Daugherty… ",http://atvb.ahajournals.org/content/26/12/2605.short,357
Randomized clinical trial of screening for abdominal aortic aneurysm in women,"Background: Screening for abdominal aortic aneurysm (AAA) is commonly restricted to men. Recent studies have indicated a possible increase in deaths due to ruptured AAA in women, and a higher rate of rupture in women than in men. The present report details results from  ...",2002,"RAP Scott, SG Bridgewater… ",http://onlinelibrary.wiley.com/doi/10.1046/j.0007-1323.2001.02014.x/abstract,237
Method for repairing an abdominal aortic aneurysm,"An aortic graft, and method and apparatus for repairing an abdominal aortic aneurysm includes a tubular graft which is intraluminally delivered through the aorta and secured to the aorta by the expansion and deformation of a thin-walled tubular member.",1996,"HD Barone, JC Parodi, JC Palmaz ",http://www.google.com/patents/US5522880,369
Remote Ischemic Preconditioning Reduces Myocardial and Renal Injury After Elective Abdominal Aortic Aneurysm Repair A Randomized Controlled Trial,Background—Myocardial and renal injury commonly contribute to perioperative morbidity and mortality after abdominal aortic aneurysm repair. Remote ischemic preconditioning (RIPC) is a phenomenon whereby brief periods of ischemia followed by reperfusion in one  ...,2007,"ZA Ali, CJ Callaghan, E Lim, AA Ali, SAR Nouraei… ",http://circ.ahajournals.org/content/116/11_suppl/I-98.short,384
Literature review of surgical management of abdominal aortic aneurysm,"Objectives: to review the natural history and the outcome of surgical repair of aortic abdominal aneurysm (AAA). Design: an English and Scandinavian language search of papers between 1985–1997. Results: after review, 132 papers with 54 048 patients  ...",2001,"A Hallin, D Bergqvist, L Holmberg ",http://www.sciencedirect.com/science/article/pii/S1078588401914224,183
Nonruptured abdominal aortic aneurysm: six-year follow-up results from the multicenter prospective Canadian aneurysm study,"Purpose: Based on the prospective analysis of data on 680 patients undergoing surgery for nonruptured abdominal aortic aneurysm (AAA) and recorded in the Canadian Society for Vascular Surgery Aneurysm Registry, this study determines the late survival rate by  ...",1994,"…, Canadian Society for Vascular Surgery Aneurysm … ",http://www.sciencedirect.com/science/article/pii/0741521494900027,285
Perioperative mortality of elective abdominal aortic aneurysm surgery: a clinical prediction rule based on literature and individual patient data,"Background: Abdominal aortic aneurysm surgery is a major vascular procedure with a considerable risk of (mainly cardiac) mortality. Objective: To estimate elective perioperative mortality, we developed a clinical prediction rule based on several well-established risk  ...",1995,"EW Steyerberg, J Kievit… ",http://archinte.jamanetwork.com/article.aspx?articleid=621089,242
Smoking and growth rate of small abdominal aortic aneurysms,"Abstract Smoking is an important risk factor for abdominal aortic aneurysm. Limiting the growth rate of small aneurysms has the potential to prevent them reaching a size at which surgical repair is considered. In 43 patients, with small aneurysms, growth rates were  ...",1994,"STR MacSweeney, M Ellis, PC Worrell… ",http://www.sciencedirect.com/science/article/pii/S0140673694920877,179
Effect of intraluminal thrombus on wall stress in patient-specific models of abdominal aortic aneurysm,Purpose: The role of intraluminal thrombus (ILT) on abdominal aortic aneurysm rupture is still not clear. Rupture of an aneurysm occurs when the wall stress exceeds the wall strength at any location on the wall. The purpose of this study was to address the hypothesis that  ...,2002,"DHJ Wang, MS Makaroun, MW Webster… ",http://www.sciencedirect.com/science/article/pii/S074152140200099X,291
Regression of abdominal aortic aneurysm by inhibition of c-Jun N-terminal kinase,"Abdominal aortic aneurysm (AAA) is a common disease among elderly people that, when surgical treatment is inapplicable, results in progressive expansion and rupture of the aorta with high mortality. Although nonsurgical treatment for AAA is much awaited, few options  ...",2005,"K Yoshimura, H Aoki, Y Ikeda, K Fujii, N Akiyama… ",http://www.nature.com/nm/journal/v11/n12/abs/nm1335.html,338
Screening for abdominal aortic aneurysm,"Background Abdominal aortic aneurysm (AAA) is found in 5% to 10% of men aged 65 to 79 years. The major complication is rupture which presents as a surgical emergency. The mortality after rupture is high, 80% for patients reaching hospital and 50% for those  ...",2007,"PA Cosford, GC Leng, J Thomas ",http://onlinelibrary.wiley.com/doi/10.1002/14651858.CD002945.pub2/full,338
Screening for abdominal aortic aneurysms: single centre randomised controlled trial,"Objective To determine whether screening Danish men aged 65 or more for abdominal aortic aneurysms reduces mortality.   ... Setting All five hospitals in Viborg County, Denmark.   ... Participants All 12 639 men born during 1921-33 and living in Viborg County. In 1994 we included  ... ",2005,"JS Lindholt, S Juul, H Fasting, EW Henneberg ",http://www.bmj.com/content/330/7494/750?linkType=FULL&ck=nck&resid=330/7494/750&journalCode=bmj,257
Biomechanics of abdominal aortic aneurysm in the presence of endoluminal thrombus: experimental characterisation and structural static computational  …,OBJECTIVES:: To evaluate the role played by biomechanical and geometrical parameters of endoluminal thrombus and of aortic wall on abdominal aortic aneurysm (AAA) behaviour. MATERIALS AND METHODS:: Tensile tests on 21 AAA thrombus specimens from six  ...,1998,"E Di Martino, S Mantero, F Inzoli, G Melissano… ",http://www.sciencedirect.com/science/article/pii/S1078588498800312,176
Association of intraluminal thrombus in abdominal aortic aneurysm with local hypoxia and wall weakening,"Purpose: Our previous computer models suggested that intraluminal thrombus (ILT) within an abdominal aortic aneurysm (AAA) attenuates oxygen diffusion to the AAA wall, possibly causing localized hypoxia and contributing to wall weakening. The purpose of this work  ...",2001,"DA Vorp, PC Lee, DHJ Wang, MS Makaroun… ",http://www.sciencedirect.com/science/article/pii/S0741521401594288,312
Reporting standards for infrarenal endovascular abdominal aortic aneurysm repair,"Currently, there is great interest in the experimental technique of endovascular aortic aneurysm repair. The number of reports in the literature has increased in the past 5 years. The ability to interpret future clinical reports and to compare the advantages and  ...",1997,"SS Ahn, RB Rutherford, KW Johnston, J May… ",http://www.sciencedirect.com/science/article/pii/S074152149770363X,248
Ruptured abdominal aortic aneurysm: an editorial,,1991,ES Crawford ,,211
Abdominal aortic aneurysms,"Aneurysms are common in our increasingly elderly population, and are a major threat to life and limb. Until the adventof vascular reconstructive techniques, aneurysm patients were subject to an overwhelming risk of death from exsanguination. The first successful repair  ...",1984,"G Fortner, K Johansen ",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1011036/,17
The care of patients with an abdominal aortic aneurysm: the Society for Vascular Surgery practice guidelines,"The Clinical Practice Council of the Society for Vascular Surgery charged a writing committee with the task of updating practice guidelines, initally published in 2003, for surgeons and physicians who are involved in the preoperative, operative, and  ...",2009,"EL Chaikof, DC Brewster, RL Dalman… ",http://www.sciencedirect.com/science/article/pii/S0741521409013688,474
Growth of thrombus may be a better predictor of rupture than diameter in patients with abdominal aortic aneurysms,"Objectives: to investigate the relationships between diameter, surface and thrombus area in abdominal aortic aneurysms (AAAs)< 5 cm. Methods and Material: sixty-seven patients with AAA underwent at least 2 CT examinations. At the point of maximal diameter, surface area  ...",2000,"J Stenbaek, B Kalin, J Swedenborg ",http://www.sciencedirect.com/science/article/pii/S1078588400912176,162
Biomechanics of abdominal aortic aneurysm,"Abdominal aortic aneurysm (AAA) is a condition whereby the terminal aorta permanently dilates to dangerous proportions, risking rupture. The biomechanics of AAA has been studied with great interest since aneurysm rupture is a mechanical failure of the  ...",2007,DA Vorp ,http://www.sciencedirect.com/science/article/pii/S002192900600323X,340
The role of inflammation in nonspecific abdominal aortic aneurysm disease,"Abstract The predominant pathologic feature of abdominal aortic aneurysm is elastin destruction, and elastin destruction may be mediated by inflammation. In this investigation serial sections of abdominal aortic aneurysm specimens were selectively stained to study  ...",1991,"CM Brophy, JM Reilly, GJW Smith, MD Tilson ",http://link.springer.com/article/10.1007/BF02329378,217
