title,authors,date,link,eid,abstract
Thrombin-activatable fibrinolysis inhibitor Thr325Ile polymorphism and plasma level in breast cancer: A pilot study,"{'author': [{'@_fa': 'true', 'surname': 'Fawzy', 'given-name': 'Manal S.'}, {'@_fa': 'true', 'surname': 'Mohammed', 'given-name': 'Eman A.'}, {'@_fa': 'true', 'surname': 'Ahmed', 'given-name': 'Amal S.'}, {'@_fa': 'true', 'surname': 'Fakhr-Eldeen', 'given-name': 'Abeer'}]}",June 2015,http://api.elsevier.com/content/article/pii/S2214540015000146,1-s2.0-S2214540015000146,"AbstractThis study aimed to investigate thrombin-activatable fibrinolysis inhibitor (TAFI) Thr325Ile polymorphism and TAFI antigen (Ag) levels in breast cancer (BC) in the Egyptian population to clarify their role in relation to BC. A group of 300 females was recruited in this study; of these 150 unrelated patients with different stages of BC and 150 age-matched healthy controls. Plasma TAFI Ag was measured by ELISA and TAFI Thr325Ile (rs1926447) polymorphism was genotyped using TaqMan single nucleotide polymorphism (SNP) genotyping assay. The results showed the genotypes of the minor allele; Thr/Ile (CT) and Ile/Ile (TT) were significantly more frequent in patients compared to control group (50.0% and 22.0% vs. 42.0% and 13.3%, respectively) and were also associated with BC susceptibility [OR=1.9 and 2.6; 95% CI: (1.1–3.3) and (1.3–5.5), respectively P=0.01]. Ile325 allele carriers were more frequent in cases than in controls (47.0% vs. 34.0%) [OR=1.7, (95% CI=1.2–2.4), P=0.001]. However, TAFI Thr325Ile polymorphism was not associated with BC stage or other clincopathological characteristics. TAFI Ag levels were correlated with advanced stages of BC, poor prognosis and risk of recurrence (P=0.02, P=0.04 and P &lt;0.001, respectively) and Thr325Ile SNP was significantly correlated with TAFI antigen levels with the C/C genotype corresponding to the highest and the T/T genotype to the lowest TAFI antigen levels (P&lt;0.001) in the study groups. In conclusion, this study showed for the first time that TAFI Thr325Ile polymorphism could have a contribution to BC susceptibility in our population. Furthermore, high TAFI plasma levels may serve as a predictor of poor prognosis in patients with BC."
Changes in fibrinolysis and severity of organ failure in sepsis: A prospective observational study using point-of-care test—ROTEM,"{'author': [{'@_fa': 'true', 'surname': 'Prakash', 'given-name': 'Shivesh'}, {'@_fa': 'true', 'surname': 'Verghese', 'given-name': 'Santosh'}, {'@_fa': 'true', 'surname': 'Roxby', 'given-name': 'David'}, {'@_fa': 'true', 'surname': 'Dixon', 'given-name': 'Dani'}, {'@_fa': 'true', 'surname': 'Bihari', 'given-name': 'Shailesh'}, {'@_fa': 'true', 'surname': 'Bersten', 'given-name': 'Andrew'}]}",April 2015,http://api.elsevier.com/content/article/pii/S0883944114004213,1-s2.0-S0883944114004213,"AbstractPurposeWe hypothesized that the thromboelastometry (ROTEM; Pentapharm GmbH, Munich, Germany) fibrinolysis parameter “maximum lysis” (ML) would have an independent inverse association with the severity of organ failure in sepsis.MethodsSelected adult patients with sepsis (n = 77) were recruited within 24 hours of antibiotic commencement. Patients with Sequential Organ Failure Assessment score higher than 1 (n = 57) were followed for 72 hours. Prothrombin fragments 1 + 2, plasminogen activator inhibitor-1 (aPAI-1), ROTEM, and routine coagulation tests were measured daily along with Sequential Organ Failure Assessment scores.ResultsThe activity of functional aPAI-1 increased with increasing severity of organ failure (P = .01) and was higher as compared with healthy controls (95% confidence interval, −65.4 to −29.9; P &lt; .001). There was a decreasing trend in ML with increased organ failure (P = .001); however, there was no trend in d-dimer. Among all tests, only the lower ML (ß = −0.38, P &lt; .001) and higher international normalized ratio (INR; ß = 0.32, P = .002) values significantly contributed to greater severity of organ failure (R2 = 0.35, F2,73 = 19.29, P &lt; .001). Despite an increase in INR, the prothrombin fragment remained unchanged (P = .89). Strong correlations were observed between early (24 hours) increase in fibrinolysis and recovery of organ failures for 48 hours (ML: r = 0.679, P = .001; aPAI-1: r = 0.694, P &lt; .001).ConclusionsLower ML and higher INR values predicted greater severity of organ failure at presentation. Further studies are required, as ROTEM could aid selection of patients and guide interventions aimed at fibrinolysis in severe sepsis."
Relationship Between Time to Invasive Assessment and Clinical Outcomes of Patients Undergoing an Early Invasive Strategy After Fibrinolysis for ST-Segment Elevation Myocardial Infarction A Patient-Level Analysis of the Randomized Early Routine Invasive Clinical Trials,"{'author': [{'@_fa': 'true', 'surname': 'Madan', 'given-name': 'Mina'}, {'@_fa': 'true', 'surname': 'Halvorsen', 'given-name': 'Sigrun'}, {'@_fa': 'true', 'surname': 'Di Mario', 'given-name': 'Carlo'}, {'@_fa': 'true', 'surname': 'Tan', 'given-name': 'Mary'}, {'@_fa': 'true', 'surname': 'Westerhout', 'given-name': 'Cynthia M.'}, {'@_fa': 'true', 'surname': 'Cantor', 'given-name': 'Warren J.'}, {'@_fa': 'true', 'surname': 'Le May', 'given-name': 'Michel R.'}, {'@_fa': 'true', 'surname': 'Borgia', 'given-name': 'Francesco'}, {'@_fa': 'true', 'surname': 'Piscione', 'given-name': 'Federico'}, {'@_fa': 'true', 'surname': 'Scheller', 'given-name': 'Bruno'}, {'@_fa': 'true', 'surname': 'Armstrong', 'given-name': 'Paul W.'}, {'@_fa': 'true', 'surname': 'Fernandez-Aviles', 'given-name': 'Francisco'}, {'@_fa': 'true', 'surname': 'Sanchez', 'given-name': 'Pedro L.'}, {'@_fa': 'true', 'surname': 'Graham', 'given-name': 'John J.'}, {'@_fa': 'true', 'surname': 'Yan', 'given-name': 'Andrew T.'}, {'@_fa': 'true', 'surname': 'Goodman', 'given-name': 'Shaun G.'}]}",January 2015,http://api.elsevier.com/content/article/pii/S1936879814014435,1-s2.0-S1936879814014435,"AbstractObjectivesThis study investigated the relationship between time to invasive assessment and outcomes among ST-segment elevation myocardial infarction patients randomized to early angiography after fibrinolysis.BackgroundThe optimal timing of coronary angiography after fibrinolysis and the association with clinical outcomes is uncertain.MethodsPatient-level data from 6 randomized trials, with a median time to angiography &lt;12 h after fibrinolysis, were pooled. The primary endpoint was 30-day death or reinfarction. The key secondary endpoint was in-hospital major bleeding. The relationship between fibrinolysis to angiography time and symptom onset to angiography time with outcomes was studied using 2- and 4-h intervals, respectively, and in multivariable models.ResultsAmong 1,238 patients, the median fibrinolysis to angiography time was 165 min, and the median symptom onset to angiography time was 5.33 h. The primary and key secondary endpoints occurred in 5.7% and 4.7%, respectively. These main endpoints did not vary significantly with increasing fibrinolysis to angiography time. Early angiography (&lt;2 h) after fibrinolysis was not associated with increased bleeding. Recurrent ischemia increased with increasing fibrinolysis to angiography time (3.7% to 7.9%, p for trend = 0.02). Thirty-day and 1-year death/reinfarction and 30-day recurrent ischemia increased significantly with increasing symptom onset to angiography time. Neither fibrinolysis to angiography time nor symptom onset to angiography time was an independent predictor of the primary endpoint. Only symptom onset to angiography time was an independent predictor of 1-year death/reinfarction (hazard ratio: 1.07, 95% confidence interval: 1.02 to 1.12, p = 0.01).ConclusionsVery early angiography (&lt;2 h) after fibrinolysis was not associated with an increased risk of 30-day death/reinfarction or in-hospital major bleeding, and angiography within 4 h after fibrinolysis was associated with reduced 30-day recurrent ischemia. A shorter symptom onset to angiography time (&lt;4 h) was associated with reduced 30-day and 1-year death/reinfarction and 30-day recurrent ischemia. In the current environment of regional networks of 24/7 primary percutaneous coronary intervention (PCI) centers, the clinical implication of these findings is that patients initially treated with fibrinolysis should also be promptly transferred to the nearest PCI center for immediate angiography and PCI. (Early Percutaneous Coronary Intervention [PCI] After Fibrinolysis Versus Standard Therapy in ST Segment Elevation Myocardial Infarction [STEMI] Patients; NCT01014182)"
Fibrinolysis and the control of blood coagulation,"{'author': [{'@_fa': 'true', 'surname': 'Chapin', 'given-name': 'John C.'}, {'@_fa': 'true', 'surname': 'Hajjar', 'given-name': 'Katherine A.'}]}",January 2015,http://api.elsevier.com/content/article/pii/S0268960X14000721,1-s2.0-S0268960X14000721,"AbstractFibrin plays an essential role in hemostasis as both the primary product of the coagulation cascade and the ultimate substrate for fibrinolysis. Fibrinolysis efficiency is greatly influenced by clot structure, fibrinogen isoforms and polymorphisms, the rate of thrombin generation, the reactivity of thrombus-associated cells such as platelets, and the overall biochemical environment. Regulation of the fibrinolytic system, like that of the coagulation cascade, is accomplished by a wide array of cofactors, receptors, and inhibitors. Fibrinolytic activity can be generated either on the surface of a fibrin-containing thrombus, or on cells that express profibrinolytic receptors. In a widening spectrum of clinical disorders, acquired and congenital defects in fibrinolysis contribute to disease morbidity, and new assays of global fibrinolysis now have potential predictive value in multiple clinical settings. Here, we summarize the basic elements of the fibrinolytic system, points of interaction with the coagulation pathway, and some recent clinical advances."
Fibrinolysis after reperfusion of liver graft,"{'author': [{'@_fa': 'true', 'surname': 'Poon', 'given-name': 'Kin-Shing'}, {'@_fa': 'true', 'surname': 'Chen', 'given-name': 'Chia-Chen'}, {'@_fa': 'true', 'surname': 'Thorat', 'given-name': 'Ashok'}, {'@_fa': 'true', 'surname': 'Chiang', 'given-name': 'Yi-Ying'}, {'@_fa': 'true', 'surname': 'Jeng', 'given-name': 'Long-Bin'}, {'@_fa': 'true', 'surname': 'Yang', 'given-name': 'Horng-Ren'}, {'@_fa': 'true', 'surname': 'Chen', 'given-name': 'Te-Hung'}, {'@_fa': 'true', 'surname': 'Yeh', 'given-name': 'Chun-Chieh'}, {'@_fa': 'true', 'surname': 'Chen', 'given-name': 'Kuen-Bao'}]}",March 2015,http://api.elsevier.com/content/article/pii/S1875459714001143,1-s2.0-S1875459714001143,"AbstractFrom September 2012 to March 2013, a total of 63 adult-to-adult living donor liver transplantations were performed at our institution. All the patients were monitored for their coagulation functions using rotation thromboelastometry (ROTEM, Tem Innovations GmbH) during the procedure at the following points: preoperative baseline, 5 minutes, 30 minutes, and 120 minutes, respectively, after reperfusion of the liver graft. A total of 84.13% of cases (n = 53) revealed fibrinolysis after reperfusion of the graft and the condition was reversed after 30 minutes without any need for additional treatment. No significant coagulopathy was observed during this period in all of the cases. The result of the ROTEM finding must correlate with the clinical situation before instituting any management to avoid the risk of thrombosis of the hepatic artery."
Intra-myocardial hemorrhage in STEMI reperfusion: An alternative explanation for failures from “augmented” fibrinolysis regimes and fibrinolysis-facilitated PCI?,"{'author': [{'@_fa': 'true', 'surname': 'Wong', 'given-name': 'Cheuk-Kit'}]}",1 April 2015,http://api.elsevier.com/content/article/pii/S0167527315002545,1-s2.0-S0167527315002545,
"Chapter One D-dimer An Overview of Hemostasis and Fibrinolysis, Assays, and Clinical Applications","{'author': [{'@_fa': 'true', 'surname': 'Olson', 'given-name': 'John D.'}]}",2015,http://api.elsevier.com/content/article/pii/S0065242314000407,1-s2.0-S0065242314000407,N/A
Oxidative stress and inflammation associated with decreased fibrinolysis as an early marker for peripheral vascular disease stratification: A clinical study,"{'author': [{'@_fa': 'true', 'surname': 'Jelinek', 'given-name': 'H.F.'}, {'@_fa': 'true', 'surname': 'Khalaf', 'given-name': 'K.'}, {'@_fa': 'true', 'surname': 'Robinson', 'given-name': 'C.'}, {'@_fa': 'true', 'surname': 'McDonald', 'given-name': 'S.'}, {'@_fa': 'true', 'surname': 'Butkowski', 'given-name': 'E.'}, {'@_fa': 'true', 'surname': 'Al-Aubaidy', 'given-name': 'H.A.'}, {'@_fa': 'true', 'surname': 'Wild', 'given-name': 'T.'}]}",April 2015,http://api.elsevier.com/content/article/pii/S2213909515000063,1-s2.0-S2213909515000063,"AbstractBackgroundPeripheral vascular disease may manifest as either arterial stenosis or calcification of the arterial wall. Arterial stenosis is characterized by a lowered ankle-brachial-pressure index (ABPI), whereas calcified arteries lead to an increased ABPI. The current study investigates whether inflammatory and oxidative stress markers differ in low versus high ABPI groups suggesting different biochemical processes.MethodsEighty-seven patients attending the diabetes complications clinic agreed to the study. Participants were divided into a low (&lt;1.07) and a high (&gt;1.23) ABPI tertile groups and compared for traditional and emerging biomarker differences. A clinical history and demographic data were obtained. Emerging biomarkers included C-reactive protein, interleukin-6, 8-hydroxy deoxy-guanosine, D-dimer, reduced glutathione and malondialdehyde. Data was analyzed using a Student T-test with significance set at 0.05. A multivariate normal linear regression model was applied to determine the contributions of traditional and emerging biomarkers to the classification of low and high ABPI.ResultsNo differences were observed between the two groups for the traditional biomarkers but D-dimer (p&lt;0.001) and glutathione (p&lt;0.05) were significantly different between the groups. The best model for predicting ABPI class included the emerging biomarkers C-reactive protein, D-dimer and Interleukin-6 combined with BGL, HbA1c and SBP (p&lt;0.001) as compared to the best traditional biomarker model of HbA1c, atherogenic index of plasma, low-density lipoprotein and SBP (p&lt;0.05).DiscussionA decreased inflammatory component with increased oxidative stress is more likely to lead to calcification of the arteries and a higher ABPI, despite normal BGL, HbA1c and cholesterol profile. Our study shows that emerging biomarkers provide a sound basis for differentiating pathophysiological processes associated with low and high ABPI. Traditional biomarkers showed a high accuracy for identification of low ABPI in our model but failed to do better than chance for identification of high ABPI, suggesting different pathophysiological pathways that include oxidative stress and inflammatory components. Clinically, validation of novel and more comprehensive risk factors for PVD sheds light on the etiology of the disease and mechanics of progression toward better preventative care, early detection and targeted drug delivery."
The Fibrinolytic System—More Than Fibrinolysis?,"{'author': [{'@_fa': 'true', 'surname': 'Draxler', 'given-name': 'Dominik F.'}, {'@_fa': 'true', 'surname': 'Medcalf', 'given-name': 'Robert L.'}]}",April 2015,http://api.elsevier.com/content/article/pii/S0887796314000996,1-s2.0-S0887796314000996,"AbstractThe fibrinolytic system, known for its ability to regulate the activation of the zymogen plasminogen into active plasmin, has been primarily associated with the removal of fibrin and blood clots. Tissue-type plasminogen activator, the most well-recognized plasminogen activator, was harnessed for therapeutic benefit against thromboembolic disorders more than 30 years ago, whereas inhibition of this system has been proven effective for certain bleeding disorders. However, in recent years, new and unexpected functional roles for this system have been identified mostly in relation to the central nervous system that are both unrelated and independent of fibrin degradation and clot removal. Hence, it seems reasonable to ask whether agents used to modify components or activities of the fibrinolytic system have any clinical consequences unrelated to their intended use in hemostasis. This review will provide an overview of these new features of the fibrinolytic system and will also focus on prospective considerations in the use of fibrinolytic and antifibrinolytic agents."
Resolution of ST depression after fibrinolysis can be more important than resolution of ST elevation for many patients with inferior STEMIs,"{'author': [{'@_fa': 'true', 'surname': 'Wong', 'given-name': 'Cheuk-Kit'}, {'@_fa': 'true', 'surname': 'Gao', 'given-name': 'Wanzhen'}, {'@_fa': 'true', 'surname': 'White', 'given-name': 'Harvey D.'}]}",1 March 2015,http://api.elsevier.com/content/article/pii/S0167527314025418,1-s2.0-S0167527314025418,
Fibrinolysis and bradykinin formation: From in vitro observations to human disease in “just” 45 years,"{'author': [{'@_fa': 'true', 'surname': 'Kaplan', 'given-name': 'Allen P.'}]}",November 2016,http://api.elsevier.com/content/article/pii/S0091674916307813,1-s2.0-S0091674916307813,
Beyond the Guidelines Stance Green Light for Very Early Angiography After Fibrinolysis∗,"{'author': [{'@_fa': 'true', 'surname': 'Tarantini', 'given-name': 'Giuseppe'}]}",January 2015,http://api.elsevier.com/content/article/pii/S1936879814015970,1-s2.0-S1936879814015970,
Urokinase versus Alteplase for intraventricular hemorrhage fibrinolysis,"{'author': [{'@_fa': 'true', 'surname': 'Gaberel', 'given-name': 'Thomas'}, {'@_fa': 'true', 'surname': 'Montagne', 'given-name': 'Axel'}, {'@_fa': 'true', 'surname': 'Lesept', 'given-name': 'Flavie'}, {'@_fa': 'true', 'surname': 'Gauberti', 'given-name': 'Maxime'}, {'@_fa': 'true', 'surname': 'Lemarchand', 'given-name': 'Eloïse'}, {'@_fa': 'true', 'surname': 'Orset', 'given-name': 'Cyrille'}, {'@_fa': 'true', 'surname': 'Goulay', 'given-name': 'Romain'}, {'@_fa': 'true', 'surname': 'Bertrand', 'given-name': 'Thomas'}, {'@_fa': 'true', 'surname': 'Emery', 'given-name': 'Evelyne'}, {'@_fa': 'true', 'surname': 'Vivien', 'given-name': 'Denis'}]}",October 2014,http://api.elsevier.com/content/article/pii/S0028390814001592,1-s2.0-S0028390814001592,"AbstractIntraventricular hemorrhage (IVH) is the most severe form of stroke with intraventricular fibrinolysis (IVF) as a hopeful treatment. Urokinase (uPA) and tissue-type plasminogen activator (tPA) are used for IVF in Human. No clinical trial has evaluated the differential impact of these two fibrinolytics for IVF. Thus, we decided here to compare the use of these two fibrinolytics in a pre-clinical study. IVH was induced in rats by injection of collagenase type VII within the brain parenchyma followed by an IVF. Rats were randomized to receive uPA, tPA or saline within the ventricle, and cerebrospinal fluid was aspirated. Hematoma and ventricular volumes, brain water contents, inflammation and neurological deficits were measured at day three post-treatments. We also performed in vitro studies, in which neuronal cultures were subjected to an excitotoxic paradigm in the presence of either uPA or tPA. In the IVH model, we showed that although both uPA and tPA led to reduced ventricular volumes, only uPA significantly improved functional recovery. These results could be explained by the fact that uPA, in contrast of tPA, fails to promote inflammatory processes and neurotoxicity. Our study provides evidence supporting the use of uPA for fibrinolysis of IVH. A clinical trial could be warranted if tPA failed to improve outcomes in human IVH."
Reduced plasma fibrin clot permeability and susceptibility to fibrinolysis are associated with increased intima-media thickness in patients with primary antiphospholipid syndrome,"{'author': [{'@_fa': 'true', 'surname': 'Asztabski', 'given-name': 'Michal'}, {'@_fa': 'true', 'surname': 'Wypasek', 'given-name': 'Ewa'}, {'@_fa': 'true', 'surname': 'Ząbczyk', 'given-name': 'Michał'}, {'@_fa': 'true', 'surname': 'Undas', 'given-name': 'Anetta'}]}",November 2014,http://api.elsevier.com/content/article/pii/S0049384814004435,1-s2.0-S0049384814004435,"AbstractIntroductionFormation of denser fibrin networks displaying impaired lysability has been reported in subjects at an increased risk of atherosclerosis. Given recent data on prothrombotic fibrin clot phenotype reported in patients with antiphospholipid syndrome (APS), we tested the hypothesis that altered fibrin clot properties are associated with increased intima-media thickness (IMT) observed in PAPS.Materials and methodsWe studied 30 consecutive patients with PAPS and 30 controls matched for age, sex and the type of previous thromboembolism. We assessed plasma fibrin clot permeability (Ks) and clot lysis time (CLT) with their potential determinants. The IMT was measured in 3 segments of the carotid arteries.ResultsPatients with APS had 15.2% lower Ks (p=0.002) and 9.7% prolonged CLT (p=0.039) compared with controls. The IMT in the APS group was greater in the common carotid artery (5.7%; p=0.002), at the bifurcation (17.46%; p&lt;0.001), and the internal artery (9.26%; p=0.015). Patients with triple positivity in the antiphospholipid antibody profile (n=9; 30%) had lower Ks and greater IMT (both, p&lt;0.05), compared with those with single positivity (n=13; 43.3%). Multivariate analysis adjusted for potential confounders showed that in APS patients, oxidized low-density lipoproteins (p=0.019) were the only independent predictor of Ks, while thrombin activatable fibrinolysis inhibitor activity (p&lt;0.001) predicted CLT. Plasminogen activator inhibitor-1 (PAI-1) was found to be the independent predictor of the IMT in the common carotid artery (p=0.004), and in the internal carotid artery (p&lt;0.001).ConclusionsReduced Ks and susceptibility to lysis are associated with greater IMT in PAPS, which might contribute to the early atherosclerosis in this disease."
Platelet-related fibrinolysis resistance in patients suffering from PV. Impact of clot retraction and isovolemic erythrocytapheresis,"{'author': [{'@_fa': 'true', 'surname': 'Rusak', 'given-name': 'Tomasz'}, {'@_fa': 'true', 'surname': 'Piszcz', 'given-name': 'Jarosław'}, {'@_fa': 'true', 'surname': 'Misztal', 'given-name': 'Tomasz'}, {'@_fa': 'true', 'surname': 'Brańska-Januszewska', 'given-name': 'Justyna'}, {'@_fa': 'true', 'surname': 'Tomasiak', 'given-name': 'Marian'}]}",July 2014,http://api.elsevier.com/content/article/pii/S0049384814002394,1-s2.0-S0049384814002394,"AbstractUsing patients with polycythemia vera (PV) as an experimental model, we evaluated the impact of clot retraction (CR) and architecture of the clot on fibrinolysis. We studied the kinetics of clot retraction and the fibrinolysis rate in whole blood from 48 PV patients and 48 healthy controls. Measurements were performed before and after isovolemic eryhrocytapheresis (ECP). CR was measured by optical method. Clot lysis time (CLT) and maximum clot firmness (MCF) were measured by thromboelastometry in recalcified blood supplemented with t-PA and tissue factor.Compared with healthy controls, CR rate in PV patients was higher (0.0219 vs. 0.0138; p&lt;0.001), the clot volume smaller and MCF elevated (64 vs. 58mm). CR rate correlated with platelet count (r=0.546; p=0.001) but not with erythrocyte concentration (r=0.192; p&gt;0.3). Compared with healthy controls, CLT in PV patients was significantly prolonged (158min vs. 71min). Fibrinolysis rate inversely correlated with CR rate (r=-0.566; p&lt;0.001); MCF (r=-0.704; p&lt;0.001) and platelet count (r=-0.461; p&lt;0.001). As judged by confocal microscope, in comparison to healthy controls, clots formed in blood from PV patients demonstrated booth a distinctly higher degree of crosslinking and possessed thinner fibers. Altered CR, MCF and fibrinolysis speeds were not normalized following the ECP procedure. Tirofiban (a blocker of platelet GPIIb/IIIa receptors), unlike aspirin, normalized abnormal CR and fibrinolysis in blood from PV patients. Collectively, our data indicate that in PV patients, abnormal CR may result in formation of thrombi that are more resistant to fibrinolysis. ECP and aspirin failed to normalize platelet-related fibrinolysis resistance."
A case of Lemierre's syndrome with septic shock and complicated parapneumonic effusions requiring intrapleural fibrinolysis,"{'author': [{'@_fa': 'true', 'surname': 'Croft', 'given-name': 'Daniel P.'}, {'@_fa': 'true', 'surname': 'Philippo', 'given-name': 'Sean M.'}, {'@_fa': 'true', 'surname': 'Prasad', 'given-name': 'Paritosh'}]}",2015,http://api.elsevier.com/content/article/pii/S2213007115300289,1-s2.0-S2213007115300289,"AbstractLemierre's syndrome is a septic thrombophlebitis of the internal jugular vein, which can lead to severe systemic illness. We report a case of an otherwise healthy 26-year-old man who suffered from pharyngitis followed by septic shock requiring intubation and vasopressor support from Fusobacterium necrophorum bacteremia. The septic emboli to his lungs caused complicated bilateral parapneumonic effusions, which recurred after initial drainage. He required bilateral chest tubes and intrapleural tPA to successfully drain his effusions. His fever curve and overall condition improved with the resolution of his effusions and after a 33-day hospitalization, he recovered without significant disability. The severity of his illness and difficult to manage complicated parapneumonic effusions were the unique facets of this case. Using an evidence-based approach of tPA and DNase for complicated parapneumonic effusions in Lemierre's syndrome can be safe and effective."
Efficacy of Early Invasive Management After Fibrinolysis for ST-Segment Elevation Myocardial Infarction in Relation to Initial Troponin Status,"{'author': [{'@_fa': 'true', 'surname': 'Tan', 'given-name': 'Nigel S.'}, {'@_fa': 'true', 'surname': 'Goodman', 'given-name': 'Shaun G.'}, {'@_fa': 'true', 'surname': 'Cantor', 'given-name': 'Warren J.'}, {'@_fa': 'true', 'surname': 'Russo', 'given-name': 'Juan J.'}, {'@_fa': 'true', 'surname': 'Borgundvaag', 'given-name': 'Bjug'}, {'@_fa': 'true', 'surname': 'Fitchett', 'given-name': 'David'}, {'@_fa': 'true', 'surname': 'Džavík', 'given-name': 'Vladimír'}, {'@_fa': 'true', 'surname': 'Tan', 'given-name': 'Mary K.'}, {'@_fa': 'true', 'surname': 'Elbarouni', 'given-name': 'Basem'}, {'@_fa': 'true', 'surname': 'Lavi', 'given-name': 'Shahar'}, {'@_fa': 'true', 'surname': 'Bagai', 'given-name': 'Akshay'}, {'@_fa': 'true', 'surname': 'Heffernan', 'given-name': 'Michael'}, {'@_fa': 'true', 'surname': 'Ko', 'given-name': 'Dennis T.'}, {'@_fa': 'true', 'surname': 'Yan', 'given-name': 'Andrew T.'}]}",October 2016,http://api.elsevier.com/content/article/pii/S0828282X16000325,1-s2.0-S0828282X16000325,"AbstractBackgroundWe examined whether the efficacy of an early invasive strategy after fibrinolysis in ST-segment elevation myocardial infarction (STEMI) differs in relation to the initial troponin status.MethodsIn the Trial of Routine Angioplasty and Stenting After Fibrinolysis to Enhance Reperfusion in Acute Myocardial Infarction (TRANSFER-AMI), patients with STEMI presenting to a non-percutaneous coronary intervention (PCI)-capable hospital who received fibrinolysis were randomized to either a pharmacoinvasive or standard strategy for subsequent angiography and PCI. In this post hoc subgroup analysis, we compared the efficacy of these strategies in relation to the initial troponin status at hospital presentation for the primary composite end point of mortality, reinfarction, recurrent ischemia, heart failure, and cardiogenic shock at 30 days. We assessed the heterogeneity of treatment effect with initial troponin status using the Breslow-Day test and tested for interaction after adjustment for baseline Global Registry of Acute Coronary Events (GRACE) risk score.ResultsAmong 1059 patients, those with abnormal initial troponin levels (n = 514 [48.5%]) were older with worse Killip class, had a longer time from symptom onset to fibrinolysis, and had higher GRACE and Thrombolysis In Myocardial Infarction risk scores. Patients with abnormal troponin levels had higher rates of the primary end point (17.5% vs 10.8%; P = 0.002) and cumulative mortality or reinfarction at 1 year (14.0% vs 8.1%; P = 0.003). In stratified analyses, pharmacoinvasive management reduced the primary end point only among patients with normal initial troponin status. However, there was no significant treatment heterogeneity (all P ≥ 0.10) and no interaction between initial troponin status and treatment assignment after adjusting for GRACE risk score.ConclusionsPatients with STEMI and abnormal initial troponin levels had worse short-term and long-term outcomes. Accounting for overall baseline risk with the GRACE risk score, troponin status did not modulate the efficacy of pharmacoinvasive management."
Genetic variations in the thrombin-activatable fibrinolysis inhibitor gene and risk of cardiovascular disease: A systematic review and meta-analysis,"{'author': [{'@_fa': 'true', 'surname': 'Shi', 'given-name': 'Jian'}, {'@_fa': 'true', 'surname': 'Zhi', 'given-name': 'Pengke'}, {'@_fa': 'true', 'surname': 'Chen', 'given-name': 'Jian'}, {'@_fa': 'true', 'surname': 'Wu', 'given-name': 'Peihua'}, {'@_fa': 'true', 'surname': 'Tan', 'given-name': 'Sheng'}]}",September 2014,http://api.elsevier.com/content/article/pii/S0049384814003491,1-s2.0-S0049384814003491,"AbstractBackgroundAn imbalance between coagulation and fibrinolytic system plays an important role in the pathogenesis of arterial thrombosis. It has been identified that elevated plasma thrombin-activatable fibrinolysis inhibitor (TAFI) concentration, an anti-fibrinolytic factor, is associated with an increased risk of cardiovascular disease (CVD). But the effect of genetic variations in TAFI gene on the risk of CVD is inconclusive.ObjectivesTo investigate the associations between two variants Ala147Thr(rs3742264) and Thr325Ile(rs1926447) in TAFI and the risk of CVD.MethodsSystematic review and meta-analysis of eligible studies published before January 2014. Coronary heart disease(CHD) and stroke are regarded as end-points of CVD.ResultsA total of 18 articles including 23 studies were enrolled. Among these articles were 19 studies of Ala147Thr and 15 of Thr325Ile variants, comprising 4,977 CVD patients and 8,082 controls together with 4,890 cases and 8,311 controls, respectively. There were no significant associations between Ala147Thr variant and CVD under allele, dominant, recessive genetic models. Similar results were observed when end-point, ethnicity, sample size, genotyping method were taken into account. Likewise, meta-analysis of Thr325Ile variant did not show significant associations with CVD under three genetic models. Nevertheless, in sub-analysis based on end-point, the TT(Ile/Ile) genotype was associated with a 25% higher risk of coronary heart disease(CHD) (OR=1.25, 95%CI, 1.02–1.54; P=0.03) compared with TC+CC(Thr/Ile+Thr/Thr) genotype(recessive model).ConclusionsThe present meta-analysis failed to confirm the influence of Ala147Thr and Thr325Ile variants on the susceptibility to CVD. However, potentially increased risk of CHD was detected in Ile325 allele carriers under recessive model."
Fibrinolysis in intermediate risk pulmonary embolism: Too much risk for too little reward?,"{'author': [{'@_fa': 'true', 'surname': 'Karmacharya', 'given-name': 'Paras'}, {'@_fa': 'true', 'surname': 'Pathak', 'given-name': 'Ranjan'}, {'@_fa': 'true', 'surname': 'Aryal', 'given-name': 'Madan Raj'}, {'@_fa': 'true', 'surname': 'Donato', 'given-name': 'Anthony A.'}]}",20 October 2014,http://api.elsevier.com/content/article/pii/S0167527314013886,1-s2.0-S0167527314013886,
